idx,vid,total,percentage,simple,weighted_simple,pagerank,elo,entropy,pid,p_name,alias,c_votecount,c_rating,c_average,title_ja,title_en,title_zh,search,rank
4005,v18790,0.498,0.153,0.292,0.579,7768.448,1520.918,0.083,,,"然后初恋成为了妹妹\nAnd, First love become sister.\nHatsugamai\nはつがまい",99,7.330,7.330,そして初恋が妹になる,,缘契初情乃今家舍妹,そして初恋が妹になる缘契初情乃今家舍妹然后初恋成为了妹妹nandfirstlovebecomesisternhatsugamainはつがまい,1689
4075,v18990,-0.835,0.146,0.213,0.201,17982.606,1675.769,0.021,,,"Tadahoro\nただ滅\nUnrelated, Unlit, Mere Tales of Woe\nFata Morgana Short Stories",223,7.330,7.330,紡がれることもなく、脚光も浴びず、ただ滅びゆく物語に,"Tales afforded not their moment in the limelight, left to waste away in obscurity",既不会被述说，亦不会被瞩目，此为逐渐毁灭的故事,紡がれることもなく脚光も浴びずただ滅びゆく物語にtalesaffordednottheirmomentinthelimelightlefttowasteawayinobscurity既不会被述说亦不会被瞩目此为逐渐毁灭的故事tadahoronただ滅nunrelatedunlitmeretalesofwoenfatamorganashortstories,1690
4687,v21185,0.709,0.123,0.258,0.650,5960.638,1564.476,0.076,,,,163,7.330,7.330,百奇繚乱の館,,,百奇繚乱の館nan,1691
4902,v21976,1.137,0.366,0.523,1.174,11163.679,1749.283,0.159,,,Spirit Hunter Volume 1,616,7.330,7.330,死印,Spirit Hunter: Death Mark,Spirit Hunter: Death Mark,死印spirithunterdeathmarkspirithunterdeathmarkspirithuntervolume1,1692
5111,v22727,0.976,0.173,0.349,0.859,7643.646,1371.030,0.105,,,姉(ねぇ)×姉(ねぇ)！どっちが好き？どっちも!! ～優しいお姉ちゃんとクールなお姉ちゃんに挟まれて僕はもうっ!!～,90,7.330,7.330,姉×姉！どっちが好き？どっちも！！ ～優しいお姉ちゃんとクールなお姉ちゃんに挟まれて僕はもうっ！！～,,,姉姉どっちが好きどっちも優しいお姉ちゃんとクールなお姉ちゃんに挟まれて僕はもうっ姉ねぇ姉ねぇどっちが好きどっちも優しいお姉ちゃんとクールなお姉ちゃんに挟まれて僕はもうっ,1693
5317,v24211,0.745,0.083,0.170,0.528,5619.284,1328.070,0.058,,,The Executive Villainess and The Justice Transforming Heroine's Sidekick,226,7.330,7.330,正義の変身ヒロインを支える俺と悪の女幹部,,,正義の変身ヒロインを支える俺と悪の女幹部theexecutivevillainessandthejusticetransformingheroinessidekick,1694
5513,v25422,-0.066,0.048,0.064,0.038,18474.290,1280.625,0.020,,,WTNC,95,7.330,7.330,,When the Night Comes,When the Night Comes,whenthenightcomeswhenthenightcomeswtnc,1695
5630,v26054,1.175,0.126,0.282,0.861,6488.050,1418.631,0.095,,,,158,7.330,7.330,家庭教師X催眠 ～絶対従順、ワガママJKとハイソ妻を催眠操作～,Tutor X Hypnosis,导师X催眠,家庭教師x催眠絶対従順ワガママjkとハイソ妻を催眠操作tutorxhypnosis导师x催眠nan,1696
6200,v30118,1.207,0.237,0.469,1.296,6129.058,1438.414,0.174,,,千がない,647,7.330,7.330,日向千尋は仕事が続かない,Chihiro Himukai Always Walks Away,日向千寻的工作总是做不久,日向千尋は仕事が続かないchihirohimukaialwayswalksaway日向千寻的工作总是做不久千がない,1697
2014,v8510,-0.339,-0.060,-0.124,-0.295,6384.654,1443.262,-0.044,,,,33,7.320,7.490,美乳kiss姉 理美 「弟のクセに逆らうなんて……ナマイキよ！」,,,美乳kiss姉理美弟のクセに逆らうなんてナマイキよnan,1698
532,v1014,0.163,0.045,0.066,0.134,28278.407,1929.004,-0.008,,,La Corda D'Oro\nKiniro no Corda,36,7.320,7.470,金色のコルダ,,,金色のコルダlacordadoronkinironocorda,1699
588,v1136,-0.110,0.048,0.068,0.015,10121.341,1695.151,-0.024,,,,36,7.320,7.470,朱－Aka－,,,朱akanan,1700
1310,v4131,0.962,0.261,0.406,0.782,12525.833,1988.056,0.076,,,波の間に間に　+ぷらす,38,7.320,7.460,波の間に間に～さざなみ診療所～,,,波の間に間にさざなみ診療所波の間に間にぷらす,1701
4583,v20720,0.509,0.153,0.356,0.664,17251.738,1610.293,0.127,,,,37,7.320,7.460,ネノトリ,,寝之金鸟,ネノトリ寝之金鸟nan,1702
7076,v53590,-0.920,-0.109,-0.178,-0.541,21542.637,2341.928,-0.050,,,Hamikuri Re:Re:call\nハミリリ\nHamiriri,46,7.320,7.420,ハミダシクリエイティブRe:Re:call,,,ハミダシクリエイティブrerecallhamikurirerecallnハミリリnhamiriri,1703
164,v179,0.541,0.195,0.337,0.588,17154.429,1980.632,0.045,,,はるおと\nharuoto\nFootsteps of Spring (lit. translation)\nDeliver Spring to your heart... as soon!,46,7.320,7.410,はるのあしおと,,春天的足音,はるのあしおと春天的足音はるおとnharuotonfootstepsofspringlittranslationndeliverspringtoyourheartassoon,1704
6801,v39788,-0.161,0.015,0.035,0.046,26455.961,2298.868,0.005,,,,66,7.320,7.360,,Projekt: Passion,Projekt: Passion,projektpassionprojektpassionnan,1705
6911,v45381,-0.785,-0.043,-0.077,-0.324,8032.651,1951.991,-0.034,,,,68,7.320,7.360,猫忍えくすはーとSPIN!,NEKO-NIN exHeart SPIN!,NEKO-NIN exHeart SPIN!,猫忍えくすはーとspinnekoninexheartspinnekoninexheartspinnan,1706
5695,v26513,-1.481,-0.132,-0.314,-1.018,5483.232,1361.375,-0.126,,,あにぱに\nAnipani,73,7.320,7.350,あにまる☆ぱにっく,,,あにまるぱにっくあにぱにnanipani,1707
3182,v15147,-1.075,-0.082,-0.193,-0.678,9143.337,1499.732,-0.086,,,Sekasuku\nsksk\nA Simple Task Just to Save the World,84,7.320,7.330,世界を救うだけの簡単なお仕事,,,世界を救うだけの簡単なお仕事sekasukunsksknasimpletaskjusttosavetheworld,1708
6069,v29052,-0.611,0.066,0.098,-0.076,6415.114,1323.940,-0.003,,,,84,7.320,7.330,アイベヤ2,,,アイベヤ2nan,1709
7065,v52702,-0.557,0.065,0.115,-0.022,16213.417,2447.108,-0.018,,,恋はじ\nKoihaji,89,7.320,7.330,恋愛、はじめまして,,,恋愛はじめまして恋はじnkoihaji,1710
672,v1337,0.401,0.214,0.358,0.615,9148.260,1818.190,0.052,,,la campanella della benedizione,113,7.320,7.320,祝福のカンパネラ,,,祝福のカンパネラlacampanelladellabenedizione,1711
955,v2375,1.953,0.254,0.473,1.410,4964.684,1726.010,0.171,,,Dengeki Striker,1501,7.320,7.320,電激ストライカー,,,電激ストライカーdengekistriker,1712
1224,v3767,0.197,0.210,0.333,0.525,11785.367,1835.249,0.056,,,タイニイ ダンジョン ブラックアンドホワイト,138,7.320,7.320,Tiny Dungeon ~BLACK and WHITE~,,,tinydungeonblackandwhiteタイニイダンジョンブラックアンドホワイト,1713
2169,v10099,0.740,0.107,0.229,0.587,5732.800,1597.199,0.078,,,未亡人日記～憧れのあの女（ひと）と一つ屋根の下～\nThe Widow Diary,131,7.320,7.320,未亡人日記～憧れのあの女と一つ屋根の下～,,,未亡人日記憧れのあの女と一つ屋根の下未亡人日記憧れのあの女ひとと一つ屋根の下nthewidowdiary,1714
2471,v11660,1.051,0.314,0.513,1.352,9299.753,1718.142,0.175,,,,921,7.320,7.320,STEINS;GATE 線形拘束のフェノグラム,STEINS;GATE: Linear Bounded Phenogram,STEINS;GATE: Linear Bounded Phenogram,steinsgate線形拘束のフェノグラムsteinsgatelinearboundedphenogramsteinsgatelinearboundedphenogramnan,1715
2609,v12289,-0.914,-0.115,-0.201,-0.550,6313.950,1425.978,-0.074,,,Hypnotic Dance Performance,109,7.320,7.320,催眠演舞,,,催眠演舞hypnoticdanceperformance,1716
2723,v12645,1.082,0.201,0.354,0.804,7234.859,1662.307,0.099,,,A Kiss For The Petals - Snow White's Knight\nSono Hanabira ni Kuchizuke o: Snow White Knight,144,7.320,7.320,その花びらにくちづけを 白雪の騎士,Sono Hanabira 13 - Snow White Knight,Sono Hanabira 13 - Snow White Knight,その花びらにくちづけを白雪の騎士sonohanabira13snowwhiteknightsonohanabira13snowwhiteknightakissforthepetalssnowwhitesknightnsonohanabiranikuchizukeosnowwhiteknight,1717
3217,v15393,-0.500,0.077,0.174,0.183,6027.356,1625.218,0.032,,,"恋爱少女的笨拙舞台\nAll the world's a stage, and all the men and women merely players.\nKoikano\n恋彼",211,7.320,7.320,恋する彼女の不器用な舞台,,恋爱中的她的笨拙舞台,恋する彼女の不器用な舞台恋爱中的她的笨拙舞台恋爱少女的笨拙舞台nalltheworldsastageandallthemenandwomenmerelyplayersnkoikanon恋彼,1718
3427,v16342,0.299,0.142,0.279,0.525,9332.416,1631.976,0.070,,,11月的Arcadia\nJuuichigatsu no Arcadia\nArcadia of November,149,7.320,7.320,11月のアルカディア,,11月的Arcadia,11月のアルカディア11月的arcadia11月的arcadianjuuichigatsunoarcadianarcadiaofnovember,1719
3618,v17153,0.762,0.086,0.202,0.611,5047.820,1552.848,0.079,,,Everyone's After Her.,227,7.320,7.320,誰もが彼女を狙ってる。,Everybody Wants My Girl,众人觊觎的女友,誰もが彼女を狙ってるeverybodywantsmygirl众人觊觎的女友everyonesafterher,1720
3643,v17388,0.413,0.163,0.335,0.681,6973.663,1553.122,0.100,,,Smart Elves 2,141,7.320,7.320,タユタマ 2 -you're the only one-,Tayutama 2-you're the only one-,游魂2 -you're the only one-,タユタマ2youretheonlyonetayutama2youretheonlyone游魂2youretheonlyonesmartelves2,1721
3675,v17632,-1.481,-0.061,-0.134,-0.604,4979.780,1346.965,-0.061,,,恋爱心情的重叠方式\nKoikata,181,7.320,7.320,恋する気持ちのかさねかた,,恋慕之心的交织方式,恋する気持ちのかさねかた恋慕之心的交织方式恋爱心情的重叠方式nkoikata,1722
4247,v19583,1.091,0.191,0.394,0.965,6723.506,1552.293,0.127,,,,115,7.320,7.320,修羅の痴漢道,,,修羅の痴漢道nan,1723
4671,v21142,0.535,0.138,0.277,0.569,6097.832,1605.882,0.089,,,,149,7.320,7.320,超昂神騎エクシール,Beat Valkyrie Ixseal,Beat Valkyrie Ixseal,超昂神騎エクシールbeatvalkyrieixsealbeatvalkyrieixsealnan,1724
4889,v21931,-0.500,0.035,0.088,0.041,4712.174,1407.959,0.030,,,Shougun-sama wa Otoshigoro\n将军大人风华正茂,150,7.320,7.320,将軍様はお年頃,,将军大人芳华正茂,将軍様はお年頃将军大人芳华正茂shougunsamawaotoshigoron将军大人风华正茂,1725
5338,v24328,1.384,0.299,0.461,1.027,11886.126,1496.659,0.116,,,Yurimaster\nDreams and Reality Re:Master,231,7.320,7.320,夢現Re:Master,Yumeutsutsu Re:Master,梦现Re:Master,夢現remasteryumeutsutsuremaster梦现remasteryurimasterndreamsandrealityremaster,1726
5677,v26418,-0.612,0.052,0.101,0.040,6013.766,1340.686,0.011,,,借恋FD2,174,7.320,7.320,恋愛、借りちゃいました 絵未＆八純 ミニアフターストーリー,Koikari: Love for Hire - After Hours,想谈个恋爱吗？那就给钱吧 绘未&八纯 迷你小剧场,恋愛借りちゃいました絵未八純ミニアフターストーリーkoikariloveforhireafterhours想谈个恋爱吗那就给钱吧绘未八纯迷你小剧场借恋fd2,1727
5789,v27152,0.910,0.123,0.250,0.672,5831.348,1269.374,0.086,,,Wicked Whorehouse ~Busty Mother/Daughter Sacrifice~,191,7.320,7.320,邪娠娼館―淫乱巨乳母娘生贄儀式―,,,邪娠娼館淫乱巨乳母娘生贄儀式wickedwhorehousebustymotherdaughtersacrifice,1728
6104,v29300,1.032,0.133,0.270,0.854,4774.194,1555.420,0.099,,,Dead End Aegis\nデッドエンドイージス,602,7.320,7.320,魔法少女消耗戦線 DeadΩAegis,DeadΩAegis,魔法少女消耗战线 死终Ω神盾,魔法少女消耗戦線deadaegisdeadaegis魔法少女消耗战线死终神盾deadendaegisnデッドエンドイージス,1729
6523,v32788,-1.060,0.104,0.161,0.104,11553.812,1799.839,0.036,,,Aspiration\nThe Euro Front,284,7.320,7.320,マブラヴ オルタネイティヴ クロニクルズ 憧憬,Muv-Luv Alternative Chronicles: Adoration,Muv-Luv Alternative Chronicles: Adoration,マブラヴオルタネイティヴクロニクルズ憧憬muvluvalternativechroniclesadorationmuvluvalternativechroniclesadorationaspirationntheeurofront,1730
6732,v37116,-0.148,0.023,0.058,0.113,5276.919,1834.904,0.035,,,クリボー,247,7.320,7.320,クリミナルボーダー,Criminal Border,Criminal Border,クリミナルボーダーcriminalbordercriminalborderクリボー,1731
6784,v38812,-0.036,0.174,0.215,0.265,24816.426,2229.258,0.015,,,,101,7.320,7.320,コーヒートーク エピソード 2： ハイビスカス & バタフライ,Coffee Talk Episode 2: Hibiscus & Butterfly,Coffee Talk Episode 2: Hibiscus & Butterfly,コーヒートークエピソード2ハイビスカスバタフライcoffeetalkepisode2hibiscusbutterflycoffeetalkepisode2hibiscusbutterflynan,1732
2423,v11269,-0.645,-0.137,-0.270,-0.580,13709.747,1645.337,-0.109,,,Amagami Tyotto Omake Gekijyou,30,7.310,7.510,アマガミ ちょっとおまけ劇場,,,アマガミちょっとおまけ劇場amagamityottoomakegekijyou,1733
1057,v2895,0.529,0.139,0.259,0.503,8577.573,1713.572,0.056,,,,30,7.310,7.500,人妻♪かすみさん2～奥様・未亡人オーナーと共同性活～,,,人妻かすみさん2奥様・未亡人オーナーと共同性活nan,1734
6005,v28651,0.172,0.044,0.109,0.232,29307.143,1624.694,0.052,,,"Purrfect Apawcalypse 3, Patches' Inferno",30,7.310,7.500,,Purrfect Apawcalypse: Patches' Infurno,Purrfect Apawcalypse: Patches' Infurno,purrfectapawcalypsepatchesinfurnopurrfectapawcalypsepatchesinfurnopurrfectapawcalypse3patchesinferno,1735
932,v2307,-0.206,-0.030,-0.071,-0.176,8693.627,1587.216,-0.010,,,愛のチカラ －A・I・N・O・C・H・I・K・A・R・A－\nLove Power,35,7.310,7.470,愛のチカラ,,,愛のチカラ愛のチカラa・i・n・o・c・h・i・k・a・r・anlovepower,1736
1412,v4886,-1.234,-0.262,-0.476,-1.024,7995.740,1186.206,-0.133,,,,35,7.310,7.470,Chu×Chuアイドる2 -melodies×memories-,,,chuchuアイドる2melodiesmemoriesnan,1737
2755,v12798,-0.868,-0.257,-0.376,-0.688,17956.700,1508.319,-0.087,,,,40,7.310,7.440,ひなたのつき,,,ひなたのつきnan,1738
5629,v26053,-0.096,0.009,0.006,-0.058,7779.281,1411.869,-0.024,,,,40,7.310,7.430,爆乳淫魔姉妹 ～となりのお姉さんはサキュバスだった！～,,,爆乳淫魔姉妹となりのお姉さんはサキュバスだったnan,1739
6926,v45894,-0.830,-0.019,-0.105,-0.473,23875.535,2173.625,-0.109,,,デスペラドロップス,42,7.310,7.430,DesperaDrops,Despera Drops,Despera Drops,desperadropsdesperadropsdesperadropsデスペラドロップス,1740
1006,v2644,-0.393,-0.003,-0.039,-0.243,7249.132,1840.615,-0.039,,,,45,7.310,7.410,らぶでれーしょん！,,,らぶでれーしょんnan,1741
5804,v27365,-0.893,-0.059,-0.152,-0.570,5130.981,1334.974,-0.071,,,,47,7.310,7.410,まおかつ！ ～魔王と勇者のアイドル生活～,,,まおかつ魔王と勇者のアイドル生活nan,1742
914,v2206,1.918,0.395,0.666,1.486,13827.863,1765.988,0.212,,,,48,7.310,7.400,甘い生活－最高の義母と最高の義姉妹－,,,甘い生活最高の義母と最高の義姉妹nan,1743
6957,v47149,-0.304,-0.004,-0.014,-0.142,8543.300,2150.959,-0.043,,,肉食女子,51,7.310,7.390,ミート・イート・ガール,,肉食女子,ミート・イート・ガール肉食女子肉食女子,1744
1270,v3979,-0.002,0.002,0.006,0.018,5853.752,1548.709,-0.007,,,,52,7.310,7.380,裸の王様,,,裸の王様nan,1745
3674,v17631,0.337,0.151,0.289,0.478,9165.806,1501.451,0.074,,,Amatoro\n天トロ,55,7.310,7.370,天ノ空レトロスペクト,,,天ノ空レトロスペクトamatoron天トロ,1746
221,v273,-0.353,0.036,0.048,-0.082,9246.412,1363.454,-0.044,,,D.C.A.S.\nD.C.F.S.\nD.C.S.V.\nD.C.W.S.,63,7.310,7.360,D.C. ～ダ・カーポ～ シーズンズ,,,dcダ・カーポシーズンズdcasndcfsndcsvndcws,1747
2622,v12338,-0.544,-0.065,-0.137,-0.402,4460.809,1657.435,-0.032,,,Madousho no Shisho\nグリモワールの司書\nLibrarian of Grimoire,63,7.310,7.360,魔導書の司書,,,魔導書の司書madoushonoshishonグリモワールの司書nlibrarianofgrimoire,1748
3846,v18304,0.598,0.077,0.108,0.276,20957.979,1592.057,0.040,,,,65,7.310,7.360,,Nusantara: Legend of the Winged Ones,Nusantara: Legend of the Winged Ones,nusantaralegendofthewingedonesnusantaralegendofthewingedonesnan,1749
6806,v39872,-0.212,0.039,0.066,0.006,6737.039,1863.049,0.009,,,,59,7.310,7.360,リアルエロゲシチュエーション！DT,Real Hentai Situation! DT,真实色情游戏情境体验！DT,リアルエロゲシチュエーションdtrealhentaisituationdt真实色情游戏情境体验dtnan,1750
790,v1629,-0.027,0.066,0.154,0.189,17285.632,1691.315,-0.004,,,,68,7.310,7.350,緋色の欠片,Scarlet Fragment,Scarlet Fragment,緋色の欠片scarletfragmentscarletfragmentnan,1751
910,v2189,-0.411,-0.036,-0.089,-0.310,5402.203,1416.492,-0.050,,,,73,7.310,7.340,ちゅぱしてあげる～スポーツクラブのおねえさん～,,,ちゅぱしてあげるスポーツクラブのおねえさんnan,1752
769,v1551,-0.202,0.071,0.138,0.127,10264.056,1612.118,0.006,,,シグナルハート,83,7.310,7.330,Signal Heart,,,signalheartシグナルハート,1753
513,v972,-0.039,0.085,0.124,0.130,7448.684,1503.455,0.011,,,SMILE\nすまいる,94,7.310,7.320,水平線まで何マイル？ - Deep Blue Sky ＆ Pure White Wings -,,,水平線まで何マイルdeepblueskypurewhitewingssmilenすまいる,1754
1859,v7716,-1.508,-0.171,-0.292,-0.831,19562.177,1790.624,-0.106,,,,84,7.310,7.320,月華繚乱ROMANCE,,,月華繚乱romancenan,1755
4418,v20139,0.690,0.166,0.233,0.470,20035.882,1558.581,0.057,,,,83,7.310,7.320,ダウト～嘘つきオトコは誰？～,Liar! Uncover the Truth,Liar! Uncover the Truth,ダウト嘘つきオトコは誰liaruncoverthetruthliaruncoverthetruthnan,1756
300,v453,0.912,0.235,0.437,0.951,13579.693,1885.401,0.125,,,Dorakuriusu\nドラクリ,92,7.310,7.310,ドラクリウス,,,ドラクリウスdorakuriusunドラクリ,1757
400,v729,1.541,0.287,0.567,1.715,5352.060,1676.026,0.224,,,"Sin, Damnation and the Atonement Girl",1293,7.310,7.310,11eyes－罪と罰と贖いの少女－,11eyes -Tsumi to Batsu to Aganai no Shoujo-,11eyes -罪与罚与赎的少女-,11eyes罪と罰と贖いの少女11eyestsumitobatsutoaganainoshoujo11eyes罪与罚与赎的少女sindamnationandtheatonementgirl,1758
1222,v3746,0.621,0.282,0.455,0.918,8704.073,1679.518,0.126,,,Riaimo,349,7.310,7.310,リアル妹がいる大泉くんのばあい,,实妹相伴的大泉君,リアル妹がいる大泉くんのばあい实妹相伴的大泉君riaimo,1759
1315,v4153,0.525,0.098,0.209,0.516,5872.748,1584.421,0.056,,,,126,7.310,7.310,牝教師～淫辱の教室～,,,牝教師淫辱の教室nan,1760
1526,v5519,0.893,0.205,0.378,0.878,6650.063,1661.800,0.108,,,,205,7.310,7.310,人間デブリ～コンナジブンニダレガシタ？～,,人间残渣,人間デブリコンナジブンニダレガシタ人间残渣nan,1761
2124,v9890,1.080,0.251,0.455,0.988,10621.588,1873.537,0.109,,,Augmentation of Rememberance\nAugmentation of the Remembrance,111,7.310,7.310,追奏のオーグメント,,,追奏のオーグメントaugmentationofrememberancenaugmentationoftheremembrance,1762
2260,v10570,-0.422,0.063,0.088,0.094,6367.878,1700.738,0.028,,,,435,7.310,7.310,はーとふる彼氏 HolidayStar,Hatoful Boyfriend: Holiday Star,Hatoful Boyfriend: Holiday Star,はーとふる彼氏holidaystarhatofulboyfriendholidaystarhatofulboyfriendholidaystarnan,1763
