idx,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,votes,avg,std,vid,collection,l1,l2,l3,l4,l5
1655,0,0,1,8,3,7,10,4,1,2,36,6.194,1.745,v6508,2208,91,295,89,23,1471
1656,0,1,1,4,4,5,6,8,2,0,31,6.290,1.782,v6509,2064,111,524,97,18,1165
1657,0,0,0,0,4,8,10,5,2,0,29,6.759,1.103,v6523,4544,278,668,232,82,2917
1658,1,1,7,15,23,52,43,31,9,4,186,6.349,1.600,v6533,2583,78,312,93,22,1786
1659,0,0,0,0,4,4,4,9,6,0,27,7.333,1.361,v6538,383,11,30,12,8,268
1660,77,72,106,153,261,558,942,1204,725,469,4567,7.279,1.942,v6540,888,34,109,33,16,564
1661,1,1,0,1,3,7,7,11,4,1,36,6.861,1.858,v6545,0,0,0,0,0,0
1662,0,0,0,0,6,4,5,6,3,2,26,7.077,1.567,v6570,520,15,32,17,5,370
1663,0,5,9,15,32,84,167,205,110,34,661,7.413,1.483,v6572,0,0,0,0,0,0
1664,0,1,0,4,4,2,6,5,5,0,27,6.556,1.912,v6573,2562,130,429,113,33,1627
1665,0,0,0,0,2,5,5,6,3,3,24,7.500,1.472,v6581,825,13,60,24,5,607
1666,0,0,1,7,3,13,10,5,2,0,41,6.146,1.458,v6583,4385,179,766,164,51,2814
1667,6,6,5,13,29,79,87,70,29,28,352,6.858,1.838,v6589,1370,65,83,57,17,981
1668,0,0,0,2,1,9,15,10,8,1,46,7.261,1.309,v6590,0,0,0,0,0,0
1669,0,0,0,1,3,6,10,7,7,5,39,7.538,1.566,v6591,3340,202,692,201,79,1873
1670,0,0,1,1,6,30,25,44,35,22,164,7.799,1.474,v6593,1112,53,79,62,11,753
1671,0,1,0,0,1,6,12,13,4,2,39,7.359,1.405,v6611,999,44,174,53,25,568
1672,10,7,7,28,51,161,352,302,99,56,1073,7.184,1.505,v6618,0,0,0,0,0,0
1673,0,0,3,5,4,6,8,6,3,3,38,6.474,1.983,v6623,1422,45,204,48,18,934
1674,0,0,2,1,1,7,4,5,7,2,29,7.172,1.877,v6631,420,12,48,18,7,243
1675,0,0,2,1,3,8,5,8,1,4,32,6.906,1.843,v6634,0,0,0,0,0,0
1676,0,0,0,4,4,3,11,4,3,0,29,6.552,1.499,v6638,1630,70,441,57,20,851
1677,10,6,3,11,13,57,155,443,575,319,1592,8.465,1.365,v6639,2145,168,608,123,30,1056
1678,2,2,7,8,12,9,6,1,0,0,47,4.745,1.630,v6649,14452,1072,6124,763,271,5438
1679,0,0,2,2,0,5,10,22,44,25,110,8.509,1.438,v6656,2452,91,242,77,24,1761
1680,3,9,28,46,35,34,18,8,4,2,187,4.888,1.756,v6662,0,0,0,0,0,0
1681,0,0,0,2,2,8,16,15,3,8,54,7.500,1.488,v6663,0,0,0,0,0,0
1682,0,0,0,1,1,7,21,29,28,12,99,8.101,1.227,v6668,5182,320,1449,250,157,2545
1683,0,0,1,1,3,8,20,14,9,3,59,7.339,1.397,v6671,5319,285,840,203,106,3456
1684,0,0,0,2,0,0,14,11,6,2,35,7.657,1.264,v6678,2913,160,1063,97,30,1245
1685,0,0,1,5,2,7,6,2,3,1,27,6.296,1.781,v6679,10929,634,4408,623,194,4404
1686,2,0,5,8,18,40,120,151,70,44,458,7.635,1.461,v6682,4815,287,2474,193,100,1414
1687,4,3,21,43,92,132,141,92,32,25,585,6.424,1.701,v6688,1131,48,216,51,11,643
1688,0,1,0,3,2,3,6,8,2,2,27,6.889,1.892,v6690,565,25,81,20,11,343
1689,0,2,5,15,19,43,90,104,47,18,343,7.280,1.538,v6700,795,23,62,26,9,575
1690,0,0,2,2,3,7,19,14,6,8,61,7.377,1.671,v6706,1918,124,412,94,51,1020
1691,15,26,36,89,150,409,839,982,453,157,3156,7.323,1.537,v6710,490,20,71,14,5,276
1692,1,0,1,1,6,7,7,7,1,2,33,6.485,1.844,v6712,745,33,159,33,11,365
1693,1,0,1,2,6,10,10,10,4,2,46,6.696,1.768,v6713,5900,350,1796,288,108,2862
1694,1,0,3,5,18,33,79,70,22,9,240,7.162,1.394,v6714,1914,125,313,90,36,996
1695,0,0,0,0,3,7,13,8,3,0,34,7.029,1.071,v6716,0,0,0,0,0,0
1696,0,0,0,1,5,9,20,19,7,3,64,7.312,1.285,v6717,2554,111,421,98,33,1576
1697,0,0,2,1,5,5,11,8,5,2,39,6.949,1.694,v6718,952,33,89,35,15,631
1698,2,3,6,16,18,42,30,5,5,0,127,5.724,1.586,v6719,1437,67,695,58,26,426
1699,2,0,1,4,4,8,11,46,54,28,158,8.228,1.638,v6723,232,4,30,4,5,137
1700,0,0,0,1,12,14,31,67,28,14,167,7.742,1.304,v6747,1133,51,150,34,12,742
1701,0,0,0,3,5,5,12,15,4,4,48,7.229,1.558,v6748,1001,67,168,60,12,536
1702,0,0,1,2,3,8,8,8,2,2,34,6.824,1.599,v6749,287,11,30,16,8,153
1703,0,1,1,1,3,9,4,7,3,1,30,6.633,1.779,v6750,7847,727,2809,553,382,2882
1704,1,1,0,1,8,14,28,23,10,7,93,7.215,1.599,v6751,0,0,0,0,0,0
1705,0,0,1,2,6,9,17,8,8,1,52,6.923,1.492,v6752,0,0,0,0,0,0
1706,0,0,1,4,3,10,9,5,2,3,37,6.622,1.714,v6757,0,0,0,0,0,0
1707,5,23,37,57,104,144,86,42,13,2,513,5.554,1.686,v6758,2700,196,1052,90,25,1084
1708,0,1,0,3,6,11,15,8,6,1,51,6.726,1.560,v6762,7897,683,2091,327,51,4281
1709,1,0,0,0,1,6,19,24,12,7,70,7.786,1.403,v6763,10895,354,8045,452,239,1341
1710,0,0,0,0,2,8,8,11,4,3,36,7.444,1.322,v6764,6272,335,1873,309,145,3167
1711,0,0,2,5,5,6,11,4,3,0,36,6.194,1.630,v6766,1789,50,761,64,12,729
1712,0,0,1,2,11,8,5,9,6,1,43,6.628,1.685,v6797,5389,225,2706,192,31,1825
1713,0,0,2,1,4,6,12,3,0,2,30,6.467,1.586,v6819,1019,46,207,46,22,531
1714,1,0,0,2,3,9,9,5,4,1,34,6.676,1.727,v6820,1184,49,219,40,9,687
1715,9,19,38,60,106,204,209,135,47,9,836,6.233,1.725,v6849,1043,42,208,30,29,572
1716,1,7,6,13,16,34,25,15,2,1,120,5.767,1.759,v6854,770,21,69,13,4,514
1717,1,2,2,3,7,3,5,6,2,0,31,5.710,2.113,v6900,0,0,0,0,0,0
1718,0,0,2,2,4,4,7,4,2,0,25,6.280,1.662,v6903,0,0,0,0,0,0
1719,0,0,1,3,3,5,10,4,8,3,37,7.135,1.818,v6904,0,0,0,0,0,0
1720,3,1,3,15,24,60,78,54,39,8,285,6.888,1.623,v6915,0,0,0,0,0,0
1721,0,0,2,0,5,2,8,7,10,6,40,7.625,1.867,v6918,1830,121,818,112,67,566
1722,2,0,1,1,3,7,14,6,7,7,48,7.188,2.098,v6924,532,16,146,6,5,283
1723,0,0,6,9,8,6,2,2,0,0,33,4.848,1.395,v6950,3692,174,737,210,65,2083
1724,0,0,1,2,8,8,8,1,2,4,34,6.500,1.803,v6979,2715,169,407,153,59,1647
1725,7,4,10,15,17,63,229,470,288,113,1216,7.938,1.389,v6985,1940,63,455,62,20,1119
1726,0,0,0,1,7,10,8,4,10,2,42,7.071,1.609,v6991,1025,29,130,48,9,646
1727,2,2,1,5,7,3,5,14,3,4,46,6.435,2.383,v7000,0,0,0,0,0,0
1728,0,0,4,4,3,9,27,25,5,16,93,7.430,1.774,v7001,3457,317,611,230,96,1859
1729,1,0,3,6,7,8,7,1,3,5,41,6.122,2.211,v7002,0,0,0,0,0,0
1730,0,2,3,4,5,9,10,11,2,1,47,6.255,1.873,v7006,3736,149,759,111,40,2221
1731,48,60,121,237,441,1215,2851,4486,2423,831,12713,7.625,1.456,v7014,757,46,98,41,14,421
1732,0,0,0,0,5,2,8,15,5,1,36,7.444,1.279,v7018,6416,236,3113,157,56,2377
1733,0,0,0,6,2,5,11,5,1,2,32,6.562,1.657,v7021,1178,67,200,70,19,647
1734,0,0,1,4,8,18,16,7,5,3,62,6.613,1.538,v7022,607,17,275,16,4,217
1735,0,0,0,4,3,5,13,24,17,5,71,7.704,1.476,v7023,0,0,0,0,0,0
1736,0,1,1,2,5,6,7,6,3,1,32,6.500,1.803,v7025,1384,66,360,51,34,685
1737,0,2,0,3,4,7,21,10,4,3,54,6.870,1.678,v7026,3638,170,717,177,81,1987
1738,0,0,1,1,4,8,4,11,0,0,29,6.586,1.378,v7036,6881,660,1892,331,163,3266
1739,0,2,2,3,6,12,5,4,3,4,41,6.293,2.075,v7042,1292,36,93,30,9,911
1740,0,0,1,11,5,16,29,32,17,8,119,7.227,1.632,v7044,436,12,32,12,5,258
1741,4,3,3,11,10,33,70,173,112,71,490,7.965,1.592,v7052,0,0,0,0,0,0
1742,4,3,0,2,7,2,5,4,3,1,31,5.452,2.650,v7054,2031,93,455,79,37,1072
1743,0,1,9,11,21,33,29,12,6,6,128,6.164,1.736,v7060,3142,270,940,147,33,1385
1744,0,1,1,3,5,12,24,35,15,4,100,7.370,1.474,v7065,2897,315,639,201,117,1287
1745,0,0,2,1,3,6,14,9,4,1,40,6.925,1.523,v7066,0,0,0,0,0,0
1746,1,0,0,2,1,4,11,46,10,1,76,7.671,1.271,v7067,0,0,0,0,0,0
1747,0,0,2,0,6,16,18,29,8,2,81,7.185,1.353,v7068,2115,94,402,79,23,1196
1748,0,3,1,3,2,8,21,18,12,4,72,7.194,1.800,v7070,0,0,0,0,0,0
1749,0,1,0,3,1,9,6,16,13,2,51,7.451,1.661,v7071,0,0,0,0,0,0
1750,1,1,0,1,7,16,19,7,7,4,63,6.825,1.705,v7077,4190,206,1148,138,28,2278
1751,0,1,0,1,3,4,7,9,1,0,26,6.731,1.533,v7078,4145,143,1244,120,29,2206
1752,0,0,1,1,6,8,0,1,0,1,18,5.722,1.446,v7082,0,0,0,0,0,0
1753,0,1,1,5,5,14,8,3,5,3,45,6.422,1.856,v7092,0,0,0,0,0,0
1754,0,0,2,1,4,6,17,12,3,11,56,7.464,1.762,v7093,0,0,0,0,0,0
1755,3,8,16,25,14,15,9,7,1,2,100,4.750,1.956,v7095,484,20,73,15,9,268
1756,8,18,36,28,30,21,6,4,2,5,158,4.316,1.991,v7096,375,13,35,10,5,248
1757,0,0,0,1,4,6,17,8,5,1,42,7.095,1.269,v7101,1101,41,168,32,11,677
1758,0,0,1,3,2,7,8,2,0,0,23,6.043,1.301,v7134,1322,59,279,39,11,777
1759,2,1,7,20,23,26,22,7,1,2,111,5.540,1.643,v7138,1014,49,291,27,8,537
1760,0,0,1,2,3,6,15,7,2,2,38,6.868,1.490,v7149,629,25,91,14,6,382
1761,4,6,11,33,37,89,189,303,124,60,856,7.433,1.597,v7184,0,0,0,0,0,0
1762,0,0,0,4,3,7,13,17,6,2,52,7.192,1.468,v7203,0,0,0,0,0,0
1763,0,0,1,2,3,2,13,10,2,1,34,6.971,1.485,v7204,638,255,54,15,8,265
1764,0,1,4,3,10,14,27,22,9,4,94,6.872,1.671,v7208,19439,1811,9477,1479,436,5269
1765,0,0,0,0,7,12,19,20,9,4,71,7.338,1.321,v7230,29585,3529,15991,2027,646,6113
1766,2,2,7,7,22,47,64,76,23,12,262,6.985,1.644,v7238,16678,867,7580,967,387,5860
1767,0,0,1,2,8,4,16,7,3,3,44,6.818,1.613,v7240,7971,489,3458,465,297,2673
1768,0,0,0,2,3,8,20,20,7,3,63,7.365,1.289,v7259,9560,636,3494,676,216,3874
1769,1,0,1,8,14,44,80,67,33,11,259,7.232,1.401,v7260,13808,521,7998,482,122,3851
1770,0,2,0,4,4,16,34,21,12,1,94,7.021,1.444,v7261,3890,126,626,163,69,2475
1771,0,0,1,0,3,14,13,12,5,5,53,7.245,1.478,v7264,6151,334,3086,376,119,1778
1772,1,0,2,2,9,25,18,16,5,3,81,6.654,1.573,v7272,3470,81,2418,104,23,615
1773,0,0,2,4,19,12,10,2,0,1,50,5.700,1.284,v7283,11255,887,5061,792,188,3904
1774,0,2,5,2,8,34,48,59,28,36,222,7.617,1.677,v7301,2764,126,803,138,72,1282
1775,3,2,7,17,33,82,162,415,360,173,1254,8.116,1.409,v7302,11623,570,6379,588,186,3144
1776,2,2,4,2,12,21,42,46,27,5,163,7.160,1.694,v7304,29585,3529,15991,2027,646,6113
1777,2,1,3,6,4,17,5,3,3,2,46,5.761,2.056,v7314,16678,867,7580,967,387,5860
1778,12,32,55,96,173,365,411,193,66,19,1422,6.248,1.647,v7316,13808,521,7998,482,122,3851
1779,0,0,1,0,3,7,6,13,9,5,44,7.659,1.580,v7332,6151,334,3086,376,119,1778
1780,0,0,1,2,3,5,6,4,5,0,26,6.731,1.677,v7336,11255,887,5061,792,188,3904
1781,0,1,0,1,3,4,10,13,4,3,39,7.308,1.620,v7337,1176,13,638,15,26,280
1782,0,0,0,1,2,7,7,5,2,6,30,7.433,1.687,v7339,444,16,25,19,12,291
1783,3,15,13,21,23,19,9,4,1,2,110,4.627,1.901,v7360,1527,73,581,72,70,483
1784,30,41,39,40,30,24,2,1,1,5,213,3.587,1.940,v7361,4810,207,1671,225,133,2048
1785,2,3,6,8,4,14,9,2,1,0,49,5.102,1.887,v7371,12310,622,5291,595,204,4791
1786,0,1,1,3,12,15,36,25,9,3,105,6.952,1.443,v7382,21994,2445,8704,2391,663,6533
1787,6,4,10,13,18,60,102,111,49,28,401,7.155,1.783,v7402,19805,1695,7782,1348,404,7647
1788,0,0,0,1,3,6,4,5,6,3,28,7.393,1.676,v7404,611,16,217,7,11,256
1789,1,1,2,2,4,8,5,4,3,0,30,5.967,1.991,v7411,19439,1811,9477,1479,436,5269
1790,1,0,1,0,7,3,7,6,5,2,32,6.844,1.986,v7417,855,17,355,13,13,339
1791,0,0,0,0,2,3,6,14,5,5,35,7.914,1.317,v7422,4118,222,1746,168,126,1363
1792,0,2,3,2,3,8,9,32,24,11,94,7.755,1.814,v7423,11623,570,6379,588,186,3144
1793,0,1,2,1,9,14,11,8,4,1,51,6.431,1.612,v7426,29585,3529,15991,2027,646,6113
1794,1,0,1,4,6,20,26,36,46,17,157,7.796,1.607,v7442,2334,82,488,79,61,1330
1795,14,9,15,21,26,16,8,2,2,2,115,4.322,2.045,v7445,16678,867,7580,967,387,5860
1796,0,0,0,4,2,10,11,12,5,5,49,7.224,1.620,v7484,1429,48,109,42,8,1047
1797,0,1,3,3,9,8,15,3,1,4,47,6.255,1.851,v7487,1237,52,234,53,19,715
1798,0,0,2,1,1,4,17,13,4,2,44,7.227,1.460,v7496,4223,282,835,290,92,2346
1799,1,2,12,22,38,86,150,116,63,9,499,6.954,1.526,v7499,2215,85,352,67,30,1452
1800,1,0,5,9,21,57,95,63,30,13,294,7.034,1.473,v7506,3846,228,623,241,116,2306
1801,1,1,1,4,4,23,38,52,15,3,142,7.232,1.413,v7507,1609,50,172,60,24,1095
1802,1,3,1,1,4,7,8,2,2,1,30,5.867,2.156,v7525,21856,1947,11780,1102,331,5733
1803,0,0,1,2,3,3,9,6,3,2,29,6.965,1.712,v7528,3158,249,428,188,88,1917
1804,2,1,3,4,7,22,29,16,8,7,99,6.758,1.843,v7529,0,0,0,0,0,0
1805,0,1,0,1,6,9,10,6,7,1,41,6.854,1.631,v7534,3879,167,1374,174,80,1588
1806,7,8,12,32,34,78,53,43,15,12,294,6.105,1.953,v7536,1354,72,498,62,76,461
1807,0,0,0,0,2,4,7,16,3,2,34,7.588,1.166,v7537,2407,121,959,95,108,786
1808,1,0,0,2,3,7,9,18,7,3,50,7.320,1.679,v7540,995,31,131,56,30,582
1809,1,1,3,5,8,5,4,3,0,1,31,5.290,1.904,v7549,9560,636,3494,676,216,3874
1810,1,0,1,2,1,4,7,8,8,5,37,7.460,2.048,v7553,2582,114,769,116,61,1195
1811,1,2,1,2,6,12,13,8,4,1,50,6.380,1.843,v7556,7666,465,2257,478,155,3791
1812,1,3,4,4,19,29,39,38,27,9,173,7.017,1.772,v7557,2809,71,368,53,23,1978
1813,0,0,0,1,2,8,9,7,1,3,31,7.097,1.422,v7559,6966,348,1969,368,142,3561
1814,0,0,1,2,2,6,10,6,0,1,28,6.607,1.448,v7560,862,34,319,29,22,332
1815,1,6,4,15,16,8,2,3,1,4,60,5.000,2.082,v7561,532,11,188,11,16,217
1816,7,13,3,3,2,5,1,0,0,1,35,3.171,2.145,v7562,397,12,43,22,19,216
1817,5,5,5,6,1,5,1,0,0,1,29,3.655,2.138,v7564,376,15,48,15,14,197
1818,0,2,0,2,2,5,10,20,9,3,53,7.415,1.709,v7568,1672,71,711,52,72,489
1819,0,0,0,2,1,7,13,5,1,1,30,6.833,1.240,v7573,3890,126,626,163,69,2475
1820,6,15,18,29,71,160,369,507,178,66,1419,7.345,1.508,v7576,3244,212,1334,139,82,1084
1821,0,0,0,1,4,8,7,2,1,4,27,6.889,1.663,v7579,6151,334,3086,376,119,1778
1822,0,0,0,0,2,7,13,6,4,0,32,7.094,1.071,v7583,418,11,155,18,12,149
1823,0,0,0,0,7,12,15,21,11,14,80,7.737,1.531,v7585,3470,81,2418,104,23,615
1824,2,1,3,9,22,48,74,60,26,7,252,6.941,1.528,v7594,2764,126,803,138,72,1282
1825,1,5,2,11,8,17,41,86,58,42,271,7.823,1.775,v7595,1176,13,638,15,26,280
1826,9,20,37,77,147,389,600,585,199,78,2141,7.000,1.554,v7602,1386,66,374,64,45,608
1827,0,0,3,7,3,3,7,3,4,0,30,5.967,1.940,v7612,335,15,23,15,12,182
1828,0,0,0,0,5,11,4,2,4,0,26,6.577,1.306,v7613,513,26,130,16,20,212
1829,0,0,1,0,5,10,9,2,1,3,31,6.645,1.556,v7616,14382,689,6153,707,311,5661
1830,1,2,6,5,4,6,3,0,1,2,30,4.967,2.213,v7617,345,10,133,6,6,119
1831,1,0,3,7,7,32,73,55,25,6,209,7.182,1.399,v7625,1322,70,400,66,68,481
1832,0,0,1,0,6,7,3,4,4,1,26,6.692,1.682,v7628,12421,662,4073,792,487,5637
1833,1,1,5,4,9,18,33,64,33,10,178,7.455,1.642,v7633,18691,2238,9160,1437,326,4848
1834,0,0,0,1,3,4,7,15,19,10,59,8.186,1.444,v7634,11879,775,6969,495,93,2961
1835,2,0,0,2,10,9,29,59,25,9,145,7.614,1.496,v7636,2776,114,1481,130,26,794
1836,0,0,0,1,0,5,8,19,8,5,46,7.913,1.248,v7639,4580,260,2584,309,72,1004
1837,1,1,4,6,9,15,22,24,5,4,91,6.648,1.812,v7648,1043,43,183,37,29,608
1838,0,1,0,1,1,16,33,47,29,14,142,7.852,1.300,v7650,4903,351,1017,371,217,2514
1839,1,1,1,8,5,26,12,6,7,3,70,6.343,1.796,v7655,0,0,0,0,0,0
1840,2,0,1,2,4,13,13,8,5,0,48,6.479,1.768,v7656,434,18,77,26,16,185
1841,0,1,1,0,5,7,8,7,2,2,33,6.727,1.728,v7657,0,0,0,0,0,0
1842,0,0,0,3,3,12,14,13,0,2,47,6.830,1.310,v7659,1181,54,154,54,25,741
1843,0,1,1,1,8,19,18,44,29,8,129,7.612,1.485,v7660,3470,224,557,257,64,2069
1844,0,0,0,0,0,2,9,18,6,5,40,8.075,1.034,v7661,2292,102,191,85,20,1560
1845,0,0,2,2,2,4,4,11,4,0,29,6.897,1.749,v7662,1183,35,113,46,17,805
1846,1,0,0,1,0,2,14,11,11,2,42,7.667,1.553,v7675,3778,140,1632,129,50,1435
1847,30,35,91,135,250,618,1479,3423,3069,1437,10567,8.101,1.445,v7679,995,50,196,54,115,380
1848,0,0,1,6,11,12,5,1,0,0,36,5.472,1.093,v7682,1905,105,598,85,122,727
1849,0,0,0,0,3,3,9,12,5,4,36,7.694,1.350,v7685,2678,149,870,174,104,1122
1850,0,0,3,3,5,9,11,16,9,5,61,7.147,1.809,v7688,597,24,51,29,7,383
1851,6,16,16,30,46,55,73,37,12,8,299,5.890,1.978,v7689,592,22,55,22,4,402
1852,9,6,2,2,1,2,2,3,2,5,34,4.647,3.420,v7691,1721,51,270,65,21,1092
1853,0,0,0,1,4,5,16,9,3,1,39,7.051,1.239,v7703,0,0,0,0,0,0
1854,1,0,2,6,11,9,6,3,2,0,40,5.600,1.640,v7706,591,16,35,24,5,415
1855,4,17,21,39,37,67,64,47,22,33,351,6.256,2.207,v7707,326,7,34,14,7,204
1856,0,0,0,3,4,12,21,16,14,8,78,7.500,1.517,v7708,2755,166,661,152,74,1413
1857,1,3,0,5,6,31,13,11,2,3,75,6.267,1.700,v7711,1338,49,106,46,15,952
1858,0,0,1,4,2,7,11,14,5,2,46,7.065,1.607,v7712,767,27,73,30,14,497
1859,0,0,2,8,1,13,18,19,11,3,75,7.040,1.677,v7716,2446,109,287,123,42,1632
1860,0,0,1,2,8,14,22,55,38,16,156,7.891,1.403,v7719,12750,757,5809,785,429,4322
1861,11,4,8,17,37,99,296,966,851,399,2688,8.311,1.275,v7721,1491,51,116,57,21,1054
1862,0,0,0,1,3,4,9,11,6,1,35,7.371,1.354,v7722,1046,25,91,50,9,735
1863,12,5,14,36,93,259,733,1496,1051,494,4193,8.043,1.321,v7723,0,0,0,0,0,0
1864,15,12,24,52,95,221,529,1018,868,537,3371,8.054,1.528,v7724,602,19,44,19,10,390
1865,1,1,1,3,6,8,21,11,2,2,56,6.589,1.709,v7726,409,19,29,14,7,251
1866,0,1,1,1,1,9,7,2,3,1,26,6.538,1.759,v7733,0,0,0,0,0,0
1867,0,0,2,3,3,8,12,16,13,1,58,7.241,1.622,v7735,0,0,0,0,0,0
1868,41,36,53,91,194,384,856,1699,1425,1178,5957,8.074,1.656,v7738,7854,355,2749,315,88,3833
1869,0,1,1,7,6,7,8,2,3,1,36,5.944,1.810,v7742,476,11,36,16,7,308
1870,0,0,0,1,4,9,4,5,4,1,28,6.857,1.505,v7744,1814,54,208,83,25,1214
1871,0,1,1,0,3,8,8,4,2,2,29,6.690,1.744,v7745,11198,946,2863,890,361,5582
1872,8,6,15,33,47,136,179,132,89,57,702,7.020,1.810,v7747,1104,36,83,37,13,795
1873,1,0,3,2,9,11,15,25,16,8,90,7.311,1.830,v7748,1925,68,248,78,29,1240
1874,13,16,17,44,64,141,191,174,108,77,845,6.993,1.956,v7751,4989,212,997,223,62,3082
1875,0,0,0,0,3,2,6,8,8,2,29,7.759,1.381,v7760,0,0,0,0,0,0
1876,1,2,2,6,11,24,58,86,35,16,241,7.481,1.516,v7766,0,0,0,0,0,0
1877,0,0,0,0,4,7,22,23,10,7,73,7.671,1.261,v7769,1938,70,655,75,28,868
1878,0,0,0,1,2,6,10,8,2,0,29,6.965,1.159,v7770,3071,120,493,141,81,1866
1879,61,15,23,40,51,119,165,440,660,2114,3688,8.960,1.771,v7771,5200,280,1115,275,127,2945
1880,1,0,2,0,8,11,28,26,20,10,106,7.519,1.621,v7772,566,23,50,21,10,377
1881,3,1,3,3,9,27,60,125,60,25,316,7.731,1.480,v7773,16845,986,6597,848,298,7312
1882,0,0,0,1,6,10,22,30,11,2,82,7.402,1.218,v7774,0,0,0,0,0,0
1883,0,1,2,3,5,12,11,21,10,2,67,7.045,1.705,v7777,746,31,40,30,5,530
1884,1,0,2,3,5,5,9,4,8,2,39,6.692,2.090,v7778,0,0,0,0,0,0
1885,2,2,4,4,5,9,8,4,4,0,42,5.643,2.147,v7783,988,23,88,38,9,660
1886,0,0,0,6,8,5,8,5,2,2,36,6.333,1.716,v7785,946,28,152,28,7,599
1887,0,0,0,4,6,16,24,52,13,4,119,7.420,1.280,v7786,4420,403,868,388,232,2244
1888,2,1,2,3,8,24,58,99,43,16,256,7.621,1.437,v7794,421,14,32,21,6,270
1889,6,4,6,9,14,22,20,7,1,4,93,5.538,2.123,v7795,0,0,0,0,0,0
1890,8,13,35,71,142,290,537,566,284,129,2075,7.232,1.616,v7803,3439,142,495,176,45,2298
1891,0,0,0,2,5,21,17,10,10,6,71,7.155,1.507,v7804,0,0,0,0,0,0
1892,2,0,1,6,14,26,37,34,21,7,148,7.061,1.653,v7805,859,50,192,36,14,417
1893,0,0,1,0,2,11,6,1,2,1,24,6.542,1.414,v7806,4533,323,952,240,78,2534
1894,18,23,31,64,121,257,638,1492,1619,833,5096,8.215,1.468,v7809,1477,59,209,60,24,938
1895,0,0,1,2,1,4,9,19,19,3,58,7.862,1.444,v7815,1303,39,219,54,14,827
1896,1,1,6,17,31,59,57,50,12,3,237,6.477,1.528,v7816,2336,84,480,89,17,1405
1897,4,2,4,6,7,19,11,5,5,15,78,6.474,2.525,v7818,3879,167,1374,174,80,1588
1898,8,16,19,63,73,136,128,146,72,38,699,6.612,1.950,v7833,4810,207,1671,225,133,2048
1899,18,13,32,58,113,228,349,382,219,180,1592,7.271,1.850,v7836,21994,2445,8704,2391,663,6533
1900,0,2,1,6,6,17,29,36,10,3,110,7.036,1.549,v7840,19805,1695,7782,1348,404,7647
1901,0,0,1,2,6,3,18,14,6,6,56,7.339,1.618,v7845,6407,376,2648,440,184,2284
1902,1,0,0,1,7,3,8,15,7,2,44,7.205,1.753,v7847,9321,681,3558,639,637,3276
1903,1,0,1,4,8,13,18,24,19,9,97,7.392,1.756,v7848,16678,867,7580,967,387,5860
1904,4,15,22,42,84,208,377,372,150,58,1332,7.118,1.567,v7849,7971,489,3458,465,297,2673
1905,9,8,16,31,71,204,519,1023,773,311,2965,7.980,1.376,v7853,9560,636,3494,676,216,3874
1906,0,1,0,1,4,2,17,7,4,3,39,7.154,1.610,v7861,13808,521,7998,482,122,3851
1907,0,0,4,5,5,5,7,0,0,1,27,5.407,1.661,v7865,2582,114,769,116,61,1195
1908,0,2,1,3,2,12,11,17,8,11,67,7.403,1.932,v7870,7666,465,2257,478,155,3791
1909,2,1,6,1,8,10,4,1,0,1,34,5.059,1.924,v7876,6966,348,1969,368,142,3561
1910,0,3,2,1,2,10,7,8,6,11,50,7.260,2.287,v7880,12150,631,5294,631,411,4388
1911,0,0,0,4,7,17,30,21,19,8,106,7.377,1.489,v7881,14382,689,6153,707,311,5661
1912,0,0,3,1,9,9,10,5,0,1,38,6.105,1.501,v7885,1322,70,400,66,68,481
1913,0,1,1,2,4,9,22,16,3,6,64,7.125,1.606,v7886,19805,1695,7782,1348,404,7647
1914,1,0,1,4,5,13,13,6,2,1,46,6.304,1.627,v7889,11623,570,6379,588,186,3144
1915,0,5,6,8,7,13,6,6,0,0,51,5.157,1.808,v7890,7301,278,2908,276,89,3294
1916,1,2,6,11,20,25,14,24,5,7,115,6.278,1.941,v7916,16678,867,7580,967,387,5860
1917,0,0,1,3,3,6,12,8,4,3,40,7.000,1.673,v7939,1354,72,498,62,76,461
1918,2,0,1,7,16,35,103,102,33,4,303,7.251,1.286,v7943,995,31,131,56,30,582
1919,1,0,2,4,7,8,11,15,5,5,58,6.862,1.943,v7950,13808,521,7998,482,122,3851
1920,0,0,1,1,6,4,5,12,5,1,35,7.057,1.638,v7951,6966,348,1969,368,142,3561
1921,2,0,0,2,0,5,2,5,8,2,26,7.154,2.397,v7958,12150,631,5294,631,411,4388
1922,2,0,3,8,7,20,38,34,22,4,138,7.058,1.697,v7967,14382,689,6153,707,311,5661
1923,0,0,0,2,2,9,9,7,5,4,38,7.263,1.584,v7971,4580,260,2584,309,72,1004
1924,0,0,1,4,6,12,9,12,1,3,48,6.646,1.614,v7979,4903,351,1017,371,217,2514
1925,1,0,0,1,3,13,7,8,9,8,50,7.440,1.878,v7980,0,0,0,0,0,0
1926,0,0,0,2,6,5,8,2,4,2,29,6.759,1.675,v7982,4391,235,1888,288,93,1532
1927,0,2,0,2,9,16,23,12,14,4,82,7.024,1.653,v7983,3470,224,557,257,64,2069
1928,1,2,3,4,7,3,17,6,5,2,50,6.300,2.100,v8012,9170,612,2261,690,246,4729
