idx,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,votes,avg,std
3968,5,6,11,22,32,53,53,19,16,10,227,6.0925,1.9589
3969,1,1,1,6,5,8,14,13,4,1,54,6.5000,1.8434
3970,2,0,0,4,2,11,22,48,19,11,119,7.6723,1.5777
3971,1,1,0,2,4,11,11,12,8,5,55,7.1273,1.8786
3972,1,0,1,6,5,12,15,10,8,2,60,6.7000,1.7916
3973,3,1,5,16,27,70,81,68,22,5,298,6.7047,1.5436
3974,1,0,0,0,4,12,16,12,6,4,55,7.1818,1.5619
3975,0,0,0,3,7,24,48,45,26,20,173,7.6358,1.3979
3976,3,3,1,4,13,53,105,98,57,21,358,7.4106,1.4899
3977,1,3,1,7,8,29,66,86,30,13,244,7.3852,1.4846
3978,3,1,1,3,7,31,48,70,29,11,204,7.3922,1.5477
3979,0,0,3,2,3,5,9,2,3,2,29,6.4828,1.9230
3980,0,2,3,1,3,6,9,4,1,2,31,6.1935,2.0544
3981,0,0,2,0,0,11,21,17,11,7,69,7.5942,1.4378
3982,0,0,1,4,4,3,6,15,7,1,41,7.1220,1.7278
3983,0,0,0,1,7,6,7,6,1,0,28,6.4643,1.2672
3984,0,0,1,0,4,12,7,3,0,0,27,6.2222,1.0657
3985,1,1,1,4,2,4,8,6,5,1,33,6.5152,2.1479
3986,0,1,2,0,2,23,39,42,23,16,148,7.6486,1.4326
3987,1,1,2,1,4,6,10,7,5,5,42,6.9048,2.1581
3988,0,0,2,4,9,10,16,8,14,14,77,7.3896,1.9484
3989,0,0,1,4,3,8,9,7,2,0,34,6.4412,1.4988
3990,2,7,4,15,28,42,21,9,6,2,136,5.6838,1.7477
3991,0,0,1,1,3,8,7,7,3,2,32,6.9375,1.5996
3992,0,1,2,0,4,10,15,14,9,3,58,7.1724,1.6519
3993,5,4,5,40,54,108,223,292,105,55,891,7.2929,1.5622
3994,1,0,1,1,3,9,22,20,10,11,78,7.5769,1.6604
3995,0,1,0,1,8,5,8,4,1,3,31,6.5484,1.7932
3996,1,0,1,7,9,23,39,52,9,4,145,7.0690,1.4319
3997,5,4,0,11,11,33,50,73,24,8,219,7.0320,1.7837
3998,1,1,1,4,5,7,7,1,0,0,27,5.4074,1.6389
3999,0,1,2,3,10,5,6,4,3,1,35,6.0286,1.8591
4000,9,2,9,13,34,79,128,235,243,235,987,8.1550,1.7008
4001,1,2,1,2,2,9,15,7,10,2,51,6.8824,1.9867
4002,1,2,2,6,6,18,26,22,19,8,110,7.1091,1.8652
4003,4,0,1,2,3,16,45,89,53,15,228,7.8070,1.4712
4004,3,2,1,2,11,13,7,13,7,5,64,6.5156,2.2360
4005,0,0,0,0,6,12,22,38,10,2,90,7.4444,1.1266
4006,5,3,4,16,36,115,149,146,68,36,578,7.1626,1.5832
4007,2,1,2,1,4,20,13,19,3,1,66,6.5758,1.7500
4008,0,5,1,6,11,19,58,38,41,34,213,7.6291,1.7890
4009,0,1,3,5,7,9,11,22,13,4,75,7.0667,1.8785
4010,3,9,10,29,21,19,14,11,1,0,117,4.9658,1.8207
4011,0,0,1,0,1,9,10,4,4,0,29,6.8966,1.2957
4012,1,1,0,1,5,14,6,6,5,3,42,6.6905,1.9085
4013,0,1,0,0,8,14,23,33,18,15,112,7.7054,1.5097
4014,6,3,6,15,19,59,85,94,34,29,350,7.0914,1.8088
4015,1,1,4,7,6,28,28,20,3,2,100,6.4400,1.6082
4016,43,24,44,67,46,61,81,50,22,27,465,5.4237,2.5083
4017,1,1,0,2,6,13,36,26,17,19,121,7.6198,1.6627
4018,0,1,5,2,7,25,11,13,6,4,74,6.5541,1.7793
4019,2,1,10,8,13,25,34,51,35,25,204,7.3137,1.9827
4020,0,1,1,0,4,20,19,12,7,5,69,7.0580,1.5312
4021,0,2,5,13,10,21,52,23,4,3,133,6.4737,1.5922
4022,7,4,10,27,96,294,380,161,43,18,1040,6.6462,1.3148
4023,3,2,3,15,36,118,276,216,55,23,747,7.1606,1.2815
4024,0,3,0,4,6,26,40,30,11,4,124,6.9919,1.4783
4025,1,0,4,3,12,34,56,32,20,6,168,7.0060,1.4940
4026,1,1,4,6,16,33,58,52,18,24,213,7.2347,1.6843
4027,1,0,1,3,9,20,75,111,59,28,307,7.8339,1.3021
4028,1,2,2,3,10,33,48,49,20,10,178,7.1854,1.5559
4029,0,0,2,6,15,32,42,57,7,4,165,6.9697,1.3458
4030,4,4,8,16,37,118,253,573,279,113,1405,7.8214,1.3446
4031,0,0,0,3,3,7,7,6,4,0,30,6.7333,1.4817
4032,2,1,3,13,13,21,14,5,3,2,77,5.7273,1.7848
4033,0,3,1,5,9,11,2,1,0,1,33,5.2121,1.6285
4034,3,1,0,2,4,15,18,40,19,23,125,7.7600,1.8608
4035,9,14,32,56,112,293,729,1388,1010,581,4224,7.9976,1.4502
4036,0,0,0,3,5,17,32,39,12,1,109,7.2752,1.1799
4037,2,1,1,2,3,19,27,25,13,8,101,7.2277,1.7399
4038,2,1,0,3,5,20,18,14,13,7,83,7.0602,1.8779
4039,2,1,2,4,4,10,10,6,2,6,47,6.4255,2.2761
4040,0,1,0,1,2,10,22,12,4,1,53,7.0189,1.2957
4041,3,0,0,2,1,12,5,21,29,9,82,7.8293,1.9242
4042,2,0,5,5,7,21,19,8,2,1,70,6.0429,1.7191
4043,0,0,2,4,2,11,23,40,15,5,102,7.4902,1.4263
4044,1,0,0,6,4,12,13,24,12,6,78,7.2821,1.7460
4045,2,1,3,16,29,32,36,13,8,3,143,6.0979,1.6570
4046,7,9,6,2,5,6,1,0,1,1,38,3.6316,2.2875
4047,4,3,13,13,20,36,42,23,11,7,172,6.1860,1.9825
4048,2,0,1,2,1,11,8,11,7,0,43,6.7674,1.9149
4049,2,0,1,3,9,37,115,181,84,36,468,7.8056,1.2449
4050,1,1,0,1,9,9,16,6,4,7,54,6.8889,1.9213
4051,0,0,1,2,4,6,8,3,2,4,30,6.8333,1.8454
4052,0,2,0,2,2,6,5,2,1,0,20,5.9000,1.7861
4053,0,3,1,3,3,18,27,57,24,6,142,7.5000,1.5000
4054,0,1,2,1,2,4,5,8,5,7,35,7.4286,2.1552
4055,1,0,0,0,2,8,9,8,4,1,33,7.0303,1.6046
4056,1,1,1,4,6,9,9,5,3,2,41,6.2439,1.9603
4057,1,0,1,3,4,6,28,20,21,12,96,7.6771,1.6739
4058,0,2,2,0,3,3,3,10,4,1,28,6.7857,2.1606
4059,0,2,2,0,10,13,17,25,12,10,91,7.3077,1.7833
4060,0,0,0,4,4,4,4,1,3,4,24,6.7917,2.0812
4061,1,1,1,1,2,8,7,2,2,1,26,6.1923,2.0004
4062,1,3,2,4,4,10,20,11,6,6,67,6.7313,2.0775
4063,1,0,0,0,0,4,7,15,12,9,48,8.1667,1.5723
4064,2,0,1,0,4,4,8,2,3,8,32,7.1250,2.4590
4065,0,1,2,3,2,7,6,4,2,0,27,6.0741,1.8038
4066,0,3,2,3,4,6,5,4,4,3,34,6.2647,2.3302
4067,0,0,0,4,0,3,14,47,26,10,104,8.0962,1.2210
4068,0,0,3,2,3,18,21,10,7,6,70,7.0000,1.6388
4069,1,1,6,11,24,41,53,19,4,4,164,6.2805,1.5204
4070,5,3,17,7,9,12,2,1,0,1,57,4.1930,1.8679
4071,3,0,1,3,13,9,13,6,1,4,53,6.1321,2.0285
4072,13,20,47,123,250,440,391,185,27,24,1520,6.1026,1.5287
4073,9,14,31,91,155,311,356,158,47,18,1190,6.2975,1.5450
4074,3,1,1,4,3,11,3,3,0,3,32,5.6250,2.3552
4075,1,1,1,1,9,38,67,52,20,17,207,7.3333,1.4278
4076,0,0,1,2,5,7,13,16,8,3,55,7.2545,1.5518
4077,1,0,2,7,11,13,26,8,4,7,79,6.5823,1.8184
4078,0,0,1,1,2,3,7,37,23,14,88,8.2614,1.3099
4079,0,0,0,0,2,0,7,19,19,5,52,8.3077,1.0659
4080,3,0,10,16,30,47,79,104,57,19,365,7.1699,1.7133
4081,2,4,4,9,9,9,5,0,2,0,44,4.7727,1.8570
4082,0,0,1,6,8,12,14,11,11,10,73,7.1781,1.8752
4083,2,6,15,27,42,54,27,9,4,5,191,5.4869,1.7119
4084,16,1,6,5,24,30,67,155,211,299,814,8.5430,1.7941
4085,0,1,7,17,33,60,58,43,17,8,244,6.5533,1.5893
4086,4,11,8,18,28,25,8,5,6,5,118,5.1864,2.1231
4087,1,3,5,9,13,30,31,45,28,21,186,7.2151,1.9280
4088,1,0,2,3,6,18,11,16,6,3,66,6.7576,1.7413
4089,0,2,0,3,3,9,15,4,0,2,38,6.3684,1.6610
4090,0,2,7,6,5,7,10,2,0,0,39,5.1795,1.7227
4091,3,2,5,15,12,9,9,3,0,1,59,4.9661,1.8316
4092,3,3,3,14,47,142,255,218,49,17,751,7.0586,1.2909
4093,10,11,18,60,142,452,959,1525,754,335,4266,7.6880,1.3711
4094,0,0,2,9,5,8,4,2,0,2,32,5.5938,1.7475
4095,1,6,9,4,4,14,2,3,0,0,43,4.6047,1.8819
4096,3,1,0,3,6,8,12,21,9,7,70,7.1143,2.1081
4097,1,1,1,3,12,25,13,12,8,2,78,6.5000,1.6775
4098,0,0,0,2,4,11,3,2,10,0,32,6.9062,1.6462
4099,1,1,2,5,11,10,23,21,12,10,96,7.0938,1.9098
4100,0,1,0,2,1,10,16,8,8,1,47,7.0851,1.4994
4101,0,0,0,3,4,9,16,21,13,4,70,7.4714,1.4414
4102,1,0,1,0,4,9,10,5,0,0,30,6.2667,1.4817
4103,1,0,2,4,8,10,18,9,6,1,59,6.5254,1.7208
4104,1,4,4,4,6,3,4,2,0,0,28,4.6071,1.9335
4105,8,17,26,51,74,151,209,152,51,35,774,6.5736,1.8205
4106,0,1,0,6,15,29,20,14,0,1,86,6.2442,1.2844
4107,0,2,4,3,7,9,8,4,1,3,41,5.9512,2.0237
4108,5,6,9,33,47,101,169,107,37,18,532,6.7086,1.6406
4109,1,1,2,0,4,3,8,15,6,10,50,7.5400,2.1280
4110,1,1,0,5,6,22,35,47,30,8,155,7.4581,1.5208
4111,0,3,1,1,1,10,5,5,4,2,32,6.5312,2.1358
4112,2,0,0,3,6,27,43,41,3,8,133,7.0827,1.4356
4113,1,0,0,2,2,3,8,8,5,11,40,7.8000,2.0396
4114,2,0,4,6,9,7,12,15,4,3,62,6.3710,2.0731
4115,0,0,0,3,2,8,17,9,1,2,42,6.9048,1.3239
4116,0,0,2,1,4,8,12,10,4,2,43,6.9302,1.5906
4117,4,8,16,25,19,29,10,4,1,0,116,4.7241,1.7049
4118,2,18,21,48,64,88,47,20,11,9,328,5.5457,1.8190
4119,4,1,5,4,28,60,142,192,79,58,573,7.6056,1.4928
4120,1,0,4,0,1,4,8,3,1,2,24,6.2917,2.2450
4121,0,2,1,3,9,15,18,6,10,6,70,6.8286,1.8591
4122,3,2,4,4,9,9,11,4,3,7,56,6.0714,2.4411
4123,3,8,9,16,52,85,135,137,73,41,559,7.1342,1.7320
4124,0,4,0,4,4,6,9,13,6,7,53,7.0000,2.2063
4125,0,3,1,1,5,15,12,8,1,0,46,6.1957,1.5965
4126,1,0,1,2,5,19,28,17,14,0,87,7.0000,1.4464
4127,1,4,2,7,9,12,20,5,4,2,66,6.0000,1.9540
4128,1,0,0,2,3,4,9,16,18,15,68,8.1029,1.7585
4129,1,3,4,5,8,3,2,1,0,0,27,4.4074,1.6613
4130,1,0,2,0,5,7,17,22,10,12,76,7.6184,1.7619
4131,0,1,0,4,3,12,4,2,3,0,29,6.0690,1.5959
4132,0,0,0,1,2,11,8,8,3,1,34,6.9706,1.2945
4133,0,0,0,0,5,7,8,35,22,11,88,8.0795,1.2900
4134,0,1,6,5,16,15,20,10,3,1,77,6.0649,1.6462
4135,0,1,1,1,11,15,10,11,5,2,57,6.6140,1.6196
4136,0,0,0,0,8,5,7,5,0,0,25,6.3600,1.1271
4137,5,3,6,10,18,51,77,90,43,24,327,7.1896,1.7750
4138,3,0,7,11,23,62,112,86,43,23,370,7.1459,1.5855
4139,0,2,1,2,5,13,19,5,7,7,61,6.9508,1.8680
4140,2,10,8,28,43,78,93,45,20,8,335,6.3045,1.7164
4141,1,1,1,4,8,12,7,5,1,5,45,6.2667,2.0374
4142,1,1,1,14,16,27,14,11,3,2,90,5.9667,1.6292
4143,0,1,0,1,1,8,5,3,2,1,22,6.6364,1.6934
4144,0,1,2,3,4,11,13,10,2,2,48,6.5625,1.6944
4145,0,2,1,3,6,8,12,2,1,2,37,6.1081,1.7977
4146,1,1,1,1,5,6,9,12,2,2,40,6.7000,1.9131
4147,0,2,0,3,6,15,18,9,3,0,56,6.4464,1.4629
4148,1,1,2,3,4,11,6,16,5,4,53,6.8302,2.0256
4149,0,6,2,5,12,27,15,6,1,0,74,5.7027,1.5916
4150,1,0,0,2,4,13,9,9,7,2,47,6.9149,1.7114
4151,5,4,9,16,23,66,98,153,167,208,749,8.1549,1.7975
4152,0,0,1,1,5,2,14,10,3,1,37,7.0000,1.4519
4153,0,0,0,5,3,6,2,9,0,0,25,6.2800,1.5367
4154,4,3,1,2,4,8,5,1,0,2,30,5.0667,2.4757
4155,0,0,1,0,5,8,16,5,4,4,43,7.0698,1.5310
4156,2,2,6,13,22,35,34,12,3,4,133,5.9925,1.6970
4157,3,1,10,14,16,14,3,1,0,0,62,4.5806,1.4761
4158,0,0,1,4,2,10,5,6,3,0,31,6.4194,1.5816
4159,1,5,11,22,28,26,13,6,5,1,118,5.2712,1.7353
4160,1,0,1,3,2,13,16,27,6,5,74,7.2432,1.6092
4161,2,2,2,7,3,6,9,1,0,3,35,5.4857,2.2850
4162,0,0,1,5,1,10,10,28,11,5,71,7.4789,1.5732
4163,1,0,0,2,3,15,32,74,34,10,171,7.8129,1.2519
4164,0,0,1,0,5,7,8,8,2,0,31,6.7097,1.3487
4165,1,4,2,10,10,30,15,8,1,3,84,5.8690,1.7578
4166,3,3,7,13,32,68,76,24,16,9,251,6.4064,1.6563
4167,2,1,6,4,9,14,12,12,6,0,66,6.0758,1.9795
4168,0,0,1,1,7,6,8,8,2,3,36,6.8333,1.6750
4169,0,1,2,2,5,18,14,4,6,4,56,6.6607,1.7452
4170,1,1,2,0,6,7,12,4,3,1,37,6.3243,1.8896
4171,9,3,8,8,22,35,41,30,22,18,196,6.6122,2.2275
4172,1,1,1,1,3,8,21,16,7,10,69,7.4058,1.8203
4173,7,5,14,24,38,112,154,110,56,20,540,6.8130,1.7084
4174,0,0,1,1,2,9,7,9,1,1,31,6.8065,1.4237
4175,0,0,0,3,4,3,8,3,3,2,26,6.8077,1.7325
4176,0,0,3,2,5,14,14,7,2,1,48,6.4167,1.4977
4177,2,2,2,6,8,37,53,71,55,61,297,7.8855,1.7253
4178,0,0,2,2,4,15,9,10,1,3,46,6.6522,1.5910
4179,0,0,0,4,2,25,69,109,33,30,272,7.8235,1.2059
4180,0,0,0,0,2,12,8,3,4,1,30,6.9333,1.2632
4181,6,2,5,2,11,9,10,3,2,6,56,5.6071,2.5821
4182,1,2,0,2,7,8,10,7,4,2,43,6.4651,1.9807
4183,0,1,1,4,3,9,14,13,9,4,58,7.1207,1.7722
4184,2,1,3,10,7,21,19,14,5,5,87,6.3678,1.9424
4185,0,4,8,14,18,8,3,3,0,1,59,4.7627,1.5981
4186,1,0,0,4,4,7,16,12,1,2,47,6.7234,1.6335
4187,0,1,2,3,8,16,22,59,27,10,148,7.6014,1.5056
4188,4,3,4,4,5,11,33,41,37,28,170,7.6529,2.0559
4189,2,4,3,3,8,11,18,26,21,13,109,7.2477,2.1637
4190,0,0,1,2,5,18,10,8,3,3,50,6.7000,1.5133
4191,1,2,4,2,22,14,8,5,0,1,59,5.5085,1.6090
4192,14,21,31,84,191,492,728,756,324,208,2849,7.2067,1.6050
4193,1,3,0,5,3,7,9,10,6,2,46,6.5435,2.1740
4194,0,0,0,3,10,13,14,17,7,2,66,6.9242,1.4700
4195,7,7,4,7,4,7,2,1,0,0,39,3.7179,2.0121
4196,1,0,2,2,5,24,41,43,17,13,148,7.4189,1.4978
4197,1,0,1,3,3,16,13,9,2,1,49,6.4898,1.5665
4198,0,5,7,13,35,68,121,146,61,43,499,7.3347,1.6035
4199,1,4,1,3,4,19,30,17,5,11,95,6.9368,1.9184
4200,0,1,0,3,11,7,10,3,3,2,40,6.3000,1.7059
4201,1,1,3,4,4,6,7,2,3,0,31,5.6774,2.0222
4202,1,3,3,7,11,34,61,50,28,10,208,7.1250,1.6243
4203,2,3,5,10,9,22,9,0,4,1,65,5.3692,1.8693
4204,4,16,16,20,54,60,49,26,4,4,253,5.6166,1.8327
4205,0,2,1,3,3,9,16,26,13,15,88,7.6705,1.8073
4206,1,1,0,5,7,6,6,2,0,0,28,5.4286,1.6131
4207,8,16,31,61,183,387,629,587,180,82,2164,7.0023,1.5043
4208,0,1,0,2,3,8,16,6,1,1,38,6.6316,1.4220
4209,0,0,2,1,8,8,15,19,6,3,62,7.0806,1.5585
4210,2,1,2,6,3,14,10,5,2,1,46,5.8913,1.9474
4211,1,1,2,5,6,10,9,5,4,2,45,6.1778,2.0032
4212,1,1,1,3,4,12,21,19,6,5,73,7.0274,1.7358
4213,2,0,3,5,4,8,9,1,0,1,33,5.4545,1.9084
4214,1,0,2,3,9,11,22,25,13,12,98,7.3571,1.7914
4215,1,3,1,1,8,8,13,4,2,0,41,5.9268,1.8530
4216,2,2,2,5,7,14,46,38,35,26,177,7.6384,1.8115
4217,1,1,1,3,8,16,32,24,14,9,109,7.2110,1.6814
4218,0,0,0,1,4,3,7,2,3,1,21,6.8571,1.5518
4219,2,1,11,19,39,70,65,34,6,3,250,6.1560,1.5191
4220,1,0,0,0,2,8,16,33,15,9,84,7.8571,1.3985
4221,7,3,3,5,13,17,33,32,20,13,146,6.8904,2.2149
4222,0,0,1,1,1,2,3,11,5,4,28,7.7857,1.6978
4223,2,5,1,5,11,19,12,6,6,3,70,6.0000,2.0976
4224,0,0,0,1,2,8,13,30,21,19,94,8.2128,1.3517
4225,2,0,0,0,4,11,17,13,7,4,58,7.1379,1.7365
4226,2,4,8,12,17,42,29,11,1,1,127,5.7402,1.6372
4227,2,1,0,3,5,11,11,8,3,1,45,6.3333,1.9090
4228,5,2,6,7,15,57,100,161,92,53,498,7.6667,1.6099
4229,9,9,14,23,51,110,147,91,43,22,519,6.6281,1.8009
4230,1,0,0,0,3,7,15,10,3,7,46,7.3913,1.7001
4231,0,1,1,2,10,19,19,10,10,5,77,6.8831,1.6591
4232,1,1,2,1,5,6,20,7,2,2,47,6.5532,1.7961
4233,0,1,1,2,1,4,3,8,6,4,30,7.3667,2.0894
4234,0,0,1,5,6,14,16,4,2,3,51,6.4510,1.5506
4235,5,2,3,6,12,38,59,148,101,120,494,8.1700,1.6676
4236,0,1,1,2,3,6,6,2,4,1,26,6.4615,1.9262
4237,0,0,0,3,10,7,14,8,5,4,51,6.8824,1.6407
4238,0,1,3,8,7,10,6,5,3,1,44,5.8409,1.8457
4239,0,0,1,18,12,28,12,4,2,1,78,5.7308,1.3837
4240,3,11,6,20,14,20,11,4,2,1,92,4.8913,1.9419
4241,2,0,1,3,3,14,22,11,5,2,63,6.7143,1.7130
4242,2,1,2,2,11,17,29,18,5,11,98,6.9082,1.8740
4243,0,0,1,1,5,11,17,9,5,3,52,7.0000,1.4676
4244,11,5,17,18,33,48,53,23,15,15,238,6.0378,2.1815
4245,1,0,0,3,5,10,20,5,4,2,50,6.6800,1.5930
4246,0,0,0,1,2,9,13,12,2,2,41,7.1463,1.2408
4247,1,0,0,5,4,11,28,26,13,9,97,7.4021,1.6096
4248,1,3,0,0,5,9,24,13,6,3,64,6.9062,1.7829
4249,1,5,5,14,12,39,89,145,60,43,413,7.5763,1.6237
4250,0,1,1,1,1,11,21,30,6,2,74,7.3108,1.3247
4251,3,5,1,2,7,10,6,4,0,1,39,5.2051,2.2209
4252,1,0,1,7,5,21,24,28,15,5,107,7.1028,1.6402
4253,0,0,0,2,0,6,16,11,6,2,43,7.3953,1.2784
4254,2,1,0,2,4,9,26,16,13,10,83,7.3855,1.8552
4255,1,0,0,3,4,23,34,33,6,1,105,7.0190,1.2648
4256,1,0,0,1,5,7,14,15,5,1,49,7.0408,1.5381
4257,1,0,2,3,6,9,11,7,4,2,45,6.4889,1.8693
4258,4,1,6,11,13,17,21,11,13,6,103,6.2816,2.1963
4259,0,0,0,3,4,14,25,30,6,1,83,7.1687,1.1905
4260,3,0,1,3,15,34,47,27,8,12,150,6.8933,1.6539
4261,0,0,0,3,6,24,37,28,13,9,120,7.3000,1.3699
4262,0,0,0,2,3,5,6,3,2,2,23,6.8261,1.6590
4263,4,3,9,21,33,62,65,35,4,6,242,6.1529,1.6730
4264,1,1,1,3,5,17,19,15,11,7,80,7.0875,1.8110
4265,0,0,2,2,1,8,13,9,7,5,47,7.2979,1.7248
4266,1,4,3,2,7,9,12,3,1,0,42,5.5238,1.9178
4267,0,1,3,4,10,23,31,31,10,6,119,6.9748,1.5796
4268,0,1,0,1,4,11,10,11,3,5,46,7.1087,1.6711
4269,0,6,0,0,6,8,12,6,0,0,38,5.8421,1.8991
4270,2,3,4,9,33,77,101,61,52,36,378,7.1587,1.6938
4271,9,13,32,40,54,91,124,122,52,27,564,6.5408,2.0115
4272,0,1,1,2,10,6,8,4,4,3,39,6.4872,1.9064
4273,0,0,0,1,7,12,10,4,3,3,40,6.7500,1.4958
4274,1,0,1,0,5,8,9,5,2,1,32,6.5000,1.7139
4275,3,2,1,4,11,12,11,8,7,4,63,6.3016,2.2085
4276,2,1,6,5,12,38,86,144,68,55,417,7.7842,1.5319
4277,1,0,2,2,6,7,7,5,2,3,35,6.4000,2.0312
4278,0,1,4,8,15,49,75,130,65,45,392,7.6913,1.4963
4279,0,1,0,0,2,7,6,10,3,0,29,7.0000,1.4622
4280,2,0,2,6,9,29,18,26,15,12,119,7.0588,1.8710
4281,1,0,3,2,1,15,26,18,31,10,107,7.6449,1.6980
4282,1,0,1,0,3,10,10,4,4,0,33,6.5758,1.6336
4283,0,0,0,2,5,9,10,5,4,1,36,6.7500,1.4410
4284,0,0,3,11,12,15,31,14,3,0,89,6.2809,1.4610
4285,5,9,9,12,8,14,9,0,1,1,68,4.4706,2.0326
4286,1,1,2,6,2,15,8,12,5,2,54,6.4815,1.9507
4287,0,0,1,0,1,6,10,7,2,7,34,7.5882,1.6471
4288,0,3,1,3,4,8,26,47,22,10,124,7.6210,1.6044
4289,1,0,4,2,7,17,25,31,11,4,102,7.0588,1.6379
4290,0,1,0,8,5,21,35,31,19,4,124,7.1694,1.4958
4291,1,1,0,1,3,7,6,5,2,2,28,6.5714,2.0253
4292,3,1,1,4,6,15,15,11,3,3,62,6.3548,2.0008
4293,0,0,2,1,7,5,6,11,2,4,38,6.9211,1.8408
4294,0,1,0,3,5,7,20,14,4,3,57,7.0000,1.5447
4295,0,2,3,1,4,6,6,3,3,1,29,6.0690,2.0998
4296,0,1,0,0,1,8,3,12,3,1,29,7.2069,1.5398
4297,2,0,0,5,5,13,18,16,7,2,68,6.7941,1.7536
4298,1,1,1,3,6,16,33,25,10,3,99,7.0202,1.5438
4299,0,0,1,4,4,8,13,13,6,7,56,7.2500,1.7551
4300,0,1,1,1,4,8,7,2,2,0,26,6.1538,1.5858
4301,1,1,0,1,5,8,15,12,2,2,47,6.7872,1.6877
4302,0,3,0,3,2,6,15,16,2,5,52,7.0192,1.8861
4303,2,0,1,2,3,10,18,9,3,5,53,6.8491,1.9072
4304,1,0,0,0,0,7,21,23,4,3,59,7.4576,1.2799
4305,0,0,0,1,5,9,31,41,24,17,128,7.9219,1.3087
4306,1,0,3,4,7,14,34,27,8,7,105,7.0571,1.6436
4307,0,0,1,0,9,14,31,48,26,3,132,7.5530,1.2451
4308,0,0,0,2,7,11,8,8,6,4,46,7.0217,1.6483
4309,0,1,0,2,3,11,8,15,7,0,47,7.0213,1.5227
4310,0,1,1,5,4,7,13,3,3,3,40,6.4750,1.8707
4311,3,2,5,18,19,43,36,16,8,8,158,6.1962,1.8434
4312,2,9,19,33,69,116,58,41,16,8,371,5.9515,1.6896
4313,1,0,2,5,4,7,10,3,0,0,32,5.7188,1.6438
4314,4,12,21,33,35,61,38,29,18,9,260,5.8231,2.0568
4315,0,1,1,3,1,10,7,4,2,0,29,6.2414,1.6328
4316,3,2,6,21,61,132,240,208,59,35,767,7.0808,1.4321
4317,1,0,1,1,5,0,9,14,8,2,41,7.3171,1.8537
4318,2,0,3,4,3,16,15,15,6,9,73,6.9452,2.0399
4319,6,9,12,39,44,76,64,26,16,10,302,5.9338,1.8846
4320,0,0,1,3,6,12,13,6,2,1,44,6.4545,1.4215
4321,0,0,1,3,4,10,22,22,11,3,76,7.2895,1.4310
4322,1,0,0,3,4,6,21,45,32,28,140,8.1714,1.5069
4323,0,0,1,9,5,11,8,6,3,1,44,6.1591,1.6780
4324,0,1,0,6,0,5,5,12,3,1,33,6.7879,1.8710
4325,0,0,2,3,2,5,19,26,18,17,92,7.9457,1.6176
4326,5,4,2,10,5,20,26,22,14,13,121,6.7603,2.2819
4327,4,6,4,8,12,12,5,4,2,0,57,4.8596,2.0557
4328,11,17,31,95,214,677,1314,1099,301,135,3894,7.1133,1.3572
4329,3,3,2,11,14,38,71,72,52,49,315,7.5810,1.8018
4330,3,2,2,3,14,23,19,46,21,9,142,7.1338,1.8848
4331,0,1,0,1,5,7,7,1,2,1,25,6.3200,1.6424
4332,2,8,6,11,1,6,6,1,3,1,45,4.6222,2.3313
4333,1,1,4,4,7,9,4,0,0,0,30,4.9333,1.5261
4334,3,1,3,4,12,33,78,203,122,70,529,8.0454,1.4027
4335,1,0,0,2,5,16,12,2,1,2,41,6.3171,1.5212
4336,8,8,12,22,22,77,178,256,121,69,773,7.4942,1.6929
4337,1,0,0,2,7,9,12,8,2,2,43,6.6047,1.6585
4338,0,0,0,2,3,10,11,14,2,0,42,6.9048,1.2112
4339,0,0,3,0,0,8,5,19,3,4,42,7.4048,1.6628
4340,0,8,6,13,25,48,88,91,34,14,327,7.0000,1.6719
4341,0,0,0,3,5,6,6,8,1,1,30,6.6000,1.5188
4342,1,2,1,0,3,8,11,6,9,3,44,6.9773,2.0834
4343,0,0,3,3,3,11,26,17,8,17,88,7.5227,1.7708
4344,0,0,1,2,2,6,16,15,4,1,47,7.1277,1.3624
4345,0,1,2,2,1,11,12,8,8,13,58,7.5345,1.9932
4346,0,1,2,3,6,12,14,3,3,0,44,6.1591,1.5366
4347,1,5,0,8,10,33,29,20,4,4,114,6.4035,1.7205
4348,0,1,2,2,3,5,13,13,6,3,48,7.0833,1.8008
4349,1,0,0,2,1,5,1,5,4,3,22,7.1364,2.2421
4350,0,1,0,2,7,7,4,5,4,3,33,6.6970,1.9304
4351,3,12,15,21,34,44,34,6,3,4,176,5.3580,1.8409
4352,0,3,9,6,9,23,37,18,8,0,113,6.3274,1.7112
4353,0,0,0,1,4,18,21,30,13,9,96,7.5625,1.3526
4354,1,2,1,5,5,18,23,23,20,15,113,7.3982,1.8934
4355,3,1,2,13,23,78,169,277,132,64,762,7.7073,1.3803
4356,6,21,28,40,41,46,32,9,2,6,231,4.9654,1.9448
4357,1,0,0,5,3,14,16,9,11,9,68,7.2500,1.8659
4358,0,0,1,0,4,8,20,24,17,3,77,7.6104,1.3009
4359,0,0,1,2,2,7,10,8,3,3,36,7.0556,1.6320
4360,2,1,0,1,7,20,10,10,1,2,54,6.3333,1.7321
4361,1,0,0,3,2,10,14,4,3,2,39,6.6667,1.6845
4362,0,3,2,9,9,27,28,11,5,8,102,6.5098,1.7973
4363,0,1,3,6,3,8,9,7,6,2,45,6.4667,2.0177
4364,1,1,3,10,42,65,86,41,10,1,260,6.4692,1.3138
4365,2,2,3,8,11,26,25,20,8,4,109,6.4679,1.8403
