idx,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,votes,avg,std
1726,0,0,0,1,7,10,8,4,10,2,42,7.0714,1.6094
1727,2,2,1,5,7,3,5,14,3,4,46,6.4348,2.3834
1728,0,0,4,4,3,9,27,25,5,16,93,7.4301,1.7744
1729,1,0,3,6,7,8,7,1,3,5,41,6.1220,2.2108
1730,0,2,3,4,5,9,10,11,2,1,47,6.2553,1.8733
1731,48,60,121,237,441,1215,2851,4486,2423,831,12713,7.6250,1.4565
1732,0,0,0,0,5,2,8,15,5,1,36,7.4444,1.2790
1733,0,0,0,6,2,5,11,5,1,2,32,6.5625,1.6571
1734,0,0,1,4,8,18,16,7,5,3,62,6.6129,1.5383
1735,0,0,0,4,3,5,13,24,17,5,71,7.7042,1.4765
1736,0,1,1,2,5,6,7,6,3,1,32,6.5000,1.8028
1737,0,2,0,3,4,7,21,10,4,3,54,6.8704,1.6783
1738,0,0,1,1,4,8,4,11,0,0,29,6.5862,1.3776
1739,0,2,2,3,6,12,5,4,3,4,41,6.2927,2.0747
1740,0,0,1,11,5,16,29,32,17,8,119,7.2269,1.6318
1741,4,3,3,11,10,33,70,173,112,71,490,7.9653,1.5923
1742,4,3,0,2,7,2,5,4,3,1,31,5.4516,2.6499
1743,0,1,9,11,21,33,29,12,6,6,128,6.1641,1.7356
1744,0,1,1,3,5,12,24,35,15,4,100,7.3700,1.4741
1745,0,0,2,1,3,6,14,9,4,1,40,6.9250,1.5229
1746,1,0,0,2,1,4,11,46,10,1,76,7.6711,1.2710
1747,0,0,2,0,6,16,18,29,8,2,81,7.1852,1.3527
1748,0,3,1,3,2,8,21,18,12,4,72,7.1944,1.8000
1749,0,1,0,3,1,9,6,16,13,2,51,7.4510,1.6605
1750,1,1,0,1,7,16,19,7,7,4,63,6.8254,1.7047
1751,0,1,0,1,3,4,7,9,1,0,26,6.7308,1.5332
1752,0,0,1,1,6,8,0,1,0,1,18,5.7222,1.4455
1753,0,1,1,5,5,14,8,3,5,3,45,6.4222,1.8558
1754,0,0,2,1,4,6,17,12,3,11,56,7.4643,1.7623
1755,3,8,16,25,14,15,9,7,1,2,100,4.7500,1.9564
1756,8,18,36,28,30,21,6,4,2,5,158,4.3165,1.9908
1757,0,0,0,1,4,6,17,8,5,1,42,7.0952,1.2688
1758,0,0,1,3,2,7,8,2,0,0,23,6.0435,1.3014
1759,2,1,7,20,23,26,22,7,1,2,111,5.5405,1.6428
1760,0,0,1,2,3,6,15,7,2,2,38,6.8684,1.4898
1761,4,6,11,33,37,89,189,303,124,60,856,7.4334,1.5967
1762,0,0,0,4,3,7,13,17,6,2,52,7.1923,1.4681
1763,0,0,1,2,3,2,13,10,2,1,34,6.9706,1.4849
1764,0,1,4,3,10,14,27,22,9,4,94,6.8723,1.6710
1765,0,0,0,0,7,12,19,20,9,4,71,7.3380,1.3209
1766,2,2,7,7,22,47,64,76,23,12,262,6.9847,1.6438
1767,0,0,1,2,8,4,16,7,3,3,44,6.8182,1.6135
1768,0,0,0,2,3,8,20,20,7,3,63,7.3651,1.2886
1769,1,0,1,8,14,44,80,67,33,11,259,7.2317,1.4006
1770,0,2,0,4,4,16,34,21,12,1,94,7.0213,1.4438
1771,0,0,1,0,3,14,13,12,5,5,53,7.2453,1.4782
1772,1,0,2,2,9,25,18,16,5,3,81,6.6543,1.5726
1773,0,0,2,4,19,12,10,2,0,1,50,5.7000,1.2845
1774,0,2,5,2,8,34,48,59,28,36,222,7.6171,1.6772
1775,3,2,7,17,33,82,162,415,360,173,1254,8.1156,1.4086
1776,2,2,4,2,12,21,42,46,27,5,163,7.1595,1.6942
1777,2,1,3,6,4,17,5,3,3,2,46,5.7609,2.0556
1778,12,32,55,96,173,365,411,193,66,19,1422,6.2482,1.6470
1779,0,0,1,0,3,7,6,13,9,5,44,7.6591,1.5803
1780,0,0,1,2,3,5,6,4,5,0,26,6.7308,1.6769
1781,0,1,0,1,3,4,10,13,4,3,39,7.3077,1.6197
1782,0,0,0,1,2,7,7,5,2,6,30,7.4333,1.6869
1783,3,15,13,21,23,19,9,4,1,2,110,4.6273,1.9015
1784,30,41,39,40,30,24,2,1,1,5,213,3.5869,1.9400
1785,2,3,6,8,4,14,9,2,1,0,49,5.1020,1.8871
1786,0,1,1,3,12,15,36,25,9,3,105,6.9524,1.4434
1787,6,4,10,13,18,60,102,111,49,28,401,7.1546,1.7827
1788,0,0,0,1,3,6,4,5,6,3,28,7.3929,1.6763
1789,1,1,2,2,4,8,5,4,3,0,30,5.9667,1.9914
1790,1,0,1,0,7,3,7,6,5,2,32,6.8438,1.9860
1791,0,0,0,0,2,3,6,14,5,5,35,7.9143,1.3174
1792,0,2,3,2,3,8,9,32,24,11,94,7.7553,1.8142
1793,0,1,2,1,9,14,11,8,4,1,51,6.4314,1.6119
1794,1,0,1,4,6,20,26,36,46,17,157,7.7962,1.6071
1795,14,9,15,21,26,16,8,2,2,2,115,4.3217,2.0453
1796,0,0,0,4,2,10,11,12,5,5,49,7.2245,1.6196
1797,0,1,3,3,9,8,15,3,1,4,47,6.2553,1.8505
1798,0,0,2,1,1,4,17,13,4,2,44,7.2273,1.4595
1799,1,2,12,22,38,86,150,116,63,9,499,6.9539,1.5260
1800,1,0,5,9,21,57,95,63,30,13,294,7.0340,1.4727
1801,1,1,1,4,4,23,38,52,15,3,142,7.2324,1.4125
1802,1,3,1,1,4,7,8,2,2,1,30,5.8667,2.1561
1803,0,0,1,2,3,3,9,6,3,2,29,6.9655,1.7117
1804,2,1,3,4,7,22,29,16,8,7,99,6.7576,1.8428
1805,0,1,0,1,6,9,10,6,7,1,41,6.8537,1.6314
1806,7,8,12,32,34,78,53,43,15,12,294,6.1054,1.9533
1807,0,0,0,0,2,4,7,16,3,2,34,7.5882,1.1661
1808,1,0,0,2,3,7,9,18,7,3,50,7.3200,1.6786
1809,1,1,3,5,8,5,4,3,0,1,31,5.2903,1.9040
1810,1,0,1,2,1,4,7,8,8,5,37,7.4595,2.0480
1811,1,2,1,2,6,12,13,8,4,1,50,6.3800,1.8427
1812,1,3,4,4,19,29,39,38,27,9,173,7.0173,1.7716
1813,0,0,0,1,2,8,9,7,1,3,31,7.0968,1.4223
1814,0,0,1,2,2,6,10,6,0,1,28,6.6071,1.4476
1815,1,6,4,15,16,8,2,3,1,4,60,5.0000,2.0817
1816,7,13,3,3,2,5,1,0,0,1,35,3.1714,2.1446
1817,5,5,5,6,1,5,1,0,0,1,29,3.6552,2.1379
1818,0,2,0,2,2,5,10,20,9,3,53,7.4151,1.7094
1819,0,0,0,2,1,7,13,5,1,1,30,6.8333,1.2405
1820,6,15,18,29,71,160,369,507,178,66,1419,7.3446,1.5084
1821,0,0,0,1,4,8,7,2,1,4,27,6.8889,1.6630
1822,0,0,0,0,2,7,13,6,4,0,32,7.0938,1.0712
1823,0,0,0,0,7,12,15,21,11,14,80,7.7375,1.5309
1824,2,1,3,9,22,48,74,60,26,7,252,6.9405,1.5277
1825,1,5,2,11,8,17,41,86,58,42,271,7.8229,1.7747
1826,9,20,37,77,147,389,600,585,199,78,2141,7.0005,1.5538
1827,0,0,3,7,3,3,7,3,4,0,30,5.9667,1.9405
1828,0,0,0,0,5,11,4,2,4,0,26,6.5769,1.3060
1829,0,0,1,0,5,10,9,2,1,3,31,6.6452,1.5564
1830,1,2,6,5,4,6,3,0,1,2,30,4.9667,2.2133
1831,1,0,3,7,7,32,73,55,25,6,209,7.1818,1.3991
1832,0,0,1,0,6,7,3,4,4,1,26,6.6923,1.6818
1833,1,1,5,4,9,18,33,64,33,10,178,7.4551,1.6424
1834,0,0,0,1,3,4,7,15,19,10,59,8.1864,1.4436
1835,2,0,0,2,10,9,29,59,25,9,145,7.6138,1.4957
1836,0,0,0,1,0,5,8,19,8,5,46,7.9130,1.2481
1837,1,1,4,6,9,15,22,24,5,4,91,6.6484,1.8119
1838,0,1,0,1,1,16,33,47,29,14,142,7.8521,1.2998
1839,1,1,1,8,5,26,12,6,7,3,70,6.3429,1.7959
1840,2,0,1,2,4,13,13,8,5,0,48,6.4792,1.7676
1841,0,1,1,0,5,7,8,7,2,2,33,6.7273,1.7281
1842,0,0,0,3,3,12,14,13,0,2,47,6.8298,1.3099
1843,0,1,1,1,8,19,18,44,29,8,129,7.6124,1.4854
1844,0,0,0,0,0,2,9,18,6,5,40,8.0750,1.0341
1845,0,0,2,2,2,4,4,11,4,0,29,6.8966,1.7488
1846,1,0,0,1,0,2,14,11,11,2,42,7.6667,1.5533
1847,30,35,91,135,250,618,1479,3423,3069,1437,10567,8.1006,1.4454
1848,0,0,1,6,11,12,5,1,0,0,36,5.4722,1.0926
1849,0,0,0,0,3,3,9,12,5,4,36,7.6944,1.3503
1850,0,0,3,3,5,9,11,16,9,5,61,7.1475,1.8092
1851,6,16,16,30,46,55,73,37,12,8,299,5.8896,1.9776
1852,9,6,2,2,1,2,2,3,2,5,34,4.6471,3.4204
1853,0,0,0,1,4,5,16,9,3,1,39,7.0513,1.2393
1854,1,0,2,6,11,9,6,3,2,0,40,5.6000,1.6401
1855,4,17,21,39,37,67,64,47,22,33,351,6.2564,2.2065
1856,0,0,0,3,4,12,21,16,14,8,78,7.5000,1.5170
1857,1,3,0,5,6,31,13,11,2,3,75,6.2667,1.6997
1858,0,0,1,4,2,7,11,14,5,2,46,7.0652,1.6071
1859,0,0,2,8,1,13,18,19,11,3,75,7.0400,1.6768
1860,0,0,1,2,8,14,22,55,38,16,156,7.8910,1.4032
1861,11,4,8,17,37,99,296,966,851,399,2688,8.3106,1.2747
1862,0,0,0,1,3,4,9,11,6,1,35,7.3714,1.3541
1863,12,5,14,36,93,259,733,1496,1051,494,4193,8.0432,1.3212
1864,15,12,24,52,95,221,529,1018,868,537,3371,8.0537,1.5283
1865,1,1,1,3,6,8,21,11,2,2,56,6.5893,1.7090
1866,0,1,1,1,1,9,7,2,3,1,26,6.5385,1.7592
1867,0,0,2,3,3,8,12,16,13,1,58,7.2414,1.6222
1868,41,36,53,91,194,384,856,1699,1425,1178,5957,8.0744,1.6556
1869,0,1,1,7,6,7,8,2,3,1,36,5.9444,1.8096
1870,0,0,0,1,4,9,4,5,4,1,28,6.8571,1.5051
1871,0,1,1,0,3,8,8,4,2,2,29,6.6897,1.7440
1872,8,6,15,33,47,136,179,132,89,57,702,7.0199,1.8100
1873,1,0,3,2,9,11,15,25,16,8,90,7.3111,1.8297
1874,13,16,17,44,64,141,191,174,108,77,845,6.9929,1.9557
1875,0,0,0,0,3,2,6,8,8,2,29,7.7586,1.3810
1876,1,2,2,6,11,24,58,86,35,16,241,7.4813,1.5164
1877,0,0,0,0,4,7,22,23,10,7,73,7.6712,1.2612
1878,0,0,0,1,2,6,10,8,2,0,29,6.9655,1.1592
1879,61,15,23,40,51,119,165,440,660,2114,3688,8.9599,1.7706
1880,1,0,2,0,8,11,28,26,20,10,106,7.5189,1.6208
1881,3,1,3,3,9,27,60,125,60,25,316,7.7310,1.4800
1882,0,0,0,1,6,10,22,30,11,2,82,7.4024,1.2184
1883,0,1,2,3,5,12,11,21,10,2,67,7.0448,1.7054
1884,1,0,2,3,5,5,9,4,8,2,39,6.6923,2.0897
1885,2,2,4,4,5,9,8,4,4,0,42,5.6429,2.1472
1886,0,0,0,6,8,5,8,5,2,2,36,6.3333,1.7159
1887,0,0,0,4,6,16,24,52,13,4,119,7.4202,1.2801
1888,2,1,2,3,8,24,58,99,43,16,256,7.6211,1.4365
1889,6,4,6,9,14,22,20,7,1,4,93,5.5376,2.1229
1890,8,13,35,71,142,290,537,566,284,129,2075,7.2318,1.6164
1891,0,0,0,2,5,21,17,10,10,6,71,7.1549,1.5072
1892,2,0,1,6,14,26,37,34,21,7,148,7.0608,1.6531
1893,0,0,1,0,2,11,6,1,2,1,24,6.5417,1.4136
1894,18,23,31,64,121,257,638,1492,1619,833,5096,8.2149,1.4678
1895,0,0,1,2,1,4,9,19,19,3,58,7.8621,1.4438
1896,1,1,6,17,31,59,57,50,12,3,237,6.4768,1.5277
1897,4,2,4,6,7,19,11,5,5,15,78,6.4744,2.5254
1898,8,16,19,63,73,136,128,146,72,38,699,6.6123,1.9500
1899,18,13,32,58,113,228,349,382,219,180,1592,7.2707,1.8499
1900,0,2,1,6,6,17,29,36,10,3,110,7.0364,1.5488
1901,0,0,1,2,6,3,18,14,6,6,56,7.3393,1.6177
1902,1,0,0,1,7,3,8,15,7,2,44,7.2045,1.7527
1903,1,0,1,4,8,13,18,24,19,9,97,7.3918,1.7560
1904,4,15,22,42,84,208,377,372,150,58,1332,7.1179,1.5665
1905,9,8,16,31,71,204,519,1023,773,311,2965,7.9798,1.3761
1906,0,1,0,1,4,2,17,7,4,3,39,7.1538,1.6099
1907,0,0,4,5,5,5,7,0,0,1,27,5.4074,1.6613
1908,0,2,1,3,2,12,11,17,8,11,67,7.4030,1.9321
1909,2,1,6,1,8,10,4,1,0,1,34,5.0588,1.9242
1910,0,3,2,1,2,10,7,8,6,11,50,7.2600,2.2874
1911,0,0,0,4,7,17,30,21,19,8,106,7.3774,1.4887
1912,0,0,3,1,9,9,10,5,0,1,38,6.1053,1.5007
1913,0,1,1,2,4,9,22,16,3,6,64,7.1250,1.6057
1914,1,0,1,4,5,13,13,6,2,1,46,6.3043,1.6268
1915,0,5,6,8,7,13,6,6,0,0,51,5.1569,1.8082
1916,1,2,6,11,20,25,14,24,5,7,115,6.2783,1.9406
1917,0,0,1,3,3,6,12,8,4,3,40,7.0000,1.6733
1918,2,0,1,7,16,35,103,102,33,4,303,7.2508,1.2858
1919,1,0,2,4,7,8,11,15,5,5,58,6.8621,1.9427
1920,0,0,1,1,6,4,5,12,5,1,35,7.0571,1.6378
1921,2,0,0,2,0,5,2,5,8,2,26,7.1538,2.3970
1922,2,0,3,8,7,20,38,34,22,4,138,7.0580,1.6973
1923,0,0,0,2,2,9,9,7,5,4,38,7.2632,1.5842
1924,0,0,1,4,6,12,9,12,1,3,48,6.6458,1.6136
1925,1,0,0,1,3,13,7,8,9,8,50,7.4400,1.8779
1926,0,0,0,2,6,5,8,2,4,2,29,6.7586,1.6745
1927,0,2,0,2,9,16,23,12,14,4,82,7.0244,1.6526
1928,1,2,3,4,7,3,17,6,5,2,50,6.3000,2.1000
1929,0,0,0,2,4,9,12,3,5,4,39,7.0513,1.6164
1930,0,0,2,4,3,7,14,8,2,3,43,6.7209,1.7162
1931,1,2,4,4,23,55,129,182,99,35,534,7.6367,1.3750
1932,0,0,0,0,1,5,6,11,5,4,32,7.8125,1.3095
1933,1,0,3,4,4,12,18,10,6,4,62,6.7419,1.8573
1934,10,13,30,60,133,331,503,526,210,134,1950,7.1672,1.6149
1935,4,2,10,20,21,43,29,13,5,1,148,5.6959,1.7463
1936,0,1,0,1,6,9,3,5,0,1,26,6.1923,1.5694
1937,2,1,4,2,4,25,22,18,17,12,107,7.1495,1.9613
1938,2,3,2,13,9,5,7,6,3,0,50,5.3000,2.0518
1939,0,0,0,0,1,1,5,8,6,5,26,8.2308,1.2803
1940,3,0,3,10,4,3,2,2,1,1,29,4.7931,2.1874
1941,0,0,1,2,1,14,22,21,11,6,78,7.4487,1.4110
1942,1,1,0,2,7,9,3,2,3,0,28,5.8571,1.8267
1943,0,0,2,1,4,12,22,24,17,12,94,7.6702,1.5532
1944,1,0,2,0,5,14,11,9,9,3,54,6.9630,1.7947
1945,1,0,1,2,4,8,20,16,5,7,64,7.2344,1.7207
1946,4,1,3,4,8,26,47,89,80,92,354,8.2147,1.7022
1947,0,1,0,0,3,5,7,5,2,1,24,6.8333,1.6245
1948,3,9,4,10,9,9,3,3,7,4,61,5.2459,2.5967
1949,0,1,1,1,7,7,5,2,5,2,31,6.5161,1.9489
1950,3,5,11,23,41,155,306,708,441,137,1830,7.8787,1.3279
1951,0,0,2,1,2,14,16,18,12,1,66,7.2424,1.4255
1952,0,0,0,1,1,9,13,3,4,0,31,6.9032,1.1460
1953,0,0,0,2,3,8,10,4,3,1,31,6.7742,1.4076
1954,1,0,1,1,5,5,11,5,4,5,38,7.0000,2.0000
1955,0,0,0,0,3,2,5,11,1,1,23,7.3478,1.2374
1956,0,2,2,3,8,9,20,8,3,2,57,6.4386,1.7272
1957,0,1,0,1,4,5,8,4,1,1,25,6.5200,1.6278
1958,0,0,1,2,6,11,20,9,13,1,63,7.0794,1.4833
1959,1,5,4,15,29,91,196,303,157,54,855,7.6292,1.3873
1960,2,2,0,5,2,10,13,12,4,0,50,6.3800,1.9687
1961,3,0,0,1,6,3,11,3,4,1,32,6.3125,2.2141
1962,1,0,0,4,13,13,38,25,23,9,126,7.3254,1.5978
1963,2,3,1,0,2,5,5,4,3,4,29,6.3793,2.7344
1964,6,8,21,60,131,334,757,1148,681,230,3376,7.6706,1.3954
1965,0,2,1,4,4,14,7,3,2,2,39,6.1026,1.8229
1966,0,0,0,2,2,7,8,5,4,1,29,6.9655,1.4735
1967,0,1,0,1,4,13,9,4,6,3,41,6.9024,1.6937
1968,0,0,0,2,2,10,14,8,8,0,44,7.0909,1.3111
1969,0,3,1,7,16,35,54,58,21,10,205,7.1122,1.5340
1970,1,1,3,9,9,25,16,11,5,3,83,6.2410,1.7739
1971,0,0,1,0,2,8,4,3,1,1,20,6.6000,1.4967
1972,1,0,0,6,4,21,16,13,11,15,87,7.3103,1.8895
1973,7,5,7,4,10,26,14,7,3,3,86,5.4767,2.2554
1974,1,3,8,9,27,45,22,9,1,2,127,5.7244,1.5302
1975,5,15,16,19,22,12,13,4,2,1,109,4.5138,1.9844
1976,3,12,15,10,8,4,1,1,0,0,54,3.5370,1.5361
1977,8,5,18,17,11,9,11,4,2,2,87,4.5517,2.1854
1978,1,1,2,3,9,15,43,18,12,5,109,6.9633,1.6080
1979,1,2,4,11,13,24,21,9,4,2,91,5.9890,1.7383
1980,1,2,1,1,9,24,39,42,21,6,146,7.2534,1.5297
1981,2,11,23,67,55,92,54,19,13,8,344,5.5669,1.7607
1982,2,1,2,7,10,35,46,89,42,26,260,7.5769,1.6070
1983,2,4,13,26,69,139,170,85,34,10,552,6.5362,1.4874
1984,0,1,1,0,7,8,3,4,3,1,28,6.3571,1.7971
1985,1,5,8,9,5,4,1,1,0,0,34,3.9706,1.5621
1986,3,5,8,15,26,20,10,3,0,2,92,5.0109,1.7352
1987,0,1,0,0,6,4,6,6,2,3,28,6.9286,1.8309
1988,0,2,1,3,12,8,29,16,7,4,82,6.8415,1.6636
1989,2,0,2,17,31,54,125,253,211,77,772,7.9313,1.4194
1990,2,3,4,10,25,45,97,67,42,25,320,7.1813,1.6728
1991,1,2,1,0,4,19,51,92,33,24,227,7.8062,1.3755
1992,1,4,5,14,17,28,16,12,4,6,107,5.9533,1.9401
1993,1,0,0,1,2,3,17,18,6,2,50,7.4000,1.4697
1994,1,0,3,4,4,18,42,72,38,10,192,7.6354,1.4261
1995,0,0,2,0,1,6,10,8,2,1,30,6.9667,1.4941
1996,0,3,5,17,26,76,69,40,2,2,240,6.3167,1.3570
1997,0,1,1,4,14,19,26,12,10,11,98,6.9694,1.7581
1998,2,4,5,8,18,47,50,43,15,23,215,6.9209,1.8698
1999,0,0,0,1,4,8,7,5,8,1,34,7.1471,1.5172
2000,0,0,1,5,3,12,6,4,3,0,34,6.2059,1.5297
2001,1,1,1,2,7,14,10,14,3,2,55,6.5818,1.7652
2002,2,7,11,18,23,53,43,20,5,7,189,5.9788,1.8343
2003,0,0,0,0,3,12,4,4,2,0,25,6.6000,1.1314
2004,1,1,4,4,3,9,5,3,2,0,32,5.5312,1.9683
2005,7,10,20,12,9,8,11,4,1,0,82,4.2195,2.0602
2006,1,6,11,26,43,111,163,108,38,21,528,6.7955,1.5727
2007,2,6,14,16,26,40,16,15,9,8,152,5.8092,2.0543
2008,1,3,0,3,8,14,16,9,5,7,66,6.6970,2.0224
2009,2,0,3,1,4,13,30,16,12,9,90,7.2111,1.8227
2010,0,2,3,3,8,11,14,9,7,7,64,6.7812,2.0346
2011,1,0,0,2,1,6,8,10,2,3,33,7.0909,1.8151
2012,0,0,2,2,2,12,14,19,9,1,61,7.1639,1.4730
2013,4,1,4,16,49,110,238,401,300,184,1307,7.9579,1.4481
2014,0,0,0,0,0,8,8,8,1,4,29,7.4828,1.3031
2015,0,0,0,3,5,5,8,12,4,2,39,7.0513,1.5844
2016,1,0,3,4,7,22,24,21,16,13,111,7.2342,1.8156
2017,2,1,2,5,13,20,37,44,28,32,184,7.5978,1.8419
2018,14,23,37,61,108,194,152,79,38,12,718,5.9568,1.8297
2019,3,7,5,16,34,40,44,8,4,4,165,5.7818,1.7375
2020,0,2,0,2,9,11,5,4,0,1,34,5.8824,1.5861
2021,0,1,1,10,17,27,74,68,14,17,229,7.2052,1.4678
2022,0,0,0,0,1,9,4,22,6,1,43,7.6047,1.1026
2023,3,4,8,18,57,87,128,161,155,117,738,7.6734,1.7701
2024,0,0,0,1,4,4,1,4,5,3,22,7.3636,1.8719
2025,2,1,1,4,9,17,9,6,5,4,58,6.3103,2.0189
2026,0,0,0,1,4,7,12,7,3,1,35,6.9429,1.3081
2027,7,3,8,17,30,57,105,148,81,61,517,7.4565,1.8124
2028,0,0,0,5,4,11,6,3,2,1,32,6.2500,1.5207
2029,6,3,5,11,28,42,66,120,70,70,421,7.6366,1.8771
2030,0,0,0,2,5,14,11,1,0,0,33,6.1212,0.9131
2031,0,1,0,0,10,4,6,5,1,5,32,6.7812,1.9483
2032,2,1,4,2,7,8,6,2,0,2,34,5.4412,2.1170
2033,3,0,1,3,8,12,9,6,3,6,51,6.4314,2.2163
2034,7,8,10,18,45,89,234,404,146,63,1024,7.5176,1.5064
2035,6,4,9,6,3,1,0,1,0,0,30,3.1333,1.6275
2036,5,3,10,19,57,175,431,427,198,59,1384,7.4111,1.3454
2037,5,17,39,82,115,128,101,44,22,11,564,5.6631,1.7755
2038,2,10,13,25,66,145,199,104,23,32,619,6.6446,1.5925
2039,0,0,1,2,1,4,11,7,2,1,29,6.9310,1.5070
2040,0,0,1,3,6,15,30,54,17,14,140,7.6429,1.3942
2041,8,20,44,111,224,541,1215,1759,1151,444,5517,7.6792,1.4589
2042,0,1,0,4,6,14,23,11,5,1,65,6.7077,1.4328
2043,0,0,0,1,3,17,21,16,13,2,73,7.3014,1.2680
2044,9,14,32,73,90,243,416,471,221,104,1673,7.1978,1.6710
2045,2,0,4,7,8,30,61,34,22,4,172,6.9709,1.5605
2046,0,0,0,0,2,8,11,19,18,3,61,7.8525,1.2124
2047,0,2,0,9,11,17,15,10,2,2,68,6.1765,1.6355
2048,1,1,1,7,9,18,34,18,13,5,107,6.8785,1.6950
2049,4,4,7,22,37,66,57,39,9,5,250,6.1760,1.6950
2050,0,0,2,1,5,15,8,15,8,0,54,6.9074,1.5064
2051,0,3,1,2,3,12,22,64,19,10,136,7.6544,1.4970
2052,1,3,4,6,5,35,60,135,40,18,307,7.5505,1.4528
2053,5,2,4,19,37,96,189,254,124,41,771,7.4436,1.4745
2054,0,3,6,7,8,15,23,22,17,4,105,6.7810,1.9566
2055,0,0,0,3,2,4,13,9,2,2,35,7.0571,1.4529
2056,1,3,2,11,10,10,2,2,1,1,43,5.0233,1.7978
2057,0,0,1,0,3,7,4,4,3,3,25,7.0800,1.7645
2058,0,0,1,2,5,11,12,9,7,1,48,6.8958,1.5171
2059,0,0,1,6,7,12,6,4,2,7,45,6.5778,1.9831
2060,0,0,0,3,2,10,5,4,2,4,30,6.9000,1.7578
2061,0,0,1,1,4,9,6,1,3,0,25,6.3200,1.4344
2062,6,14,9,29,37,28,21,16,2,9,171,5.3392,2.1362
2063,0,1,1,4,8,10,6,6,3,0,39,6.1026,1.6454
2064,0,0,0,4,6,8,10,6,8,4,46,7.0435,1.7564
2065,0,0,1,3,8,8,20,22,19,2,83,7.3494,1.5085
2066,0,0,0,1,2,8,4,5,5,2,27,7.2222,1.5713
2067,0,0,2,3,7,8,36,36,13,11,116,7.4828,1.4826
2068,0,0,0,0,8,6,11,5,1,0,31,6.5161,1.1323
2069,4,1,1,7,4,9,8,5,0,0,39,5.3077,2.0650
2070,1,2,5,8,27,65,130,198,68,32,536,7.4683,1.4006
2071,0,0,5,4,5,15,13,9,4,1,56,6.3393,1.6932
2072,0,5,4,8,16,34,33,16,9,1,126,6.2540,1.6664
2073,3,3,2,17,28,43,77,60,38,14,285,6.9544,1.7375
2074,0,0,2,5,4,7,2,4,3,2,29,6.2414,2.0113
2075,1,1,0,5,9,14,30,40,26,13,139,7.5252,1.6505
2076,0,3,2,5,13,18,22,11,12,0,86,6.4535,1.7230
2077,0,0,1,3,11,15,18,15,2,0,65,6.5231,1.3022
2078,0,0,0,2,6,14,30,18,12,3,85,7.2235,1.3050
2079,0,1,1,5,7,10,3,2,3,2,34,6.0000,1.8943
2080,2,0,6,5,8,20,10,7,2,0,60,5.7333,1.7499
2081,1,0,1,1,9,5,11,7,3,2,40,6.5750,1.8150
2082,0,0,0,3,1,5,13,10,4,1,37,7.1351,1.3786
2083,0,0,1,4,1,8,11,4,6,4,39,7.0513,1.8109
2084,2,1,4,10,18,16,24,8,4,6,93,6.1290,1.9301
2085,7,3,11,17,23,26,33,22,22,23,187,6.5241,2.3681
2086,0,0,1,0,5,14,21,19,18,8,86,7.5930,1.4578
2087,1,0,0,2,4,4,8,1,4,2,26,6.6538,2.0180
2088,0,0,0,3,2,13,14,18,14,9,73,7.6438,1.5383
2089,0,0,0,2,4,6,6,4,6,4,32,7.2500,1.7854
2090,0,1,3,2,2,5,6,6,2,0,27,6.1852,1.9252
2091,7,0,9,10,24,70,114,311,274,178,997,8.1705,1.5172
2092,0,1,0,4,1,4,6,2,2,2,22,6.5000,2.0394
2093,5,12,32,51,76,208,384,439,181,43,1431,7.1391,1.5606
2094,0,1,0,2,3,7,10,7,2,3,35,6.8857,1.7200
2095,0,0,0,0,4,6,6,4,8,1,29,7.3103,1.4880
2096,0,2,1,2,5,5,10,5,2,10,42,7.0952,2.2447
2097,4,17,33,57,92,125,72,33,15,4,452,5.5708,1.7016
2098,7,12,25,50,81,89,46,28,6,3,347,5.4035,1.7057
2099,1,2,2,1,15,38,36,35,17,19,166,7.1867,1.7237
2100,3,5,16,23,39,58,36,18,10,7,215,5.8233,1.8468
2101,0,1,4,7,6,15,6,14,4,0,57,6.1754,1.7881
2102,0,0,0,2,3,13,30,24,21,2,95,7.4947,1.2386
2103,0,0,1,2,4,9,13,21,12,4,66,7.4545,1.5094
2104,0,0,1,2,4,11,15,12,8,4,57,7.1930,1.5609
2105,1,1,0,3,2,10,18,31,22,10,98,7.7245,1.6399
2106,4,6,5,6,5,2,6,1,3,1,39,4.5897,2.5086
2107,1,0,1,3,8,14,40,37,20,9,133,7.4135,1.5025
2108,0,1,1,1,4,11,11,7,7,2,45,6.9111,1.6973
2109,7,20,26,29,42,71,109,93,57,48,502,6.7271,2.1790
2110,0,0,0,2,5,9,26,36,15,10,103,7.6893,1.3368
2111,2,2,2,5,12,22,42,51,17,8,163,7.1104,1.6763
2112,3,4,8,30,37,52,38,13,8,3,196,5.7347,1.6966
2113,0,1,4,3,10,10,16,7,3,2,56,6.2679,1.7575
2114,1,1,15,9,5,17,30,10,2,2,92,5.8587,1.9087
2115,2,3,4,13,22,43,20,15,4,3,129,5.9380,1.6970
2116,3,2,11,38,54,157,379,640,305,143,1732,7.7090,1.3856
2117,1,0,2,0,2,5,12,8,3,1,34,6.8235,1.7900
2118,0,0,0,0,2,10,9,10,4,0,35,7.1143,1.1154
2119,0,0,0,1,1,9,13,21,4,5,54,7.5556,1.2717
2120,2,2,4,5,9,11,6,5,6,3,53,5.9434,2.2772
2121,3,3,11,22,51,120,126,65,13,14,428,6.4579,1.5272
2122,1,1,3,11,11,15,13,3,1,1,60,5.5833,1.6461
