idx,vid,appear,total,percentage,simple,weighted_simple,pagerank,elo,entropy,title_ja,title_en,title_zh,alias,search,c_votecount,c_rating,c_average,rank
2755,v12798,795,-0.8679,-0.2566,-0.3761,-0.6879,17956.6997,1508.3185,-0.0866,ひなたのつき,,,童貞な女の子達とボク,ひなたのつき   童貞な女の子達とボク,40,7.3100,7.4400,1738
5629,v26053,2925,-0.0964,0.0091,0.0062,-0.0584,7779.2814,1411.8687,-0.0243,爆乳淫魔姉妹 ～となりのお姉さんはサキュバスだった！～,,,,爆乳淫魔姉妹 ～となりのお姉さんはサキュバスだった！～   ,40,7.3100,7.4300,1739
6926,v45894,477,-0.8302,-0.0187,-0.1048,-0.4728,23875.5352,2173.6252,-0.1088,DesperaDrops,Despera Drops,,Beloved Mother Shame -Delusional Buxom Indulgence,DesperaDrops Despera Drops  Beloved Mother Shame -Delusional Buxom Indulgence,42,7.3100,7.4300,1740
1006,v2644,3100,-0.3932,-0.0031,-0.0387,-0.2435,7249.1321,1840.6148,-0.0393,らぶでれーしょん！,,,CR5\nCustom Reido 5\nCustom Raid 5\nCustom Slave 5,らぶでれーしょん！   CR5 Custom Reido 5 Custom Raid 5 Custom Slave 5,45,7.3100,7.4100,1741
5804,v27365,3794,-0.8930,-0.0592,-0.1518,-0.5699,5130.9811,1334.9739,-0.0707,まおかつ！ ～魔王と勇者のアイドル生活～,,,,まおかつ！ ～魔王と勇者のアイドル生活～   ,47,7.3100,7.4100,1742
914,v2206,2453,1.9177,0.3954,0.6665,1.4862,13827.8635,1765.9883,0.2119,甘い生活－最高の義母と最高の義姉妹－,,,I wanna be your everything\nスノー・ラディッシュ・バケーション!!,甘い生活－最高の義母と最高の義姉妹－   I wanna be your everything スノー・ラディッシュ・バケーション!!,48,7.3100,7.4000,1743
6957,v47149,2978,-0.3036,-0.0043,-0.0138,-0.1420,8543.2998,2150.9593,-0.0428,ミート・イート・ガール,,,,ミート・イート・ガール   ,51,7.3100,7.3900,1744
1270,v3979,3776,-0.0024,0.0022,0.0058,0.0177,5853.7521,1548.7090,-0.0073,裸の王様,,,タイニイ ダンジョン バースフォーユアズ,裸の王様   タイニイ ダンジョン バースフォーユアズ,52,7.3100,7.3800,1745
3674,v17631,3200,0.3372,0.1514,0.2894,0.4776,9165.8058,1501.4511,0.0736,天ノ空レトロスペクト,,,,天ノ空レトロスペクト   ,55,7.3100,7.3700,1746
221,v273,2920,-0.3527,0.0359,0.0483,-0.0817,9246.4118,1363.4538,-0.0443,D.C. ～ダ・カーポ～ シーズンズ,,,彼女は高天に祈らない-quantum girlfriend-\nKanosora,D.C. ～ダ・カーポ～ シーズンズ   彼女は高天に祈らない-quantum girlfriend- Kanosora,63,7.3100,7.3600,1747
2622,v12338,4176,-0.5441,-0.0647,-0.1367,-0.4016,4460.8085,1657.4348,-0.0317,魔導書の司書,,,シュガーリィ ウィッシュ,魔導書の司書   シュガーリィ ウィッシュ,63,7.3100,7.3600,1748
3846,v18304,610,0.5984,0.0770,0.1082,0.2761,20957.9787,1592.0567,0.0396,,Nusantara: Legend of the Winged Ones,,, Nusantara: Legend of the Winged Ones  ,65,7.3100,7.3600,1749
6806,v39872,3651,-0.2120,0.0390,0.0655,0.0061,6737.0392,1863.0492,0.0085,リアルエロゲシチュエーション！DT,Real Hentai Situation! DT,真实色情游戏情境体验！DT,,リアルエロゲシチュエーション！DT Real Hentai Situation! DT 真实色情游戏情境体验！DT ,59,7.3100,7.3600,1750
790,v1629,1100,-0.0273,0.0656,0.1536,0.1885,17285.6321,1691.3150,-0.0042,緋色の欠片,Scarlet Fragment,,,緋色の欠片 Scarlet Fragment  ,68,7.3100,7.3500,1751
910,v2189,4098,-0.4114,-0.0364,-0.0888,-0.3105,5402.2028,1416.4916,-0.0495,ちゅぱしてあげる～スポーツクラブのおねえさん～,,,Wife x Heaven,ちゅぱしてあげる～スポーツクラブのおねえさん～   Wife x Heaven,73,7.3100,7.3400,1752
769,v1551,2817,-0.2023,0.0708,0.1381,0.1267,10264.0556,1612.1175,0.0064,Signal Heart,,,,Signal Heart   ,83,7.3100,7.3300,1753
513,v972,3654,-0.0394,0.0847,0.1245,0.1303,7448.6836,1503.4546,0.0110,水平線まで何マイル？ - Deep Blue Sky ＆ Pure White Wings -,,,,水平線まで何マイル？ - Deep Blue Sky ＆ Pure White Wings -   ,94,7.3100,7.3200,1754
1859,v7716,575,-1.5078,-0.1708,-0.2922,-0.8310,19562.1767,1790.6244,-0.1056,月華繚乱ROMANCE,,,,月華繚乱ROMANCE   ,84,7.3100,7.3200,1755
4418,v20139,661,0.6899,0.1664,0.2330,0.4696,20035.8816,1558.5813,0.0569,ダウト～嘘つきオトコは誰？～,Liar! Uncover the Truth,,,ダウト～嘘つきオトコは誰？～ Liar! Uncover the Truth  ,83,7.3100,7.3200,1756
300,v453,2223,0.9123,0.2350,0.4372,0.9511,13579.6934,1885.4008,0.1253,ドラクリウス,,,Beast Attack\nTentacle Attack,ドラクリウス   Beast Attack Tentacle Attack,92,7.3100,7.3100,1757
400,v729,5984,1.5409,0.2871,0.5668,1.7149,5352.0601,1676.0264,0.2236,11eyes－罪と罰と贖いの少女－,11eyes -Tsumi to Batsu to Aganai no Shoujo-,11eyes -罪与罚与赎的少女-,Private Teacher of Love Rurumi ★ Coordinate!,11eyes－罪と罰と贖いの少女－ 11eyes -Tsumi to Batsu to Aganai no Shoujo- 11eyes -罪与罚与赎的少女- Private Teacher of Love Rurumi ★ Coordinate!,1293,7.3100,7.3100,1758
1222,v3746,4292,0.6212,0.2825,0.4546,0.9179,8704.0731,1679.5176,0.1263,リアル妹がいる大泉くんのばあい,,实妹相伴的大泉君,The Cuckholdist's Bride Meddling! - Her Unheard Song of Pleasure,リアル妹がいる大泉くんのばあい  实妹相伴的大泉君 The Cuckholdist's Bride Meddling! - Her Unheard Song of Pleasure,349,7.3100,7.3100,1759
1315,v4153,4428,0.5251,0.0977,0.2087,0.5165,5872.7477,1584.4210,0.0563,牝教師～淫辱の教室～,,,,牝教師～淫辱の教室～   ,126,7.3100,7.3100,1760
1526,v5519,4879,0.8930,0.2049,0.3784,0.8781,6650.0628,1661.7999,0.1085,人間デブリ～コンナジブンニダレガシタ？～,,人间残渣,Young wife's spring,人間デブリ～コンナジブンニダレガシタ？～  人间残渣 Young wife's spring,205,7.3100,7.3100,1761
2124,v9890,3858,1.0798,0.2514,0.4546,0.9881,10621.5885,1873.5373,0.1089,追奏のオーグメント,,月界金融末世录,WEE\nワールドエンドエコノミカ\n月界金融末世录,追奏のオーグメント  月界金融末世录 WEE ワールドエンドエコノミカ 月界金融末世录,111,7.3100,7.3100,1762
2260,v10570,2309,-0.4223,0.0633,0.0879,0.0940,6367.8785,1700.7382,0.0280,はーとふる彼氏 HolidayStar,Hatoful Boyfriend: Holiday Star,,TYB: Honey Milk,はーとふる彼氏 HolidayStar Hatoful Boyfriend: Holiday Star  TYB: Honey Milk,435,7.3100,7.3100,1763
2382,v11072,3352,0.7237,0.2524,0.4248,0.8257,12022.5436,1890.1776,0.0872,ちいさな彼女の小夜曲,A Maiden's Serenade,娇小少女的小夜曲,TYB: Super Mint,ちいさな彼女の小夜曲 A Maiden's Serenade 娇小少女的小夜曲 TYB: Super Mint,115,7.3100,7.3100,1764
2430,v11327,4616,1.5041,0.1798,0.3715,1.0788,6305.6881,1610.0889,0.1418,毎日しゃぶっていいですか？ ～1部屋-魔乳家族～,,,,毎日しゃぶっていいですか？ ～1部屋-魔乳家族～   ,194,7.3100,7.3100,1765
2432,v11343,4664,-0.1582,0.0331,0.0500,0.0031,5448.0283,1478.8333,-0.0074,女系家族III ～秘密HIMITSU卑蜜～,,,Sucré,女系家族III ～秘密HIMITSU卑蜜～   Sucré,133,7.3100,7.3100,1766
2571,v12167,5261,0.0857,0.1923,0.4180,1.0775,5515.1663,1630.3417,0.1526,天色＊アイルノーツ,,天色幻想岛,,天色＊アイルノーツ  天色幻想岛 ,680,7.3100,7.3100,1767
2754,v12797,4743,1.5608,0.2274,0.4225,1.1395,7276.3621,1476.4230,0.1398,MA☆KO HUNTER,,,Magical Girl Fairy Knights,MA☆KO HUNTER   Magical Girl Fairy Knights,150,7.3100,7.3100,1768
2991,v14087,4181,1.5047,0.1594,0.3518,1.0794,6702.6525,1618.2656,0.1275,元ヤンの奥さんは好きですか？～強気な人妻さんとエッチで勝負! セクシー妻もいるよ～,,,,元ヤンの奥さんは好きですか？～強気な人妻さんとエッチで勝負! セクシー妻もいるよ～   ,166,7.3100,7.3100,1769
3423,v16338,4403,-0.0261,0.1190,0.2108,0.2990,6279.5828,1610.6385,0.0523,シロガネ×スピリッツ！,,,,シロガネ×スピリッツ！   ,143,7.3100,7.3100,1770
4189,v19378,2065,-1.0973,-0.1341,-0.2450,-0.6770,7786.7747,1574.7190,-0.0876,魔剣士リーネ２,Leane of Legitimate Crown,,ルナリスフィリア\nKiss and Contract and Crimson Eyes\nLunaris Filia ～キスと契約と真紅の瞳～,魔剣士リーネ２ Leane of Legitimate Crown  ルナリスフィリア Kiss and Contract and Crimson Eyes Lunaris Filia ～キスと契約と真紅の瞳～,147,7.3100,7.3100,1771
4343,v19857,3969,0.2804,0.0637,0.1653,0.3975,6812.9737,1537.1280,0.0391,［黒獣外伝］エルフ村の姦落 ～恥辱と快楽の宴～,,,The Forbidden Hospital Ward,［黒獣外伝］エルフ村の姦落 ～恥辱と快楽の宴～   The Forbidden Hospital Ward,98,7.3100,7.3100,1772
4503,v20429,4624,0.5681,0.0995,0.2442,0.6214,6444.6115,1498.9961,0.0734,ビッチ姉妹が清純なはずがないっ!!,,,FushiDen,ビッチ姉妹が清純なはずがないっ!!   FushiDen,125,7.3100,7.3100,1773
4750,v21405,4382,0.3051,0.1079,0.2357,0.5757,5808.4933,1561.9151,0.0695,夜巡る、ボクらの迷子教室,,夜巡回，我们的迷途教室,,夜巡る、ボクらの迷子教室  夜巡回，我们的迷途教室 ,232,7.3100,7.3100,1774
5208,v23190,4588,-1.3572,0.0583,0.0844,-0.0670,5253.4426,1351.5678,0.0189,グリザイア ファントムトリガー Vol. 5,Grisaia: Phantom Trigger Vol.5,灰色幻影扳机第5卷,白恋\nShirokoi\nWhite Robe Love Syndrome,グリザイア ファントムトリガー Vol. 5 Grisaia: Phantom Trigger Vol.5 灰色幻影扳机第5卷 白恋 Shirokoi White Robe Love Syndrome,416,7.3100,7.3100,1775
5983,v28562,4268,1.4883,0.2781,0.5602,1.3858,8585.4729,1372.4686,0.1941,友だちから恋びとへ,From friends to lovers,从朋友到恋人,White Graduation\nHatsusaku\nはつさく,友だちから恋びとへ From friends to lovers 从朋友到恋人 White Graduation Hatsusaku はつさく,100,7.3100,7.3100,1776
2594,v12237,177,-0.0339,0.0197,0.0621,0.0961,39398.2388,1638.4360,0.0240,Lv1勇者が女神・邪神と♀モンスター繁殖計画始めました!,,,TCAST,Lv1勇者が女神・邪神と♀モンスター繁殖計画始めました!   TCAST,30,7.3000,7.4900,1777
5183,v23037,166,-0.3072,0.0027,-0.0301,-0.1771,39103.2418,1488.2318,-0.0726,,Our Time,,, Our Time  ,30,7.3000,7.4900,1778
2947,v13918,1431,-1.2257,-0.2562,-0.4570,-0.9909,12579.4946,1245.2500,-0.1425,聖もんむすFestival!!～お祭りだよ全員集合！～,,,ゴ－！ゴ－！日本！\nGo Go Japan!\nGGN,聖もんむすFestival!!～お祭りだよ全員集合！～   ゴ－！ゴ－！日本！ Go Go Japan! GGN,31,7.3000,7.4800,1779
871,v2000,1924,0.8316,0.1982,0.3888,0.7904,16910.2688,1767.5949,0.0991,Only you -リ・クルス-,,,,Only you -リ・クルス-   ,33,7.3000,7.4700,1780
6974,v47555,2595,0.3981,0.1520,0.2297,0.3634,13653.4544,2266.4646,0.0161,メイドさんのいる暮らしS,,,Ero Ero Elder Sister Warning -Heavy Secretions-,メイドさんのいる暮らしS   Ero Ero Elder Sister Warning -Heavy Secretions-,33,7.3000,7.4700,1781
2469,v11641,309,-0.8608,-0.1366,-0.2298,-0.5619,24733.3071,1823.3626,-0.0699,はつカレっ☆恋愛デビュー宣言!,,,,はつカレっ☆恋愛デビュー宣言!   ,34,7.3000,7.4600,1782
3403,v16244,3041,0.1421,0.1048,0.1776,0.2418,9203.5192,1478.3693,0.0308,PriministAr -プライミニスター- MiniFanDisc 枝那森千里＆駒萱野Ver.,,,,PriministAr -プライミニスター- MiniFanDisc 枝那森千里＆駒萱野Ver.   ,39,7.3000,7.4300,1783
6893,v44190,2610,1.1330,0.2977,0.5050,0.9963,17177.4632,2188.2901,0.0978,放課後シンデレラ２ ミニファンディスク ～君と踊る初めてのハッピーハロウィン～,,,リトル バンパイア,放課後シンデレラ２ ミニファンディスク ～君と踊る初めてのハッピーハロウィン～   リトル バンパイア,38,7.3000,7.4300,1784
5963,v28482,3512,1.0031,0.2321,0.4319,0.9045,9902.8404,1596.0877,0.1404,ガールズ・ブック・メイカー ~グリムと三人のお姫さま 2~,,,Sarawareta Miki-chan,ガールズ・ブック・メイカー ~グリムと三人のお姫さま 2~   Sarawareta Miki-chan,43,7.3000,7.4100,1785
6362,v31392,489,-0.8282,-0.1200,-0.2352,-0.5985,27330.4375,2035.1103,-0.0857,,Embraced by Autumn,,, Embraced by Autumn  ,44,7.3000,7.4100,1786
6430,v31881,1277,0.4127,0.1426,0.2326,0.4024,19640.1300,1719.8736,0.0392,夏のサカり,,,Starwish,夏のサカり   Starwish,48,7.3000,7.3900,1787
1258,v3930,1313,0.2582,0.0538,0.0929,0.2032,15520.8062,1830.4078,0.0058,ゴニン!? ～ピタリと的中！強制占い♪～,,,,ゴニン!? ～ピタリと的中！強制占い♪～   ,56,7.3000,7.3700,1788
1406,v4868,2595,1.3337,0.3230,0.5618,1.1968,15510.6549,2377.3160,0.1555,俺の彼女はヒトでなし,,,,俺の彼女はヒトでなし   ,61,7.3000,7.3600,1789
3414,v16273,3029,-0.0033,0.0865,0.1179,0.0852,9145.0168,1608.3051,0.0106,"Love, Vampire Flowers",,,My Mother's Sister Is A Mesu Slave Ero-Cumface F*ckess,"Love, Vampire Flowers   My Mother's Sister Is A Mesu Slave Ero-Cumface F*ckess",58,7.3000,7.3600,1790
6303,v30973,3153,-0.3650,-0.0285,-0.0745,-0.2709,6611.2094,1426.1548,-0.0244,放課後⇒エデュケーション！～先生とはじめる魅惑のレッスン～,,,,放課後⇒エデュケーション！～先生とはじめる魅惑のレッスン～   ,59,7.3000,7.3600,1791
1049,v2869,3826,-0.5787,-0.0825,-0.1686,-0.4281,5626.1345,1487.9338,-0.0536,ヴィーナスブラッド- デザイア -,,,,ヴィーナスブラッド- デザイア -   ,61,7.3000,7.3500,1792
3626,v17264,3713,0.4051,0.0666,0.1177,0.3014,6530.6928,1450.2609,0.0189,淑母の疼き2 ～熟れた人妻から漂う“女”の色香～,,,Asterism,淑母の疼き2 ～熟れた人妻から漂う“女”の色香～   Asterism,73,7.3000,7.3300,1793
5503,v25367,4136,-0.1750,0.0612,0.0866,-0.0071,6027.4458,1599.5794,-0.0012,若葉色のカルテット,,,APH: Academy Hetalia -game-,若葉色のカルテット   APH: Academy Hetalia -game-,77,7.3000,7.3200,1794
2065,v9330,3553,-0.3102,0.0088,-0.0099,-0.1484,6498.5325,1540.8928,-0.0185,Remember 最愛の妻が他の男の腕の中で微笑む、もう一つのIF,,,,Remember 最愛の妻が他の男の腕の中で微笑む、もう一つのIF   ,90,7.3000,7.3100,1795
2164,v10082,4090,-0.0778,0.0299,0.0430,-0.0055,5979.4118,1535.4839,-0.0050,エロティ課 誘惑研修はじまるよ～ しごいちゃうから覚悟なさい！,,,,エロティ課 誘惑研修はじまるよ～ しごいちゃうから覚悟なさい！   ,86,7.3000,7.3100,1796
1021,v2713,3901,0.1364,0.0653,0.0989,0.1369,6242.0925,1468.3038,0.0162,微少女,,,シニシカント,微少女   シニシカント,99,7.3000,7.3000,1797
1112,v3113,4697,-0.2915,0.0335,0.0362,-0.1081,4980.9194,1535.3861,-0.0074,炎の孕ませおっぱい身体測定～幼なじみ女子校生身体測定で全員中出しパラダイス！～,,,,炎の孕ませおっぱい身体測定～幼なじみ女子校生身体測定で全員中出しパラダイス！～   ,124,7.3000,7.3000,1798
1461,v5160,4072,-1.3939,-0.2258,-0.4234,-1.0516,3855.1286,1532.9121,-0.1334,他の男の精液で孕んでもいいですか…？3 僕の知らない所でイキ狂っていた最愛彼女―生真面目な学園副会長―,,,Let's Nupu Nupu ~ Mother & Daughter Mix,他の男の精液で孕んでもいいですか…？3 僕の知らない所でイキ狂っていた最愛彼女―生真面目な学園副会長―   Let's Nupu Nupu ~ Mother & Daughter Mix,128,7.3000,7.3000,1799
2569,v12159,1081,0.2340,0.1505,0.1748,0.2058,17846.0819,1721.1478,-0.0005,明治東亰恋伽,,,MD: Horse Hall,明治東亰恋伽   MD: Horse Hall,92,7.3000,7.3000,1800
3119,v14878,2023,-0.1513,0.1814,0.2402,0.3463,14251.9553,1736.5355,0.0413,セブンスコート,Seventh Lair,第七境,,セブンスコート Seventh Lair 第七境 ,269,7.3000,7.3000,1801
3500,v16610,3910,1.4488,0.3039,0.4946,1.1300,8821.5282,1531.5136,0.1523,白衣性愛情依存症,Nurse Love Addiction,,ストロベリーノーツ,白衣性愛情依存症 Nurse Love Addiction  ストロベリーノーツ,523,7.3000,7.3000,1802
3676,v17633,4264,-0.8356,-0.0534,-0.1419,-0.5720,4717.1925,1530.5372,-0.0565,姉と幼なじみは中がイイ！ ～「ニンベン」ついてないし…～,,,Confessions of a Netorare Girlfriend: From childhood friend's lover to hentai teacher's bitch wife,姉と幼なじみは中がイイ！ ～「ニンベン」ついてないし…～   Confessions of a Netorare Girlfriend: From childhood friend's lover to hentai teacher's bitch wife,115,7.3000,7.3000,1803
3800,v18147,4469,-0.4777,0.0486,0.0850,-0.0242,5721.7364,1619.5425,0.0054,間宮くんちの五つ子事情,,,,間宮くんちの五つ子事情   ,143,7.3000,7.3000,1804
3993,v18760,5734,1.9175,0.2742,0.5384,1.6558,5195.6145,1671.8806,0.2072,サクラノモリ†ドリーマーズ,Sakuranomori Dreamers,樱之杜†净梦者,,サクラノモリ†ドリーマーズ Sakuranomori Dreamers 樱之杜†净梦者 ,952,7.3000,7.3000,1805
4019,v18814,2164,1.2874,0.2348,0.4006,0.9451,11749.9841,1825.7866,0.1175,西暦2236年,2236 A.D.,,,西暦2236年 2236 A.D.  ,213,7.3000,7.3000,1806
4198,v19397,2703,1.0525,0.2892,0.4747,1.0321,8850.9362,1442.1856,0.1467,スチームプリズン,Steam Prison,,,スチームプリズン Steam Prison  ,522,7.3000,7.3000,1807
4370,v19974,4323,2.1164,0.3748,0.6838,1.6744,10133.9391,1672.0913,0.2338,仄暗き時の果てより,,来自昏暗的时间尽头,Natsu Yume Ya Wa\nThe Tails of a Midsummer Night's Dream,仄暗き時の果てより  来自昏暗的时间尽头 Natsu Yume Ya Wa The Tails of a Midsummer Night's Dream,142,7.3000,7.3000,1808
4638,v20972,687,-0.1557,0.1067,0.1426,0.1054,23751.7687,1623.6817,0.0149,,Heaven Will Be Mine,,"スタスカ, sutasuka,"," Heaven Will Be Mine  スタスカ, sutasuka,",123,7.3000,7.3000,1809
5194,v23079,4354,1.9897,0.1971,0.4116,1.3288,6367.1627,1499.7129,0.1532,元ヤン奥さんとギャル娘ちゃん,,,,元ヤン奥さんとギャル娘ちゃん   ,173,7.3000,7.3000,1810
5287,v23908,3212,-0.8309,-0.0008,-0.0103,-0.2912,7470.1669,1377.8872,-0.0127,空に刻んだパラレログラム,,,"スタスカ, sutasuka,","空に刻んだパラレログラム   スタスカ, sutasuka,",112,7.3000,7.3000,1811
5329,v24276,3876,-0.0859,0.0541,0.0952,0.0887,5347.6947,1390.5690,0.0177,妻が隠していたビデオ… ～元カレ寝取らせ観察記～,,,闇夜ト星ノ冥土館 ◆ぷにゅぷりXX◆\nYami Maid\nYtHnM\nやみよ,妻が隠していたビデオ… ～元カレ寝取らせ観察記～   闇夜ト星ノ冥土館 ◆ぷにゅぷりXX◆ Yami Maid YtHnM やみよ,197,7.3000,7.3000,1812
5644,v26238,4944,0.5789,0.1312,0.2605,0.6319,5169.8656,1324.4989,0.0867,巣作りカリンちゃん,Suzukuri Dungeon: Karin in the Mountain,,ブラザーズ コンフリクト\nBroCon\nブラコン,巣作りカリンちゃん Suzukuri Dungeon: Karin in the Mountain  ブラザーズ コンフリクト BroCon ブラコン,328,7.3000,7.3000,1813
5857,v27772,4447,1.2462,0.2303,0.4641,1.1364,7922.9557,1403.1059,0.1407,白詰指輪 ～四つ娘の花嫁 俺、全員選びました～,,,,白詰指輪 ～四つ娘の花嫁 俺、全員選びました～   ,123,7.3000,7.3000,1814
7056,v51838,995,0.7950,0.3092,0.4412,0.8410,25397.6587,2317.8896,0.1203,ファミコン探偵倶楽部 笑み男,Emio – The Smiling Man: Famicom Detective Club,Famicom侦探俱乐部 笑脸男ＥＭＩＯ,BLACKRAINBOW FANDISC 黒虹本2\n黒虹本2 FD\n黒虹本2 ファンディスク,ファミコン探偵倶楽部 笑み男 Emio – The Smiling Man: Famicom Detective Club Famicom侦探俱乐部 笑脸男ＥＭＩＯ BLACKRAINBOW FANDISC 黒虹本2 黒虹本2 FD 黒虹本2 ファンディスク,141,7.3000,7.3000,1815
4233,v19543,42,-1.9524,-0.4021,-0.4762,-1.0888,37997.9411,1512.6258,-0.1776,,Extracurricular Activities,,Tindere\nDickdere ~Offer Your Meat Stick To Me~, Extracurricular Activities  Tindere Dickdere ~Offer Your Meat Stick To Me~,31,7.2900,7.4700,1816
5323,v24230,3084,-0.2341,-0.0203,-0.0435,-0.1573,6905.4530,1347.7605,-0.0190,下々の生活を嗜むための集い ～無知で高貴なお嬢様は庶民の性活に興味津々～,,,,下々の生活を嗜むための集い ～無知で高貴なお嬢様は庶民の性活に興味津々～   ,32,7.2900,7.4600,1817
7027,v50113,1702,-0.0635,0.0030,0.0065,-0.0028,14541.9944,2367.7292,-0.0116,双天†恋姫‐至源の王‐,,,,双天†恋姫‐至源の王‐   ,33,7.2900,7.4600,1818
1169,v3358,2840,-0.6426,-0.1487,-0.2849,-0.6064,5733.8401,1321.2086,-0.0812,熟母喰い ～元グラドルのお母さん～,,,,熟母喰い ～元グラドルのお母さん～   ,39,7.2900,7.4200,1819
7026,v50099,87,-1.2989,-0.1426,-0.2529,-0.7875,41527.4920,1829.3990,-0.0913,SHTDN,SHTDN,,,SHTDN SHTDN  ,38,7.2900,7.4200,1820
929,v2297,2646,-0.3991,-0.0599,-0.1398,-0.3530,7088.9544,1678.2039,-0.0358,エルフの双子姫 ウィランとアルスラ「私はどうなってもいいから、お姉様には手を出さないで……！」,,,The unforgiving flowers blossom in the dead of night.,エルフの双子姫 ウィランとアルスラ「私はどうなってもいいから、お姉様には手を出さないで……！」   The unforgiving flowers blossom in the dead of night.,44,7.2900,7.4000,1821
6173,v29885,591,0.5719,0.1596,0.2386,0.4624,24618.1911,1792.1684,0.0515,,Pale Cachexia,,, Pale Cachexia  ,43,7.2900,7.4000,1822
2700,v12586,2654,-0.3580,-0.0814,-0.0852,-0.1567,8418.8281,1698.3664,-0.0316,淫堕の姫騎士ジャンヌ2～美姫転生～ 2つの世界でオーガの仔種を注がれ続ける物語～,,,,淫堕の姫騎士ジャンヌ2～美姫転生～ 2つの世界でオーガの仔種を注がれ続ける物語～   ,44,7.2900,7.3900,1823
4339,v19848,636,-0.2484,0.0019,0.0047,-0.0928,22660.2147,1810.2142,-0.0134,ニル・アドミラリの天秤 クロユリ炎陽譚,,,,ニル・アドミラリの天秤 クロユリ炎陽譚   ,45,7.2900,7.3900,1824
1634,v6393,2384,0.3427,0.1515,0.1921,0.2668,12992.8325,1945.6726,-0.0061,さくら色カルテット,,,,さくら色カルテット   ,46,7.2900,7.3800,1825
5392,v24627,2684,-0.6080,-0.0812,-0.2079,-0.5661,7133.1336,1124.6131,-0.0796,自宅警備員2,,,フォルテシモ エグゼス ネクステン ファーゼ,自宅警備員2   フォルテシモ エグゼス ネクステン ファーゼ,47,7.2900,7.3800,1826
5408,v24698,3283,-0.8934,-0.1706,-0.3415,-0.7991,4847.8811,1304.1291,-0.0992,膣内射精AV撮影 托卵男に子宮を明け渡す人妻弁護士 ～あなたの子供は堕ろしました～,,,,膣内射精AV撮影 托卵男に子宮を明け渡す人妻弁護士 ～あなたの子供は堕ろしました～   ,50,7.2900,7.3700,1827
6023,v28736,3304,1.0339,0.1692,0.3641,0.9098,8668.8110,1397.5025,0.1167,パパ活あやちゃんと種付けおじさん,,,Grabber: Grand Daughter Bondage Assault R*pe Acme Hell,パパ活あやちゃんと種付けおじさん   Grabber: Grand Daughter Bondage Assault R*pe Acme Hell,50,7.2900,7.3700,1828
4230,v19524,3407,0.6448,0.1343,0.2821,0.6248,7915.3091,1664.1152,0.0715,爆乳人妻メード ～癒され乳母孕ませの館～,,,Do You Like Hypnosis? -Entice the Idol's Urges-,爆乳人妻メード ～癒され乳母孕ませの館～   Do You Like Hypnosis? -Entice the Idol's Urges-,58,7.2900,7.3500,1829
5372,v24553,3871,-0.0969,0.0416,0.0744,0.0479,6272.4298,1305.8766,0.0063,メイドinウィッチライフ！ －館で始まるＨな魅了性活－,,,LILITH-IZM 07 - Pet of My Own,メイドinウィッチライフ！ －館で始まるＨな魅了性活－   LILITH-IZM 07 - Pet of My Own,56,7.2900,7.3500,1830
5499,v25328,3899,-0.1180,0.0674,0.1064,0.0607,6812.7898,1389.7644,0.0077,母性カノジョ2-知性 崩壊編-,,母性女友2 -理智 崩坏篇-,Take Me Instead\n彼の為に私が出来ること\nKare no Tame ni Watashi ga Dekiru Koto,母性カノジョ2-知性 崩壊編-  母性女友2 -理智 崩坏篇- Take Me Instead 彼の為に私が出来ること Kare no Tame ni Watashi ga Dekiru Koto,56,7.2900,7.3500,1831
6955,v47110,3152,1.0200,0.2357,0.4296,0.9214,11755.0927,2342.0380,0.1379,夕凪荘のＳ級の彼女たち 2,,,Onigokko! FD,夕凪荘のＳ級の彼女たち 2   Onigokko! FD,59,7.2900,7.3500,1832
1439,v5050,3717,-0.4485,-0.0614,-0.1359,-0.3667,5562.5061,1567.4318,-0.0531,HOUND -獣欲の買収者-,,,,HOUND -獣欲の買収者-   ,81,7.2900,7.3100,1833
2103,v9736,3691,0.4741,0.1443,0.2856,0.5954,6956.6395,1800.8043,0.0762,僕はキミだけを見つめる～I gaze at only you～,,,,僕はキミだけを見つめる～I gaze at only you～   ,80,7.2900,7.3100,1834
655,v1307,4877,0.6360,0.2873,0.5343,1.2477,7525.1610,1570.8898,0.1732,暁の護衛～プリンシパルたちの休日～,Guardians of Daybreak: A Day in the Life of the Ladies.,晓之护卫～主角们的休息日～,"Hanayaka Nari, Wa ga Ichizoku","暁の護衛～プリンシパルたちの休日～ Guardians of Daybreak: A Day in the Life of the Ladies. 晓之护卫～主角们的休息日～ Hanayaka Nari, Wa ga Ichizoku",462,7.2900,7.2900,1835
876,v2022,1277,-1.6641,-0.1413,-0.2952,-0.9205,11496.7292,1574.9642,-0.1444,Starry☆Sky ~in Summer~,,,And,Starry☆Sky ~in Summer~   And,182,7.2900,7.2900,1836
2195,v10249,5197,0.6839,0.0729,0.1666,0.5330,4742.8220,1602.4368,0.0643,カーラ The Blood Lord,,,,カーラ The Blood Lord   ,327,7.2900,7.2900,1837
2342,v10933,4081,-0.0056,0.1245,0.2198,0.2909,7330.2719,1777.6261,0.0424,Berry's,,,LRR!,Berry's   LRR!,126,7.2900,7.2900,1838
2945,v13912,2827,0.1326,0.1720,0.3237,0.6716,9731.7830,1679.3124,0.1015,BLAZBLUE CHRONOPHANTASMA,,,,BLAZBLUE CHRONOPHANTASMA   ,401,7.2900,7.2900,1839
