vid,appear
v17356,358
v17359,1
v17367,11
v17368,154
v17369,2463
v17376,5871
v17377,2842
v17378,1520
v17381,30
v17388,3073
v17391,3451
v17392,1597
v17394,37
v17395,1045
v17396,213
v17398,63
v17407,1561
v17408,7
v17421,1428
v17427,6086
v17428,1661
v17429,4090
v17430,934
v17432,56
v17433,431
v17460,6
v17461,1001
v17478,539
v17491,1246
v17492,2114
v17494,101
v17499,28
v17501,12
v17513,390
v17514,190
v17515,7459
v17516,5350
v17521,121
v17525,3
v17526,1
v17528,6
v17529,5
v17533,3
v17540,895
v17546,84
v17554,640
v17556,75
v17557,3185
v17558,380
v17559,471
v17560,1627
v17564,1448
v17565,62
v17568,154
v17572,667
v17588,2988
v17595,415
v17596,12
v17600,1592
v17601,3164
v17606,3012
v17609,72
v17613,1450
v17620,15
v17626,1790
v17627,1
v17628,342
v17630,3012
v17631,1841
v17632,3387
v17633,3794
v17634,1222
v17635,148
v17638,2657
v17639,322
v17640,1062
v17641,73
v17642,4658
v17647,818
v17649,126
v17651,2137
v17652,486
v17655,1432
v17659,1262
v17661,88
v17663,8
v17668,20
v17673,1
v17674,734
v17675,3157
v17688,22
v17689,1
v17690,73
v17691,1461
v17694,2009
v17695,94
v17696,140
v17697,233
v17698,6
v17699,3
v17700,100
v17701,252
v17702,1946
v17703,2275
v17705,7
v17708,4651
v17711,1025
v17712,314
v17713,12
v17714,2069
v17716,1468
v17718,2
v17719,1
v17722,174
v17726,1432
v17728,288
v17729,3057
v17730,130
v17731,571
v17734,8
v17741,1661
v17742,5154
v17743,1510
v17745,820
v17749,9
v17750,545
v17763,6835
v17769,2811
v17773,331
v17774,2123
v17779,963
v17780,65
v17790,4162
v17794,2971
v17797,2477
v17798,2871
v17802,68
v17803,47
v17809,303
v17810,666
v17813,25
v17821,414
v17823,7063
v17824,11
v17825,4448
v17826,1550
v17827,4883
v17828,3717
v17829,2061
v17832,12
v17835,3138
v17836,2298
v17839,559
v17843,4387
v17844,935
v17845,2808
v17846,3573
v17849,4509
v17851,4492
v17852,224
v17853,465
v17863,3878
v17865,4582
v17866,1802
v17867,1271
v17868,42
v17872,3436
v17873,681
v17874,320
v17875,7
v17883,269
v17884,3628
v17887,168
v17889,4
v17894,378
v17895,129
v17896,2431
v17897,4018
v17898,119
v17899,32
v17900,758
v17903,1290
v17904,2
v17908,16
v17909,2905
v17914,3338
v17915,2074
v17933,9
v17939,2313
v17940,985
v17941,1487
v17949,3165
v17951,460
v17956,5
v17959,1896
v17960,304
v17963,120
v17964,41
v17968,2
v17969,3202
v17971,421
v17972,4407
v17973,56
v17974,2784
v17978,2507
v17979,153
v17980,2673
v17981,3634
v17982,1189
v17983,1713
v17984,1724
v17985,2607
v17986,905
v17987,2293
v17988,2302
v17991,4635
v17992,2502
v17993,503
v17994,863
v17995,122
v17997,4014
v17998,2210
v17999,1633
v18002,3945
v18003,467
v18005,2582
v18006,269
v18007,469
v18008,2615
v18009,2228
v18011,49
v18012,2
v18016,2595
v18017,3
v18018,63
v18023,167
v18027,148
v18030,40
v18031,275
v18032,170
v18039,850
v18043,1133
v18044,110
v18045,92
v18046,261
v18047,3967
v18048,4
v18049,3872
v18056,1749
v18057,2233
v18058,357
v18059,163
v18060,1536
v18063,5
v18077,6057
v18078,310
v18081,78
v18087,167
v18090,2415
v18091,33
v18101,2
v18109,2298
v18110,1173
v18113,1067
v18115,2916
v18116,2
v18119,20
v18121,18
v18123,48
v18124,143
v18129,1280
v18130,2349
v18131,6262
v18138,639
v18140,1806
v18141,2622
v18142,1200
v18144,2278
v18145,1945
v18146,3551
v18147,3795
v18148,6867
v18149,5758
v18151,10
v18152,3012
v18153,289
v18154,5663
v18157,297
v18158,61
v18159,229
v18160,2359
v18161,176
v18162,1894
v18163,676
v18164,190
v18167,40
v18168,85
v18169,129
v18170,2078
v18171,297
v18172,3119
v18173,374
v18174,1187
v18175,2832
v18177,105
v18181,210
v18182,2082
v18183,1641
v18184,21
v18187,1771
v18188,2327
v18198,701
v18199,1125
v18202,551
v18203,106
v18206,44
v18207,560
v18208,170
v18211,214
v18212,126
v18213,60
v18214,268
v18216,189
v18218,16
v18219,1
v18237,452
v18238,70
v18239,12
v18240,4
v18241,1727
v18245,7
v18253,489
v18258,1752
v18259,4311
v18261,5204
v18267,2629
v18268,264
v18269,405
v18271,1735
v18272,2
v18273,299
v18274,1223
v18276,4006
v18279,5705
v18282,1222
v18283,4447
v18285,1673
v18286,809
v18287,1905
v18288,2012
v18289,1814
v18290,1739
v18291,298
v18292,315
v18293,81
v18295,282
v18296,552
v18303,179
v18304,387
v18307,149
v18314,1434
v18315,1999
v18316,184
v18317,1363
v18321,412
v18322,63
v18323,1866
v18324,361
v18325,414
v18334,5008
v18335,2448
v18336,830
v18337,4393
v18338,3031
v18339,869
v18342,400
v18343,357
v18344,5524
v18347,1784
v18348,2425
v18350,3
v18351,1945
v18352,6
v18353,5086
v18354,2266
v18360,2596
v18363,1405
v18365,17
v18367,2651
v18368,4138
v18369,70
v18372,649
v18373,196
v18375,7
v18376,833
v18377,436
v18381,3106
v18382,185
v18384,548
v18387,1393
v18390,46
v18391,2
v18392,1584
v18393,3406
v18394,1103
v18395,2969
v18396,2237
v18397,3349
v18398,96
v18399,16
v18400,151
v18401,158
v18404,54
v18407,4
v18408,803
v18412,7
v18413,136
v18414,331
v18415,305
v18419,1335
v18420,3308
v18421,18
v18422,21
v18423,134
v18425,812
v18426,2518
v18427,3649
v18428,461
v18429,1814
v18430,416
v18432,331
v18433,1702
v18439,552
v18440,24
v18441,2103
v18445,198
v18446,867
v18448,28
v18450,1048
v18451,27
v18453,1938
v18454,936
v18456,122
v18457,74
v18458,2568
v18459,797
v18460,1791
v18461,65
v18462,93
v18463,34
v18464,885
v18466,1
v18471,1
v18472,6
v18474,396
v18475,86
v18476,33
v18477,1683
v18478,141
v18479,67
v18481,10
v18482,84
v18485,47
v18486,6071
v18487,35
v18489,1617
v18490,316
v18493,6
v18494,12
v18495,5135
v18496,22
v18498,4821
v18538,674
v18540,2794
v18550,2046
v18552,64
v18553,1
v18554,1
v18555,1
v18557,551
v18562,20
v18563,75
v18564,412
v18565,98
v18567,1325
v18568,3429
v18569,631
v18570,2652
v18572,28
v18573,2314
v18574,330
v18575,47
v18576,622
v18580,2381
v18581,169
v18582,55
v18584,3118
v18585,379
v18586,595
v18587,412
v18588,2357
v18589,1943
v18590,1706
v18591,4061
v18594,130
v18595,1
v18596,108
v18601,464
v18603,103
v18604,40
v18607,30
v18608,2072
v18609,4
v18619,55
v18622,54
v18634,1688
v18635,3059
v18636,6568
v18641,528
v18642,12
v18643,1902
v18644,2141
v18645,2112
v18647,1
v18649,4052
v18650,3186
v18651,3463
v18654,1159
v18655,1148
v18656,403
v18657,1212
v18660,8
v18664,20
v18666,1369
v18670,2962
v18672,48
v18673,681
v18674,340
v18675,1255
v18676,492
v18678,1115
v18679,1
v18680,1
v18681,1662
v18682,1468
v18683,3782
v18684,58
v18685,2880
v18686,371
v18687,183
v18688,1425
v18689,1303
v18690,2660
v18692,38
v18694,5947
v18696,3110
v18698,2233
v18699,302
v18700,314
v18703,1791
v18704,3765
v18705,2476
v18706,445
v18707,1471
v18708,1382
v18709,1174
v18710,80
v18711,89
v18712,5263
v18713,7533
v18714,172
v18715,5
v18717,4532
v18718,434
v18719,2322
v18721,6216
v18722,2068
v18723,4082
v18724,2679
v18727,2690
v18728,1182
v18730,2887
v18733,1
v18734,4521
v18736,1934
v18738,1695
v18739,1789
v18740,1322
v18741,2197
v18742,4022
v18743,3
v18744,89
v18745,804
v18746,60
v18747,38
v18749,1415
v18750,995
v18751,982
v18752,1756
v18753,4674
v18754,827
v18755,2604
v18756,220
v18757,1319
v18758,2979
v18759,2592
v18760,5309
v18761,2425
v18762,2484
v18763,2540
v18766,5079
v18769,8
v18770,1851
v18772,24
v18773,228
v18774,988
v18777,154
v18778,6141
v18780,3878
v18781,5098
v18783,3441
v18786,3623
v18788,1
v18789,81
v18790,2913
v18791,6182
v18792,458
v18793,526
v18795,5148
v18796,1305
v18797,811
v18798,2053
v18800,2447
v18803,3472
v18806,5326
v18807,3726
v18809,1008
v18810,3306
v18812,4147
v18814,1308
v18816,33
v18819,2742
v18821,4
v18825,1043
v18827,28
v18828,82
v18830,4547
v18831,4129
v18833,220
v18834,760
v18835,16
v18836,892
v18837,5009
v18838,35
v18842,4811
v18845,55
v18846,875
v18849,2242
v18850,659
v18852,6709
v18855,2
v18859,340
v18860,1661
v18861,912
v18863,2225
v18865,315
v18869,5109
v18870,24
v18872,4413
v18873,1828
v18874,3021
v18875,2922
v18876,2876
v18877,100
v18881,1957
v18882,3462
v18883,100
v18885,691
v18887,213
v18888,3200
v18889,3614
v18890,1007
v18891,83
v18892,5
v18895,49
v18896,98
v18897,1127
v18898,719
v18901,213
v18902,3
v18903,44
v18904,219
v18905,757
v18906,2919
v18907,4341
v18908,2441
v18909,1237
v18910,254
v18911,1041
v18914,102
v18915,1553
v18918,1709
v18920,2337
v18921,1303
v18922,435
v18924,3422
v18926,702
v18927,4836
v18928,56
v18929,203
v18930,1312
v18932,52
v18933,90
v18935,776
v18941,1358
v18942,4156
v18943,63
v18944,434
v18945,133
v18947,762
v18948,1607
v18949,1658
v18951,1140
v18952,459
v18953,2801
v18955,104
v18956,4033
v18959,1454
v18960,887
v18963,2
v18969,1420
v18970,4718
v18971,1015
v18972,62
v18974,4505
v18975,73
v18976,760
v18977,47
v18978,9
v18990,819
v18991,131
v18992,141
v18994,4
v18996,36
v19001,175
v19002,4177
v19003,145
v19007,32
v19008,372
v19009,3276
v19011,835
v19012,359
v19014,1484
v19016,50
v19019,375
v19023,100
v19024,3626
v19025,69
v19027,321
v19028,161
v19029,216
v19030,205
v19031,1574
v19035,1679
v19036,466
v19037,1166
v19038,1
v19039,3191
v19042,3710
v19044,15
v19046,214
v19053,3731
v19058,22
v19061,16
v19062,30
v19065,217
v19066,77
v19067,3174
v19069,1267
v19070,259
v19071,370
v19072,4055
v19073,7520
v19074,4
v19075,141
v19076,255
v19077,99
v19078,1
v19080,339
v19082,95
v19083,51
v19084,32
v19085,121
v19088,559
v19089,21
v19090,3186
v19092,1115
v19094,23
v19095,600
v19096,3420
v19097,2736
v19098,605
v19099,1
v19101,239
v19102,4074
v19103,2412
v19104,2081
v19106,1602
v19107,715
v19110,121
v19111,230
v19113,11
v19118,1558
v19119,2660
v19120,528
v19122,2749
v19123,21
v19125,4887
v19128,1472
v19129,1422
v19131,715
v19132,227
v19133,3412
v19134,19
v19135,7
v19136,18
v19137,33
v19138,226
v19140,75
v19142,1486
v19143,12
v19144,41
v19147,28
v19150,4
v19151,1244
v19153,580
v19154,20
v19165,3063
v19166,1
v19167,298
v19168,123
v19169,2729
v19173,931
v19178,4660
v19182,6412
v19184,403
v19186,43
v19187,2205
v19188,82
v19189,4440
v19190,72
v19191,621
v19192,1548
v19193,2866
v19194,542
v19195,937
v19198,580
v19199,635
v19214,510
v19215,17
v19216,867
v19217,1
v19218,7
v19219,126
v19220,3459
v19221,113
v19222,2266
v19223,2409
v19229,639
v19230,4159
v19231,572
v19233,3891
v19234,1653
v19236,2131
v19237,1
v19238,1232
v19240,12
v19241,2
v19242,12
v19243,571
v19245,2466
v19246,266
v19247,119
v19248,2462
v19249,1729
v19250,1509
v19251,1951
v19255,1
v19256,743
v19257,1940
v19260,3060
v19261,249
v19262,45
v19263,298
v19264,141
v19265,93
v19266,30
v19268,77
v19269,2134
v19271,388
v19272,2649
v19273,2836
v19274,1957
v19275,1058
v19276,50
v19280,405
v19281,2867
v19282,155
v19283,640
v19285,995
v19286,1188
v19287,809
v19288,140
v19289,2734
v19290,109
v19293,4069
v19294,2861
v19297,298
v19298,114
v19299,4
v19300,937
v19301,31
v19302,5367
v19304,191
v19305,2
v19307,615
v19309,1033
v19310,30
v19311,2105
v19314,178
v19315,317
v19316,1
v19318,3022
v19319,4087
v19320,2469
v19321,391
v19322,2789
v19323,5
v19324,478
v19326,1855
v19335,18
v19338,4
v19342,372
v19344,1
v19345,6479
v19346,2408
v19347,3931
v19348,169
v19349,1387
v19350,1682
v19352,2862
v19355,1970
v19365,3778
v19366,166
v19368,155
v19369,2321
v19370,85
v19372,4630
v19373,1066
v19378,971
v19382,2896
v19383,502
v19384,34
v19385,6668
v19387,2983
v19388,3207
v19389,311
v19391,4917
v19392,21
v19396,686
v19397,2048
v19398,23
v19399,2239
v19401,2570
v19405,236
v19406,103
v19411,46
v19420,1327
v19426,468
v19427,4273
v19429,164
v19433,154
v19441,906
v19442,33
v19443,82
v19444,6480
v19445,1320
v19446,3903
v19447,2790
v19448,1
v19451,40
v19452,2273
v19453,3526
v19454,418
v19455,346
v19456,409
v19459,78
v19463,3878
v19465,3444
v19467,797
v19470,1334
v19471,455
v19472,11
v19474,1061
v19483,61
v19484,10
v19487,65
v19491,507
v19492,19
v19493,2185
v19494,3214
v19495,3887
v19496,1482
v19497,880
v19498,10
v19499,1831
v19500,67
v19501,344
v19506,1021
v19513,4988
v19514,1
v19515,37
v19516,2772
v19518,35
v19519,113
v19524,2249
v19525,605
v19526,36
v19530,1113
v19531,415
v19535,339
v19536,2540
v19540,8
v19541,634
v19542,535
v19543,31
v19544,3022
v19545,2675
v19546,1811
v19548,3347
v19549,260
v19553,97
v19554,618
v19555,119
v19556,45
v19558,1026
v19559,950
v19560,3304
v19561,1
v19562,9
v19564,3708
v19570,1041
v19572,153
v19573,1750
v19574,2564
v19575,2
v19577,8
v19579,1412
v19581,2
v19583,3501
v19584,480
v19585,63
v19587,3852
v19588,1236
v19589,2030
v19590,380
v19592,4228
v19593,224
v19595,3123
v19598,226
v19600,4329
v19603,4
v19604,2126
v19605,2209
v19607,2786
v19608,2212
v19609,3564
v19611,1548
v19612,4870
v19614,1382
v19615,372
v19616,1285
v19617,644
v19618,275
v19619,1892
v19620,3712
v19621,459
v19622,654
v19623,3499
v19624,453
v19625,766
v19626,294
v19627,777
v19628,2690
v19629,1507
v19630,29
v19631,40
v19632,201
v19634,5798
v19636,43
v19637,206
v19638,296
v19640,2119
v19641,14
v19643,111
v19644,4593
v19645,361
v19646,2364
v19648,4
v19649,1995
v19651,2395
v19652,2926
v19653,440
v19654,2406
v19655,232
v19656,2219
v19657,1262
v19658,3780
v19659,804
v19661,3579
v19662,3854
v19663,1182
v19665,196
v19666,9
v19667,1
v19668,1
v19673,861
v19675,263
v19676,1060
v19677,1
v19678,3
v19680,5
v19681,361
v19682,732
v19683,414
v19684,3806
v19686,4045
v19687,4456
v19688,2601
v19689,1
v19692,15
v19693,992
v19695,1389
v19696,51
v19697,24
v19701,295
v19704,136
v19705,123
v19706,20
v19707,1238
v19710,147
v19711,1022
v19712,2858
v19713,3306
v19714,2639
v19715,913
v19716,333
v19717,3
v19718,248
v19719,1957
v19720,1395
v19721,3457
v19724,1
v19725,1858
v19726,569
v19728,543
v19729,124
v19732,10
v19733,491
v19735,1996
v19736,438
v19737,2225
v19740,2250
v19741,286
v19743,309
v19744,2030
v19746,71
v19749,6
v19751,850
v19753,1
v19755,2534
v19756,55
v19759,735
v19761,7
v19762,1557
v19763,1795
v19764,234
v19765,4276
v19766,1391
v19768,1967
v19769,4849
v19770,1583
v19771,2203
v19773,4978
v19775,409
v19778,111
v19780,80
v19781,14
v19782,76
v19783,18
v19784,58
v19786,27
v19788,70
v19789,51
v19790,2665
v19792,3100
v19794,86
v19796,93
v19798,10
v19800,14
v19801,50
v19806,443
v19810,4239
v19811,43
v19812,111
v19814,343
v19817,1021
v19818,455
v19822,31
v19824,4489
v19825,33
v19826,448
v19828,1
v19829,6352
v19830,4847
v19831,1275
v19834,1730
v19837,410
v19839,195
v19841,5191
v19842,2258
v19843,3010
v19844,101
v19845,1736
v19846,1422
v19847,154
v19848,328
v19849,209
v19850,944
v19851,229
v19853,81
v19855,118
v19856,1474
v19857,3316
v19858,48
v19859,5
v19860,1
v19861,235
v19863,1903
v19866,11
v19872,387
v19875,1042
v19878,949
v19881,403
v19883,1
v19886,45
v19887,37
v19888,14
v19889,236
v19890,191
v19893,42
v19901,25
v19902,1980
v19903,1902
v19904,498
v19905,4178
v19907,1
v19908,3597
v19909,8
v19912,2405
v19913,26
v19914,2175
v19915,184
v19916,9
v19917,68
v19918,588
v19925,3906
v19926,4264
v19929,2030
v19931,17
v19933,4
v19934,34
v19937,2729
v19938,2536
v19943,1103
v19944,2639
v19946,634
v19950,242
v19951,1237
v19952,218
v19953,754
v19954,1
v19955,4683
v19959,1272
v19963,1309
v19964,4549
v19968,140
v19969,34
v19974,3042
v19981,3369
v19982,4483
v19983,328
v19986,474
v19987,2610
v19988,2750
v19989,1618
v19990,394
v19991,1054
v19992,1
v19996,1333
v20000,206
v20001,1401
v20002,3072
v20003,3900
v20006,1926
v20008,59
v20009,46
v20010,26
v20011,1212
v20012,612
v20013,262
v20016,2602
v20020,53
v20022,212
v20023,7
v20027,2190
v20029,432
v20030,194
v20031,19
v20032,1583
v20041,5
v20042,61
v20043,856
v20047,2928
v20051,1
v20053,79
v20058,126
v20060,4
v20061,1
v20062,4848
v20063,359
v20064,1872
v20066,798
v20067,1225
v20069,371
v20070,276
v20071,303
v20072,275
v20073,847
v20075,581
v20076,14
v20077,179
v20079,1328
v20083,4
v20088,1577
v20089,2933
v20090,18
v20091,251
v20092,437
v20093,20
v20094,12
v20095,1591
v20097,726
v20099,19
v20102,14
v20103,1259
v20104,97
v20105,4075
v20106,3492
v20107,21
v20109,26
v20110,45
v20113,29
v20115,306
v20116,138
v20117,597
v20122,543
v20124,269
v20128,227
v20131,4
v20132,410
v20134,5
v20135,6
v20136,3168
v20137,906
v20139,426
v20140,1878
v20141,1
v20144,4716
v20146,3
v20147,34
v20148,5335
v20152,7
v20157,47
v20159,2159
v20160,2
v20161,5483
v20164,844
v20165,168
v20167,1136
v20168,3560
v20169,1026
v20170,4637
v20171,1965
v20172,4414
v20173,3155
v20175,1
v20177,423
v20179,204
v20180,314
v20185,1931
v20186,997
v20187,68
v20188,1038
v20189,584
v20191,1204
v20193,355
v20194,4097
v20196,3587
v20198,3589
v20199,45
v20200,924
v20201,1905
v20202,1477
v20203,1
v20204,1145
v20208,10
v20213,25
v20214,506
v20216,36
v20217,2
v20218,1650
v20220,2665
v20221,8
v20222,779
v20223,241
v20225,27
v20226,311
v20227,3860
v20228,5210
v20231,533
v20232,5556
v20237,4
v20243,728
v20244,7
v20249,11
v20250,1912
v20251,892
v20254,14
v20256,2770
v20257,2787
v20258,14
v20260,305
v20261,1971
v20264,3687
v20266,2
v20267,20
v20268,89
v20270,116
v20271,1
v20272,63
v20273,850
v20275,393
v20276,727
v20277,894
v20278,10
v20281,30
v20283,265
v20284,1131
v20285,1669
v20286,1803
v20292,3441
v20293,1
v20295,572
v20297,2418
v20300,3
v20302,35
v20305,978
v20306,253
v20309,2
v20313,87
v20314,3060
v20315,3291
v20316,125
v20317,1364
v20318,305
v20319,1587
v20320,313
v20321,524
v20325,1415
v20326,159
v20330,6021
v20333,20
v20335,8
v20336,14
v20337,2904
v20339,2922
v20340,1329
v20341,1440
v20343,6
v20344,6
v20345,5
v20346,5
v20347,444
v20348,1174
v20349,7
v20351,3
v20352,2
v20353,2051
v20354,1553
v20357,4683
v20361,1713
v20363,2851
v20364,3614
v20365,1779
v20366,44
v20367,5406
v20368,2955
v20369,4302
v20370,2032
v20371,9
v20372,621
v20373,922
v20374,349
v20375,2590
v20378,2601
v20379,1941
v20380,271
v20381,1762
v20382,1494
v20383,670
v20384,682
v20385,23
v20386,2753
v20387,243
v20389,2674
v20393,61
v20394,21
v20397,45
v20398,428
v20400,385
v20401,924
v20402,332
v20404,891
v20406,4751
v20408,379
v20410,1025
v20411,3254
v20412,4
v20414,111
v20415,169
v20416,3789
v20418,5221
v20422,416
v20423,767
v20424,5963
v20427,48
v20428,241
v20429,4582
v20430,1300
v20431,3414
v20432,1878
v20433,5330
v20436,10
v20438,11
v20440,157
v20443,245
v20444,2447
v20445,1
v20448,81
v20449,991
v20452,17
v20453,1894
v20454,3
v20457,43
v20458,65
v20459,17
v20461,300
v20462,100
v20463,463
v20464,5494
v20469,2051
v20470,3848
v20471,3504
v20472,216
v20473,17
v20474,9
v20475,21
v20476,79
v20478,188
v20480,16
v20484,4056
v20485,6
v20486,432
v20487,1698
v20488,3794
v20490,2835
v20491,3827
v20492,139
v20495,2120
v20496,1782
v20497,1806
v20498,1879
v20501,1910
v20507,89
v20508,14
v20509,51
v20510,1022
v20515,4645
v20516,17
v20517,3815
v20518,13
v20519,785
v20521,3245
v20522,550
v20524,3721
v20525,237
v20527,3302
v20529,25
v20533,276
v20534,3744
v20535,762
v20536,1885
v20538,889
v20539,815
v20540,1048
v20542,644
v20543,182
v20544,220
v20545,253
v20551,1
v20556,558
v20558,11
v20561,782
v20563,4
v20574,3814
v20577,232
v20580,3128
v20581,116
v20583,2385
v20585,171
v20591,2849
v20592,2778
v20598,5601
v20599,5383
v20600,4815
v20601,4547
v20602,4328
v20603,3243
v20604,2657
v20608,40
v20609,182
v20613,14
v20614,239
v20615,1
v20619,31
v20621,5
v20622,5472
v20623,1909
v20624,2882
v20626,1865
v20629,58
v20630,628
v20632,67
v20634,184
v20637,1248
v20638,1
v20646,902
v20649,9
v20650,2833
v20652,26
v20656,685
v20657,68
v20658,248
v20660,491
v20663,3431
v20664,58
v20665,901
v20667,2707
v20668,807
v20669,279
v20671,30
v20672,3088
v20673,1
v20679,474
v20680,2136
v20681,3449
v20684,2454
v20687,144
v20688,266
v20689,4236
v20690,18
v20692,278
v20693,7
v20695,3108
v20701,1002
v20702,260
v20705,359
v20717,190
v20720,435
v20721,1
v20723,79
v20724,335
v20726,50
v20727,1168
v20728,243
v20729,913
v20730,184
v20731,864
v20732,128
v20733,29
v20734,3806
v20739,616
v20741,109
v20744,1040
v20747,82
v20750,60
v20756,2
v20760,5063
v20763,5298
v20767,193
v20769,2089
v20786,11
v20790,1040
v20793,3157
v20795,4849
v20798,35
v20799,754
v20801,1697
v20802,4513
v20805,3
v20806,22
v20807,67
v20808,1569
v20812,158
v20813,5
v20829,71
v20831,236
v20832,2879
v20833,3248
v20837,828
v20838,2877
v20839,72
v20840,137
v20842,131
v20846,2206
v20847,3570
v20853,1663
v20854,1479
v20855,2547
v20856,11
v20859,92
v20860,4657
v20861,323
v20862,2123
v20863,71
v20864,370
v20868,2201
v20869,816
v20870,1024
v20871,260
v20875,1689
v20876,1426
v20877,110
v20878,1625
v20892,1854
v20893,1754
v20895,17
v20900,1006
v20901,1640
v20907,3002
v20908,3490
v20909,1036
v20912,20
v20915,360
v20918,25
v20920,355
v20926,13
v20928,2106
v20931,2338
v20934,865
v20935,962
v20938,2338
v20939,45
v20940,2320
v20941,2397
v20948,94
v20950,600
v20956,237
v20958,719
v20959,31
v20960,27
v20964,1341
v20966,4036
v20967,1418
v20968,568
v20970,109
v20972,387
v20973,237
v20975,3872
v20980,3120
v20981,607
v20983,19
v20986,1
v20989,30
v20990,4012
v20991,3
v20992,31
v20993,75
v20996,3042
v20997,59
v20998,6
v20999,4
v21001,37
v21002,38
v21003,172
v21007,3685
v21008,298
v21009,1252
v21010,18
v21012,210
v21013,484
v21014,385
v21017,366
v21019,857
v21020,2027
v21024,5
v21025,306
v21029,3
v21031,2
v21033,179
v21034,1
v21036,133
v21037,103
v21046,22
v21047,74
v21049,16
v21050,27
v21054,232
v21056,29
v21061,74
v21062,303
v21064,1
v21065,44
v21067,266
v21068,2527
v21069,709
v21070,124
v21071,116
v21072,1672
v21073,2969
v21074,3
v21075,392
v21080,1477
v21083,20
v21084,9
v21085,487
v21087,2064
v21088,61
v21094,103
v21100,5
v21101,18
v21102,2
v21103,374
v21107,1094
v21108,527
v21112,122
v21113,25
v21114,16
v21116,4276
v21117,17
v21118,183
v21119,4
v21120,1016
v21121,1248
v21122,2505
v21123,1975
v21124,75
v21126,7
v21132,7
v21133,362
v21136,458
v21137,1415
v21139,242
v21140,102
v21141,34
v21142,3631
v21144,1120
v21145,2385
v21147,2604
v21148,2756
v21149,1139
v21152,176
v21153,8
v21155,455
v21156,3182
v21157,3215
v21160,31
v21161,2693
v21165,3
v21166,223
v21167,202
v21168,159
v21169,3
v21170,2536
v21171,3170
v21172,1537
v21173,23
v21174,1445
v21176,151
v21177,1047
v21178,6067
v21179,104
v21180,2533
v21183,3858
v21184,2815
v21185,4394
v21186,2468
v21187,1302
v21188,2898
v21189,202
v21190,3795
v21191,271
v21192,1335
v21195,71
v21196,430
v21199,2229
v21200,293
v21201,1979
v21202,889
v21207,41
v21208,40
v21209,111
v21210,4
v21211,1
v21212,34
v21213,1996
v21214,2249
v21217,25
v21220,11
v21225,2061
v21230,22
v21232,4388
v21233,1118
v21234,966
v21235,8
v21236,16
v21239,3721
v21245,22
v21247,1435
v21249,5
v21252,9
v21254,1807
v21255,465
v21258,1825
v21259,7
v21260,2
v21261,1388
v21265,4032
v21266,644
v21267,1638
v21268,254
v21269,638
v21270,86
v21271,1455
v21272,756
v21273,1517
v21276,88
v21277,2919
v21278,1999
v21279,3745
v21281,1473
v21282,892
v21283,154
v21286,25
v21287,2714
v21289,4850
v21290,1380
v21291,1154
v21292,1704
v21293,1895
v21294,761
v21295,2905
v21296,8
v21300,4572
v21301,1085
v21302,279
v21303,178
v21304,127
v21305,2088
v21306,81
v21309,36
v21311,97
v21315,9
v21321,2060
v21322,137
v21328,1774
v21329,1
v21330,706
v21331,31
v21332,8
v21333,16
v21335,140
v21336,570
v21338,215
v21343,419
v21345,6
v21346,4109
v21347,1355
v21349,483
v21353,816
v21355,4197
v21356,2198
v21357,845
v21365,558
v21366,1167
v21367,246
v21369,9
v21370,48
v21373,216
v21374,2878
v21375,14
v21376,32
v21381,1925
v21383,912
v21384,1334
v21385,319
v21390,78
v21391,909
v21392,9
v21393,2709
v21394,1332
v21395,1643
v21400,59
v21401,4250
v21403,4
v21405,3541
v21406,63
v21407,2420
v21408,302
v21410,629
v21411,3547
v21412,13
v21414,3472
v21416,12
v21418,733
v21421,150
v21426,1935
v21427,38
v21428,558
v21429,5457
v21432,4212
v21433,578
v21434,421
v21435,1232
v21436,3473
v21438,4491
v21439,2229
v21441,36
v21442,18
v21451,13
v21452,5
v21455,2789
v21457,2110
v21458,5614
v21459,1359
v21460,48
v21461,35
v21462,1795
v21463,55
v21464,2172
v21465,5228
v21466,1661
v21472,674
v21474,5368
v21475,175
v21476,8
v21479,54
v21480,1382
v21481,36
v21486,2
v21490,23
v21491,71
v21492,2
v21493,1373
v21494,1608
v21495,3069
v21496,4743
v21497,78
v21498,716
v21499,2230
v21501,1832
v21502,343
v21505,441
v21510,54
v21511,456
v21514,33
v21517,2709
v21519,366
v21520,1245
v21521,1109
v21522,27
v21523,5562
v21524,1701
v21525,986
v21527,3340
v21528,5047
v21529,7052
v21530,3983
v21531,846
v21532,1707
v21533,3222
v21534,2173
v21535,2891
v21536,1152
v21537,1467
v21538,171
v21539,72
v21541,1
v21544,19
v21546,9
v21550,474
v21552,7573
v21557,1993
v21558,57
v21560,115
v21561,71
v21563,2919
v21564,314
v21574,2051
v21575,3166
v21576,1066
v21577,1802
v21579,1079
v21580,1
v21583,3424
v21584,442
v21586,197
v21587,2
v21592,21
v21595,1
v21614,320
v21616,14
v21620,4066
v21622,166
v21630,343
v21638,11
v21644,1641
v21645,3277
v21646,1539
v21647,2718
v21649,286
v21653,415
v21655,42
v21659,75
v21661,363
v21663,2587
v21664,705
v21666,805
v21667,4926
v21668,5919
v21669,2912
v21671,5
v21672,697
v21674,53
v21675,3839
v21676,5517
v21679,14
v21680,1
v21681,884
v21690,4803
v21691,18
v21692,11
v21693,7
v21694,5
v21695,224
v21701,40
v21705,275
v21706,1719
