vid,title_ja,title_zh,c_votecount,c_rating,cnt,char_names
6438,D.C.III ～ダ・カーポIII～,,1081,7.49,2,葛木姫乃;リッカ・グリーンウッド
6477,Once more Again,,3,,2,悠木柚;水沢奈未
5409,D.C.Dream X’mas～ダ・カーポ～ドリームクリスマス,,55,7.11,2,白河ことり;白河ななか
5538,となりのお姉さん,,9,6.89,2,佐伯今日子;佐伯明日香
5629,Bye,,4,,2,椎名瑞穂;新庄瑠璃
5716,Milkyway,,8,6.22,2,結城倫;鷹梨千尋
5871,すきま桜とうその都会,隙间樱花与谎言都市,149,7.26,2,春日井咲良;橘花珠
5961,海道,,15,6.97,2,木之下純;相澤しのぶ
6080,魔女っこ de’GO♪GO♪～ポールとミラ☆クル大作戦～,,6,6.81,2,春風くるみ;湊みらい
4985,Cafe Sourire,,66,7.22,2,水島芹花;荻原杏子
13630,サキガケ⇒ジェネレーション！,,155,7.58,2,敷島なつめ;海棠璃々子
13865,IS＜インフィニット・ストラトス＞2 イグニッション・ハーツ,,14,7.08,2,凰鈴音;篠ノ之箒
12724,月下之煌,,6,6.84,2,暁;ユエ
12992,あまたらすリドルスター,,471,6.56,2,有栖結愛;雪白みう
17823,ワガママハイスペック,娇蛮任性HIGHSPEC,2683,7.24,2,鳴海兎亜;宮瀬未尋
17872,罪ノ光ランデヴー,罪之光Rendezvous,141,7.3,2,真澄あい;水園円来
18170,QUINTUPLE☆SPLASH,,60,7.01,2,三郷みお;美野里巴
18354,発情インフレーション 〜気になるあの子の淫れスイッチ〜,,53,6.37,2,綾崎七花;美綴伊織
16658,箱庭の学園,箱庭的学园,370,5.83,2,古都莉緒;佐倉綾奈
16700,Closed GAME,,476,6.46,2,セリシア・ロックハート;セリーヌ・ヴァルシーナ
16921,IS＜インフィニット・ストラトス＞2 ラブ アンド パージ,,7,7.02,2,凰鈴音;篠ノ之箒
17568,闘神都市 ＧＩＲＬＳ ＧＩＦＴ ＲＰＧ,,22,6.64,2,瑞原葉月;セレーナ・フレイズ
17651,キミのとなりで恋してる！ 〜 The Respective Happiness 〜,慕情之心今随君作伴 ~The Respective Happiness~,108,7.7,2,星野なぎさ;小松莉奈
17743,D.C.III With You ～ダ・カーポIII～ ウィズユー,,66,7.65,2,葛木姫乃;リッカ・グリーンウッド
17790,嫁探しが捗りすぎてヤバい。,,249,7.63,2,八神瀬里香;八神甘夏
16103,鯨神のティアスティラ,鲸神的Tearstilla,126,7.43,2,成海真莉音;上遠野恵那
1203,パンドラの夢,,52,7.35,2,永源寺実紀;源陽詩美
1281,アマガミ,圣诞之吻,605,8.04,2,桜井梨穂子;棚町薫
1284,メモリーズオフ～ピュア～,,46,6.76,2,桧月彩花;今坂唯笑
1335,スズノネセブン！,,63,7.17,2,鷹取柚子里;三峰美奈都
1340,モノごころ、モノむすめ。,,51,6.99,2,向塚茉莉音;葉月メノウ
1047,片恋いの月えくすとら,,21,7.04,2,初瀬香津美;榊渚
1052,コンチェルトノート,,96,7.67,2,神凪莉都;夕月小夜璃
1075,片恋いの月,,24,7.05,2,初瀬香津美;榊渚
1113,てのひらを、たいように,,18,7.31,2,佐倉穂;吉野美花
1151,Myself;Yourself,,38,6.81,2,八代菜々香;星野あさみ
1152,メモリーズオフ,秋之回忆,178,7.3,2,桧月彩花;今坂唯笑
1181,W.L.O. 世界恋愛機構,,99,7.51,2,久坂愛奈;早川優梨子
3859,さくらビットマップ,,61,7.54,2,水原小春;桧山璃子
3924,Reunion～3日間だけのプチ同棲～,,30,6.73,2,椎野契;岼乃由姫
3938,黄昏のシンセミア,黄昏的禁忌之药,390,7.96,2,皆神さくや;春日いろは
3940,Green Strawberry,,9,6.6,2,諏訪美風;藤村桜子
3999,プリズム☆ ま～じカル PRISM Generations！,,16,6.96,2,御巫伊吹;和知百合
4028,恋と選挙とチョコレート,恋爱与选举与巧克力,2959,7.33,2,住吉千里;東雲皐月
2934,フェイクアズール・アーコロジー,,35,7.24,2,織倉莉音;天御輝
2939,ク・リトル・リトル ～魔女の使役る、蟲神の触手～,,59,6.69,2,オーガスト;加藤兎子
2959,星空のメモリア Eternal Heart,星空的记忆 Eternal Heart,750,7.6,2,南星明日歩;乙津夢
2968,星空へ架かる橋,,360,7.01,2,日向伊吹;神本円佳
2525,Grope ～闇の中の小鳥たち～,,24,6.68,2,桃瀬吹雪;阿久津魔亜子
2622,幼なじみは大統領 My girlfriend is the PRESIDENT.,幼驯染成了大总统,3505,7.03,2,桜濱雪乃;三芳蘭
16320,ヤンデレラ,病娇灰姑娘,531,5.8,2,ほのか;ひなた
16397,ミライカノジョ,,90,7.01,2,垣屋小雪;瀬名乃々華
16407,Golden Marriage -Jewel Days-,,88,7.66,2,一条寺透子;マリーカ・フォン・ヴィッテルスバッハ
15438,1/7の魔法使い,,48,6.68,2,東雲優希;神埼えま
15492,デーモンバスターズ ～えっちなえっちなデーモン退治～,,108,7.14,2,陽名田愛;黒峰とも子
15499,ニセコイ ヨメイリ!?,,31,7.15,2,小野寺小咲;橘万里花
15870,キミのとなりで恋してる！,慕情之心今随君作伴,228,7.16,2,星野なぎさ;小松莉奈
20663,年下限定ヌキ×2シェアハウス～搾られ共同性活～,,59,6.7,2,高城葵;橘冬音
21073,ヤミと祝祭のサンクチュアリ,,65,7.14,2,姫神亜梨栖;綺堂悠里
21279,まおてん,,115,7.43,2,春名梨多;地遊尼ゆうり
21343,君が望む真愛,,71,7.26,2,御剣冥夜;鑑純夏
21414,純情化憐フリークス！,,92,7.18,2,庚静海;柳川幽香
20261,ナツイロココロログ～Happy Summer～,,52,7.55,2,常磐久遠;七国小都音
20471,水葬銀貨のイストリア,,310,7.72,2,煤ヶ谷小夜;茅ヶ崎夕桜
20491,桜ひとひら恋もよう,樱花片落恋模样,269,7.09,2,上川紗矢;高澤美綾
20524,ワガママハイスペック OC,,327,7.78,2,鳴海兎亜;宮瀬未尋
20527,Tropical Liquor,,444,5.19,2,ナオミ;エリカ
19372,はるるみなもに!,,161,7.6,2,山神水緒里;松房英麻
22308,君と目覚める幾つかの方法,,61,7.27,2,八雲舞花;京橋みこと
22312,Pure Marriage  ～赤い糸物語 ハーレム編～,,40,6.78,2,星ヶ丘まどか;広原・Ｄ・セリカ
22583,二人と始める打算的なラブコメ,图谋不轨的恋爱,99,7.24,2,帝堂白雪;佐倉希乃
22610,白恋サクラ＊グラム,白恋Sakura ＊ Gram,62,7.36,2,久遠寺一葉;神咲エリサ
22726,家の恋人,,247,7.29,2,チカ;ユリ
21465,絆きらめく恋いろは,牵绊闪耀的恋之伊吕波,485,7.47,2,上和泉桜夜;朱雀院椿
21852,金色ラブリッチェ,金辉恋曲四重奏,3419,8.17,2,シルヴィア・ル・クルスクラウン・ソルティレージュ・シスア;僧間理亜
21894,リアルエロゲシチュエーション！Ｈ×３,,111,7.36,2,里神ゆり;鳥居卯衣
21903,恋ニ、甘味ヲソエテ,尚有佳蜜伴恋心,788,6.64,2,庭坂莉良;汐ノ宮璃貝
22013,はぴねす！2 Sakura Celebration,Happiness! 2 樱花盛典,160,7.27,2,桐ヶ谷璃乃;九重楓子
1752,愛姉妹～どっちにするの!!～,,18,6.88,2,本多静流;本多優奈
1917,孕ら☆みん!! ～催眠中だし子づくり宣言～,,118,6.67,2,小泉とうあ;雛凪つむじ
1966,メモリーズオフ -フェスタ-,,10,6.72,2,桧月彩花;今坂唯笑
1388,LEAVEs.,,317,6.09,2,曳山未梨;市村冬樺
1461,晴れハレはーれむ,,31,6.57,2,秋山琴子;南沢優子
1474,星空のメモリア-Wish upon a shooting star-,星空的记忆 -Wish upon a shooting star,5561,7.79,2,南星明日歩;乙津夢
1195,姫狩りダンジョンマイスター,,371,7.64,2,コレット;ブリジット
19446,ご主人様、メイド服を脱がさないで。,,71,7.04,2,財前千夏;成瀬心姫
19495,小悪魔発育チュ～！,,68,7.15,2,深山りな;天瀬輝
19644,トリノライン,特里诺兰,621,6.55,2,宮風夕梨;紬木沙羅
19713,夏彩恋唄,夏彩恋歌,122,7.09,2,小鳥遊光;諏訪紫苑
18670,ナツイロココロログ,,128,7.43,2,常磐久遠;七国小都音
18931,純白天使ホーリィホワイティ ～負けて、辱められても…私は諦めない～,,1,,2,佐伯七海;朝倉こずえ
19133,春音アリス＊グラム,春音Alice＊Gram,168,7.35,2,久遠寺一葉;神咲エリサ
44195,コイバナ恋愛,八卦恋爱,199,7.61,2,安達千依;夕暮常夜
45479,恋とHしかしていない！,,32,6.75,2,幸崎リリカ;倉之園祝
50416,ジュエリー・ナイツ・アルカディア -The ends of the world-,月映宝石乡 -星沈碧落万物喑-,93,7.91,2,ミリア・メーレンドルフ;ルビイ
52377,春夏の季節,,0,,2,苑田春夏;咲坂あや乃
256,あねいも2～Second Stage～,,60,7.42,2,霧島深月;霧島皐月
34136,同級生,同级生,828,7.11,2,黒川さとみ;桜木舞
37851,清楚系双子アイドルの裏事情　～俺だけが知る淫らな二人～,,46,7.13,2,神雛美月;神雛美星
38052,けれど輝く夜空のような,,0,,2,水無月瑛;川原瑞音
42263,病みつきヤンデレハーレム！,,55,6.66,2,葛美愛;白咲純恋
28985,アイキス2,,87,7.36,2,三枝アヤメ;三枝ヒナタ
30168,天翼のアスクレイン,,29,6.82,2,照景院紗耶香;片瀬川貴理梨
421,Sugar+Spice!,,36,7.07,2,深山藍衣;深山彩弥
422,Sugar+Spice! Party☆Party,,15,7.16,2,深山藍衣;深山彩弥
84,車輪の国、悠久の少年少女,"车轮之国, 悠久之少年少女",2017,7.55,2,日向夏咲;三ツ廣さち
461,まいにち好きして,,3,,2,安藤暖花;安藤雪音
57,車輪の国、向日葵の少女,车轮之国，向日葵的少女,6637,8.15,2,日向夏咲;三ツ廣さち
472,冷徹冷静しかして×××！！,,12,5.79,2,城前叢;武宮妃奈
257,あねいも2 H's,,29,7.27,2,霧島深月;霧島皐月
266,D.C.II ～ダ・カーポII～,,1872,7.6,2,月島小恋;白河ななか
23,いつか、届く、あの空に。,终有一日愿遂彼空,211,7.62,2,唯井ふたみ;桜守姫此芽
313,Aries -アリエス-,,8,6.1,2,佐倉いなほ;山岡あきら
384,D.C.II Spring Celebration ～ダ・カーポII～ スプリング セレブレイション,,77,7.37,2,月島小恋;白河ななか
5,リトルバスターズ！,Little Busters!,8588,8.63,2,棗鈴;朱鷺戸沙耶
56342,記憶の鍵盤,记忆的琴键,29,6.74,2,天音沙里;橘絵莉
404,マブラヴ サプリメント,,437,6.6,2,御剣冥夜;鑑純夏
